 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a	0.09999619	0.09999627	0.09999619	0.09999627	0.09999627	0.09999627	0.09999687	0.0999971	0.100005955	0.100022666
t	0.099049106	0.10169316	0.09933737	0.09907813	0.099069364	0.099141575	0.10132731	0.100028224	0.10014551	0.10113021
e	0.09848193	0.09869397	0.09850447	0.09853808	0.09859131	0.09895084	0.10013168	0.09977692	0.1021546	0.10617617
l	0.097605065	0.10256571	0.09814981	0.097651325	0.09762688	0.09786127	0.102087535	0.099518225	0.1018543	0.10507989
ì	0.09816455	0.098202914	0.09815362	0.09826834	0.09837329	0.09879071	0.105203085	0.10363222	0.10013207	0.10107916
s	0.0974461	0.09879393	0.0976282	0.09878421	0.09994651	0.097792946	0.09868191	0.09785019	0.1029536	0.11012249
i	0.04768856	0.047700245	0.047699552	0.049136035	0.04934657	0.15460122	0.10704983	0.17447306	0.1303799	0.19192505
n	0.09398512	0.106856145	0.095424175	0.0942053	0.09422255	0.09481589	0.10190289	0.09631533	0.10443977	0.117832765
a	0.09792539	0.09804724	0.097961254	0.09980622	0.10146018	0.09979609	0.09969792	0.10135728	0.09996785	0.10398058
m	0.08809174	0.11134964	0.09070284	0.08841338	0.08838128	0.08936539	0.106896326	0.095197506	0.110011585	0.1315903
ì	0.086559735	0.08676271	0.08636361	0.08660591	0.086831644	0.08876244	0.15273626	0.13457237	0.09692108	0.09388417
n	0.07219774	0.083612815	0.073897354	0.08686759	0.09788076	0.079767056	0.09081128	0.07831128	0.1461393	0.19051492
i	0.091216765	0.09163347	0.09168333	0.10845226	0.12142463	0.09582795	0.09374389	0.09847426	0.095919676	0.11162376
p	0.06647752	0.15832397	0.07882196	0.06793307	0.067576386	0.07018047	0.12486999	0.085200004	0.095732816	0.18488382
à	0.09178369	0.092164144	0.091500446	0.10238928	0.11138929	0.09295563	0.1061589	0.102981634	0.098476656	0.11020039
n	0.05730713	0.07836639	0.06167637	0.10591423	0.12455167	0.06960645	0.092851475	0.06932867	0.14191425	0.1984833
t	0.066897996	0.067846894	0.06977312	0.13398528	0.15431911	0.07890301	0.077998646	0.08812077	0.091759905	0.17039526
a	0.05854765	0.059269078	0.058689963	0.06164048	0.063757285	0.13396059	0.092693865	0.15698282	0.114920765	0.19953752
l	0.028936718	0.125415	0.059379093	0.03347792	0.032614753	0.040944	0.13505244	0.08360319	0.14254035	0.3180366
e	0.06424826	0.068184406	0.06489748	0.07920411	0.0899486	0.09420537	0.10051978	0.12666218	0.10452076	0.20760903
t	0.014314097	0.062151045	0.029707147	0.01733985	0.017459376	0.022352615	0.08830675	0.054137472	0.20475352	0.48947814
t	0.007190333	0.014901004	0.008497459	0.013889441	0.016636668	0.07573222	0.36133242	0.21648587	0.13404897	0.15128556
ò	0.017820038	0.07645618	0.03612289	0.021441525	0.023094488	0.10134804	0.23262034	0.17910604	0.122399144	0.18959127
m	0.011314556	0.036433723	0.044647086	0.04661771	0.052085947	0.059474174	0.11840402	0.14035317	0.1274338	0.36323583
i	0.014568437	0.023427162	0.016297214	0.030678604	0.034405753	0.05886947	0.076719716	0.09407824	0.11127671	0.5396787
f	0.0055360734	0.009768289	0.009932063	0.014949565	0.015733117	0.019727806	0.0572831	0.051268898	0.26500824	0.5507928
à	0.004608774	0.016199166	0.007819917	0.011950295	0.012593307	0.030696841	0.27964035	0.18232736	0.086345196	0.36781886
i	0.0019420525	0.010023144	0.019924236	0.010744713	0.015719336	0.01660053	0.04136748	0.099540286	0.16106577	0.62307245
t	0.0006259052	0.0007636154	0.0018950199	0.0015795712	0.0019433366	0.0027765424	0.0320533	0.08506542	0.25438905	0.6189083
o	0.0009817599	0.0025955837	0.0031774337	0.003461369	0.0030462316	0.02227794	0.27821863	0.2555374	0.2705121	0.1601915
v	6.260891e-05	0.000130135	0.0006555591	0.00035572855	0.00040738223	0.00054590555	0.0043622097	0.037134614	0.5556866	0.40065923
r	0.00016418651	0.00024868263	0.0005101308	0.00037874558	0.000466354	0.0059533757	0.021901863	0.096920215	0.21790396	0.65555245
à	0.00019579203	0.0009135884	0.0020682374	0.005796459	0.0020511658	0.009019744	0.019680778	0.12550414	0.2525902	0.58217996
i	0.00029867835	0.0034268224	0.00617699	0.0049382984	0.004502549	0.0067428504	0.020953536	0.040456988	0.5118598	0.4006435
</S>	1.51582e-05	4.171048e-05	0.00014613237	6.964544e-05	8.610199e-05	0.0002641064	0.0022137898	0.026218057	0.6763646	0.29458064
