 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.090901755	0.09090148	0.0909003	0.09089995	0.09089995	0.09089995	0.09090002	0.09090225	0.09091015	0.09090245	0.09098175
p	0.08985386	0.08972678	0.08921823	0.08908478	0.08908485	0.08909395	0.08918053	0.08981767	0.09196763	0.089822054	0.10314969
e	0.09057194	0.09053712	0.09040005	0.09035943	0.09035888	0.09035978	0.09039598	0.09125188	0.09401602	0.090765424	0.09098354
t	0.08902592	0.08901682	0.08897792	0.08896794	0.088967465	0.08896971	0.089022934	0.090188384	0.0940825	0.08956057	0.103219815
à	0.08396829	0.08392255	0.083724365	0.083672	0.083679214	0.083723985	0.08473093	0.091754556	0.11612392	0.092526846	0.11217329
c	0.08533453	0.08533453	0.085343845	0.08533277	0.08535088	0.08545865	0.0873364	0.08608069	0.08598066	0.085869156	0.14257793
i	0.09022673	0.09021655	0.09017512	0.09016191	0.09016631	0.090165004	0.09030407	0.091459215	0.09533995	0.09075606	0.09102907
a	0.08851126	0.08850829	0.08849459	0.08849101	0.08849229	0.08850039	0.08861268	0.088985026	0.09045049	0.089104794	0.1118492
k	0.089284584	0.08703717	0.077631526	0.07504664	0.07503039	0.07505277	0.07570798	0.09951392	0.17441654	0.0815539	0.089724556
è	0.08231103	0.082194425	0.08169864	0.08156412	0.0815559	0.08156866	0.0820241	0.098105	0.14996067	0.09286893	0.086148545
c	0.08880395	0.08880665	0.08896975	0.088813424	0.08880171	0.08882339	0.08922105	0.089180425	0.089865685	0.08913988	0.10957402
c	0.08548829	0.08541461	0.08519697	0.08501718	0.085110895	0.085063376	0.08734669	0.09411291	0.11933576	0.09280841	0.095104955
i	0.08904527	0.089044996	0.089044586	0.089043915	0.08904697	0.089043975	0.08909984	0.08910106	0.08936493	0.08933746	0.10882696
a	0.045221776	0.045209154	0.04517043	0.045154203	0.045811664	0.045170918	0.054385096	0.045771632	0.05095084	0.0580901	0.5190642
f	0.10462403	0.09971754	0.061069883	0.03993204	0.039868932	0.039915193	0.04137687	0.09844406	0.21763986	0.06775645	0.18965515
o	0.06638702	0.06417023	0.05452022	0.051770233	0.05172408	0.051783826	0.05384029	0.12844509	0.28304678	0.11621819	0.078094
r	0.026893267	0.026598435	0.02573263	0.025326455	0.025313567	0.02548637	0.029075718	0.06568126	0.15307194	0.04405504	0.55276537
à	0.045995854	0.04596001	0.046197765	0.045657832	0.04567714	0.04606648	0.05389717	0.086154245	0.19140422	0.22369467	0.16929461
e	0.034461726	0.03446328	0.034838602	0.03447864	0.035217278	0.03455187	0.045704033	0.035736818	0.037978247	0.041047774	0.63152176
n	0.036962975	0.034801003	0.022012189	0.016293585	0.016447486	0.016330225	0.019753093	0.03834775	0.09080495	0.032655295	0.67559147
d	0.08202001	0.07757362	0.05005989	0.0362785	0.036182005	0.03649659	0.042528898	0.08866367	0.19582188	0.12740399	0.22697096
ì	0.062240005	0.06222495	0.06217949	0.06209856	0.062199887	0.06273767	0.07159037	0.07447408	0.09866115	0.16053565	0.22105813
n	0.01600687	0.016199833	0.021233281	0.01659582	0.016996007	0.02128934	0.050861157	0.04809883	0.04886932	0.05347303	0.69037646
n	0.05596872	0.054369386	0.054895572	0.04474358	0.045392193	0.044001862	0.06410161	0.0488334	0.059715364	0.06338774	0.46459055
o	0.037603445	0.037681274	0.04125984	0.037858956	0.03963512	0.03769858	0.06358318	0.0402302	0.04312085	0.059392516	0.561936
t	0.0021340384	0.002133615	0.0019000878	0.0017437083	0.0035887004	0.002608355	0.0096006645	0.014419281	0.031247433	0.061586834	0.8690373
t	0.012535671	0.011927103	0.009609864	0.006104505	0.006844011	0.0067180656	0.029696118	0.06268962	0.11085178	0.20626692	0.53675634
e	0.007083874	0.0071582026	0.0082458565	0.007232635	0.00819243	0.013096822	0.027306791	0.03909059	0.04418432	0.13673624	0.70167226
p	7.597423e-05	9.6622505e-05	4.16896e-05	3.673019e-05	9.3924864e-05	0.00013786655	0.0010736976	0.0011298783	0.04357053	0.11674942	0.83699363
ù	0.003665525	0.0038705873	0.0072429944	0.0012425667	0.0010274906	0.0012288049	0.004278558	0.023407513	0.03299119	0.4329506	0.48809412
r	0.00034293137	0.0006019522	0.00043106402	0.00023511909	0.0003236133	0.0004814729	0.002193254	0.016343767	0.02789266	0.1894884	0.76166576
u	0.0006037006	0.0013370665	0.0010473315	0.0015101247	0.0015899129	0.0022071123	0.00919603	0.051213447	0.06914617	0.373804	0.48834506
m	2.6067022e-05	4.261057e-05	4.1039504e-05	1.3719873e-05	3.120695e-05	4.3744276e-05	0.00058671925	0.0017075668	0.03434376	0.7002246	0.262939
a	4.3706754e-05	4.29101e-05	8.167303e-05	1.3341749e-05	1.5542297e-05	1.5420228e-05	0.00040589483	0.001714566	0.003134301	0.14903323	0.8454994
n	6.461487e-06	6.6982316e-06	1.4128754e-05	3.3061397e-06	5.126097e-06	3.659294e-06	0.0003175105	0.00092323095	0.039408874	0.71840817	0.24090275
e	5.9956084e-05	8.815714e-05	0.00015769893	3.4645658e-05	3.0376701e-05	7.079289e-05	0.0006058611	0.008504482	0.01187117	0.24635127	0.7322256
c	2.5421589e-06	3.5955031e-06	4.6046694e-06	2.0682494e-06	1.6653485e-06	1.599018e-06	0.00018345585	0.0004987403	0.026359947	0.69789886	0.275043
h	4.4360626e-05	5.9721307e-05	0.000105097024	1.6734684e-05	2.0585723e-05	6.703712e-05	0.0005590011	0.006918458	0.0074158343	0.08194142	0.90285176
à	8.0542704e-05	0.00014607597	0.00016846089	0.0003848171	0.0005215023	0.0008353782	0.004606666	0.16759758	0.2953797	0.10323263	0.42704666
t	0.00045614108	0.00033171554	0.0002874298	0.00029865204	0.00062821136	0.00044699162	0.002709438	0.0040110243	0.058456972	0.7823222	0.15005118
u	1.2453182e-05	3.281377e-05	1.3826085e-05	2.280297e-05	0.00010772064	7.9418605e-05	0.0006172552	0.012564707	0.0634468	0.2893794	0.63372284
</S>	6.050843e-05	4.7715752e-05	7.473583e-05	1.2914234e-05	4.1035204e-05	2.787948e-05	0.00020081046	0.0012731927	0.08838006	0.5543958	0.35548538
