 	allora	questo	anno	che	viene	vengo	nuovamente	qui	e	mangio	molti	pasticciotti	</S>
a	0.076919384	0.076919146	0.076919146	0.076919146	0.076919146	0.076919384	0.076919384	0.076919146	0.076919444	0.076953664	0.07692508	0.07692073	0.076927245
l	0.07521101	0.07515549	0.075153135	0.07518738	0.075260095	0.07608312	0.07611198	0.075236835	0.07588249	0.07994811	0.076009035	0.07610809	0.0886533
l	0.07489047	0.07487019	0.07487579	0.0749402	0.07506884	0.07646474	0.076452665	0.07493117	0.07523804	0.08939764	0.076857015	0.07573327	0.08027994
ò	0.07688927	0.07688921	0.07688927	0.07688985	0.07689091	0.07690364	0.07690423	0.07689085	0.076900356	0.0769843	0.07690646	0.07690528	0.07715635
r	0.07452123	0.07451816	0.074536584	0.074693985	0.07499176	0.07816798	0.078095615	0.0746925	0.07465433	0.074654505	0.07467176	0.0753601	0.09644139
a	0.070894286	0.0708925	0.070911705	0.071072996	0.07148205	0.074704506	0.07459948	0.071463995	0.07109236	0.073076375	0.07130307	0.090042524	0.11846418
f	0.07628617	0.076270916	0.076270394	0.07627906	0.07629612	0.07649364	0.07650619	0.07630211	0.07652779	0.07681718	0.07665553	0.07659315	0.08270178
è	0.0749219	0.074894756	0.07491218	0.07508602	0.07542966	0.0790247	0.07894106	0.0749824	0.07508745	0.084011935	0.07616675	0.076513	0.08002818
t	0.06537115	0.065367505	0.06560332	0.06756424	0.07114999	0.101198	0.10104686	0.06634084	0.06887412	0.06798872	0.06716685	0.06725202	0.12507635
i	0.044995	0.044994242	0.045356207	0.048298113	0.054485884	0.08768716	0.086904794	0.050403465	0.047234613	0.05859149	0.048331406	0.1411978	0.24151981
p	0.06949025	0.06944043	0.069447845	0.06955554	0.06976904	0.07237766	0.07278499	0.070168495	0.07463291	0.07486101	0.07173205	0.072731264	0.14300853
ò	0.06880519	0.068732776	0.06894812	0.07081533	0.07426242	0.103465326	0.10291856	0.06926758	0.069415234	0.07992028	0.070715986	0.069739565	0.08299369
r	0.057625104	0.05761402	0.058162246	0.06261611	0.070284404	0.11645405	0.117196776	0.05990961	0.06574545	0.06512749	0.062031116	0.062090304	0.14514332
k	0.03895961	0.038961362	0.041764278	0.059623305	0.07853257	0.108621605	0.10830004	0.0473477	0.041390926	0.048232216	0.04529912	0.10139102	0.24157625
e	0.07615527	0.07615474	0.076174386	0.07633967	0.07665225	0.07997668	0.079890326	0.07620274	0.07617258	0.076305375	0.07622048	0.0762953	0.077460244
t	0.07158814	0.07151233	0.071528144	0.07172789	0.07210719	0.07617432	0.076146774	0.07183862	0.07261454	0.0751743	0.07278488	0.074084714	0.12271809
e	0.049741276	0.04973103	0.05004932	0.052663874	0.057899997	0.0904051	0.08971463	0.05313113	0.051228777	0.06538058	0.052922294	0.12510413	0.21202785
è	0.061036304	0.06080154	0.06079584	0.060957655	0.061282575	0.06533458	0.06610008	0.062128644	0.07054943	0.07588676	0.070619114	0.069375955	0.21513155
r	0.038287904	0.038058467	0.04278996	0.06790165	0.08641937	0.11153146	0.115159325	0.05000317	0.054743927	0.105803356	0.060941547	0.05239512	0.17596473
k	0.037626863	0.0376229	0.04120196	0.062177647	0.08102493	0.1064596	0.10636786	0.046759557	0.040566802	0.04600189	0.045083888	0.085299544	0.26380646
o	0.074419394	0.0744169	0.07448341	0.07504412	0.07609852	0.086754404	0.0864948	0.074578315	0.07452087	0.07505722	0.074655	0.07499655	0.07848054
m	0.061650783	0.061445147	0.061507154	0.062204648	0.06351569	0.07656968	0.07661151	0.062415775	0.06538338	0.07320955	0.06522832	0.068612	0.20164636
e	0.060988285	0.060568076	0.06060164	0.06130369	0.06277892	0.07684561	0.07662121	0.06096423	0.06233049	0.18246983	0.078010745	0.07261521	0.083902106
m	0.049754757	0.049134895	0.04912905	0.04963961	0.050637282	0.061967865	0.06367523	0.05197136	0.06883343	0.08862859	0.064142585	0.06985714	0.2826282
a	0.0484797	0.04822498	0.04832571	0.049363136	0.051359117	0.069548786	0.07000325	0.04954772	0.05632082	0.22327177	0.079489954	0.07734986	0.12871522
p	0.042657968	0.0417424	0.041722093	0.04236509	0.04365145	0.059302755	0.06337801	0.04745635	0.0775916	0.12668121	0.06754151	0.07975823	0.2661513
à	0.0403756	0.03979512	0.04287624	0.062312786	0.08101891	0.111421175	0.11311564	0.0472758	0.049157213	0.14269634	0.06340552	0.05350845	0.15304118
l	0.0291192	0.029001048	0.0363569	0.06290451	0.07517004	0.10587791	0.123522684	0.05901938	0.07626059	0.079529	0.076270424	0.063726805	0.18324152
e	0.025770081	0.025523636	0.029112482	0.04714421	0.05976662	0.07439154	0.07566584	0.034727186	0.033828292	0.13108522	0.051263962	0.06951422	0.3422067
e	0.03523242	0.0340823	0.03442241	0.038130317	0.044384908	0.08395156	0.09275647	0.04305518	0.07736394	0.106630996	0.058224753	0.08524109	0.2665237
t	0.020374684	0.017598212	0.018934725	0.02813468	0.036359016	0.053819615	0.060716618	0.025396587	0.04599539	0.32838526	0.08638623	0.08582456	0.19207445
t	0.020222956	0.01783288	0.019977925	0.031591963	0.04025787	0.07037791	0.085416906	0.036416493	0.05285652	0.29046977	0.11368825	0.08188582	0.13900469
ù	0.028472647	0.028333116	0.028638592	0.031223765	0.036535375	0.10109505	0.12158634	0.057387985	0.0817397	0.09042626	0.073786706	0.119076565	0.20169787
c	0.014257614	0.01251935	0.02121725	0.03325758	0.039839234	0.090755716	0.10001456	0.07099695	0.0841365	0.10565328	0.08170789	0.105489366	0.24015477
e	0.020475348	0.020158926	0.023600988	0.039294805	0.0492662	0.05999358	0.061391056	0.029937327	0.028609207	0.06928545	0.03554492	0.085503444	0.47693872
t	0.018713823	0.014339586	0.01471193	0.020397821	0.02687237	0.055726755	0.06836891	0.030114762	0.08605511	0.16237202	0.05423744	0.18711291	0.26097652
r	0.010312521	0.010141275	0.014439437	0.024621768	0.02932309	0.041916184	0.04950371	0.03308959	0.033947658	0.14565268	0.057104725	0.16789198	0.38205534
ò	0.04642053	0.04634346	0.047126986	0.053358175	0.06334463	0.10905994	0.11183437	0.050559912	0.06204	0.06092244	0.055065885	0.0619344	0.23198928
o	0.011375239	0.007670965	0.013243153	0.019627854	0.021451226	0.041606255	0.050468635	0.05322833	0.08834798	0.096205235	0.07483297	0.21372133	0.3082208
p	0.008451924	0.005015211	0.005694488	0.00963134	0.011599652	0.01817792	0.023267336	0.017061392	0.04399517	0.26683885	0.055155788	0.3375722	0.19753878
o	0.02376627	0.015902191	0.025947565	0.03082829	0.032174744	0.036676988	0.040848017	0.030692644	0.037915736	0.16471367	0.12570398	0.064900815	0.36992908
d	0.0029216378	0.0015616618	0.0025713528	0.0037089856	0.0045358925	0.010776359	0.015984563	0.011226664	0.029041618	0.1787761	0.15604839	0.3869929	0.19585387
d	0.004687392	0.0037151787	0.0072287577	0.009445529	0.010060974	0.017315846	0.022306608	0.018709531	0.03549072	0.10063414	0.27270728	0.31424466	0.18345329
ù	0.0045650355	0.0044385474	0.00731536	0.012328549	0.018924722	0.037953544	0.039179236	0.027054073	0.02145797	0.09184811	0.09688155	0.19567798	0.4423753
p	0.0035047387	0.0013422645	0.0029754587	0.0031511092	0.0033743253	0.007800744	0.015053853	0.032988537	0.079667635	0.0478179	0.16716523	0.25763687	0.3775213
a	0.007440109	0.0047234017	0.00807821	0.00836573	0.008606775	0.009552578	0.011166594	0.009563279	0.013385399	0.052123133	0.06982029	0.17496748	0.622207
s	0.002056634	0.0005952944	0.00087313296	0.0010302896	0.0012095633	0.0028160105	0.0050202874	0.010653052	0.015462774	0.06288751	0.1707224	0.36041075	0.36626232
t	0.0016546956	0.0010801109	0.0024203423	0.0023607975	0.003305669	0.0072950963	0.008097971	0.012872099	0.019857213	0.07577568	0.16127872	0.49731708	0.20668451
i	0.002104473	0.0010591566	0.002502848	0.005203244	0.007997542	0.008573893	0.008989155	0.012096969	0.024612542	0.096149646	0.041740216	0.5764195	0.21255085
c	0.00027732778	0.000206582	0.00039450297	0.00054304616	0.0005906082	0.00069328607	0.0018484868	0.005094259	0.004012924	0.011388429	0.12061165	0.3846243	0.4697146
c	0.0002574232	0.00011801214	0.00026815446	0.000283121	0.00044038994	0.0008208421	0.0009151363	0.0014694934	0.0057177837	0.026335908	0.054487627	0.69744474	0.21144141
i	0.00030116356	0.000140781	0.00025127092	0.0003618798	0.00057973294	0.0006718807	0.00090059167	0.0019339417	0.0035492424	0.010551247	0.043171763	0.5657075	0.37187904
ò	0.00010360125	5.0195373e-05	0.00012821138	8.605464e-05	8.3532075e-05	0.00042835015	0.0010324795	0.0018882707	0.0021478413	0.0059399004	0.23808645	0.4656809	0.2843442
t	0.0001360574	4.45826e-05	3.8874994e-05	1.7580247e-05	2.3223218e-05	4.6572957e-05	0.00018280958	0.00072342146	0.0021391641	0.002279189	0.03772269	0.7761839	0.18046193
t	0.00045839077	0.0005113938	0.0011015305	0.0013757666	0.007760727	0.01092445	0.01073989	0.015781615	0.027249001	0.098730594	0.27037957	0.4303445	0.124642625
u	4.2964773e-05	3.4565957e-05	6.692018e-05	8.423599e-05	0.00022714572	0.00023225296	0.00032527378	0.0011435191	0.0021659087	0.009291378	0.13566817	0.61658996	0.23412775
</S>	2.1607517e-05	1.9941574e-05	3.7472953e-05	3.4268014e-05	3.2456777e-05	5.3044725e-05	0.00017417446	0.0003130496	0.00052767806	0.002610775	0.43279526	0.25183156	0.3115487
