 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
s	0.06666706	0.06666548	0.066665076	0.066665076	0.06666502	0.06666502	0.06666502	0.066665076	0.066665076	0.06666512	0.06666599	0.0666665	0.06667988	0.06666635	0.06666828
à	0.06414389	0.06415378	0.064148396	0.06414487	0.06414859	0.064149275	0.06416964	0.06416577	0.06448039	0.07517913	0.072652504	0.068490244	0.06582222	0.06547043	0.07468081
t	0.06579622	0.06582353	0.06579567	0.06580068	0.065795764	0.06580385	0.06579717	0.065814845	0.06588704	0.07040482	0.069261014	0.06668725	0.06634642	0.06598065	0.06900505
t	0.06535004	0.06535767	0.065356225	0.065347545	0.06535652	0.06535493	0.06539862	0.06538416	0.06569432	0.066700704	0.06690227	0.07076393	0.067839436	0.06719508	0.07199855
e	0.06665168	0.066651225	0.06665107	0.06665102	0.06665107	0.06665112	0.06665107	0.06665112	0.06665234	0.06672006	0.066702805	0.06666734	0.06667034	0.06667086	0.06670687
o	0.06605043	0.06610044	0.06604776	0.066057384	0.06604766	0.066060916	0.06604806	0.0660839	0.06612682	0.0686158	0.068071544	0.066819526	0.066982605	0.06633227	0.068554886
G	0.06459617	0.06390598	0.06367135	0.063673295	0.063660905	0.0636836	0.063666105	0.06371616	0.06390344	0.075711526	0.0733006	0.066660956	0.072762966	0.064615	0.07247194
i	0.06529299	0.06522269	0.06521333	0.0652097	0.06521443	0.06522816	0.0652314	0.06520851	0.06532378	0.072850704	0.07088211	0.06640444	0.06599267	0.06561809	0.07110695
o	0.06306542	0.06306253	0.06302246	0.06303366	0.063022606	0.06304155	0.06302606	0.06304242	0.06334863	0.08139054	0.077089235	0.066325	0.06578054	0.064323545	0.0774258
v	0.043255813	0.038920853	0.03781473	0.03779229	0.037755862	0.037864152	0.037787355	0.038199693	0.0391448	0.08317001	0.10764305	0.08101121	0.24543998	0.055670153	0.07853009
à	0.060948774	0.060654767	0.060595702	0.06058891	0.060594317	0.06061753	0.060618363	0.060620304	0.060963564	0.0824792	0.07891409	0.066309504	0.0864397	0.06288998	0.076765366
n	0.05085472	0.050864343	0.051063266	0.050987743	0.051123217	0.051520053	0.051611762	0.050920177	0.05304722	0.1158034	0.106632076	0.069473	0.05572138	0.05896695	0.13141069
n	0.05067746	0.05050415	0.0509713	0.050772	0.051108643	0.052034467	0.052289125	0.050619997	0.052022357	0.105030194	0.09519286	0.06687692	0.059564665	0.06229673	0.15003912
