 	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
t	0.0908969	0.09089745	0.09089682	0.09089682	0.0908969	0.090896964	0.09089724	0.090900436	0.09090654	0.09091007	0.09100382
a	0.09081826	0.09082125	0.09081902	0.09082519	0.09084737	0.09083989	0.091151394	0.090989225	0.09097666	0.09086186	0.09104985
p	0.06823841	0.06823925	0.068236224	0.06827778	0.0682419	0.06826153	0.06838471	0.06978345	0.0717008	0.11287548	0.2677605
e	0.09066868	0.09069026	0.09067491	0.09067974	0.090734765	0.09072092	0.09111769	0.09111894	0.09165966	0.09079584	0.091138616
t	0.08121596	0.08122693	0.08121361	0.08123858	0.0812213	0.08130853	0.083791606	0.083459966	0.08453814	0.09192371	0.16886166
ì	0.078242056	0.078280516	0.07824308	0.078282066	0.07849168	0.080145806	0.13053131	0.10443944	0.08964701	0.08326124	0.120435804
a	0.067885384	0.06788441	0.06800176	0.068004355	0.06821111	0.07275874	0.15459055	0.122567564	0.0767401	0.07817758	0.15517855
e	0.0747693	0.07495591	0.0747234	0.07534866	0.074845724	0.07580203	0.100638434	0.11101235	0.12461633	0.087911576	0.1253763
s	0.07472628	0.07665938	0.07449892	0.074660294	0.07458343	0.075874105	0.09143216	0.109655365	0.15535477	0.085124984	0.1074303
ò	0.06748777	0.06774793	0.06746985	0.067546286	0.068019934	0.07185839	0.14897725	0.12542109	0.100065835	0.078504235	0.13690147
z	0.042473517	0.042472582	0.043519743	0.042979494	0.046834935	0.08365483	0.1285505	0.1641059	0.093357176	0.10847152	0.20357987
u	0.08264798	0.0839137	0.082986265	0.084497355	0.09303776	0.08820918	0.11273075	0.09182596	0.09891909	0.08853612	0.09269583
n	0.031266537	0.031273574	0.031258382	0.03193046	0.031547125	0.035115495	0.07882729	0.108968794	0.08267568	0.06469328	0.47244337
e	0.08097718	0.08169683	0.08112045	0.08118267	0.082081	0.08244256	0.10922582	0.10026948	0.10657007	0.08586075	0.1085732
f	0.01069514	0.010779275	0.010656796	0.011453278	0.010857405	0.012728873	0.029154222	0.07640221	0.06408037	0.11417853	0.6490139
à	0.042072386	0.042744156	0.04196989	0.042086255	0.042595316	0.047508974	0.096022405	0.18475902	0.26738706	0.095546745	0.09730777
i	0.0061820163	0.006185366	0.007615541	0.0065212026	0.0066839927	0.009779318	0.018825404	0.03495101	0.02047577	0.03839818	0.8443821
t	0.0023854668	0.0029735302	0.002290239	0.0033005008	0.002431675	0.0030505436	0.008486506	0.050813023	0.066289864	0.32133177	0.5366469
o	0.015703697	0.02192848	0.015613338	0.016725967	0.02151854	0.034006454	0.088516876	0.26739293	0.28762746	0.10709146	0.12387477
g	0.0001808524	0.00022062169	0.00017547749	0.0004758648	0.0004734611	0.0010757514	0.0010957475	0.00848123	0.019296525	0.46336272	0.50516176
e	0.00914821	0.016612528	0.0076778545	0.005975144	0.0059946557	0.007036876	0.020354033	0.06206296	0.073007695	0.060362484	0.7317675
