 	il	lupo	non	cammina	mai	nemmeno	con	la	volpe	</S>
o	0.09999475	0.09999483	0.09999475	0.099995054	0.099994674	0.099994674	0.09999536	0.10003161	0.09999681	0.1000075
l	0.09932694	0.099346034	0.09930132	0.09932595	0.09931443	0.099390455	0.09945759	0.10360938	0.09961357	0.10131435
ì	0.097021386	0.09701998	0.09702065	0.097227454	0.09701894	0.097036935	0.097570546	0.12401113	0.0984318	0.097641215
k	0.0998841	0.09988524	0.099931814	0.09989263	0.09988487	0.09990681	0.09990315	0.10024245	0.09997314	0.10049576
o	0.096112974	0.09611327	0.09638887	0.09622972	0.0961121	0.096174814	0.1018921	0.111571886	0.10502846	0.104375824
e	0.09946497	0.0994734	0.09945192	0.09945731	0.09945966	0.09950065	0.09952289	0.10085088	0.09960934	0.10320894
n	0.0832625	0.08337579	0.083671845	0.08445777	0.08315865	0.08329509	0.08571523	0.22925882	0.09015698	0.093647346
p	0.095843114	0.09587763	0.09617485	0.096147925	0.09581665	0.09588788	0.096602924	0.12958547	0.098084904	0.09997864
r	0.09905882	0.09906494	0.09908293	0.099086024	0.09906471	0.09921553	0.09922477	0.10371601	0.09966109	0.10282514
a	0.099691026	0.09969247	0.0997337	0.099696726	0.09969011	0.0997003	0.09999633	0.10017379	0.10019611	0.101429485
t	0.08364385	0.083940804	0.083089165	0.083160065	0.08344652	0.084691055	0.08518725	0.10772679	0.08788971	0.21722479
ì	0.04747464	0.047475908	0.04881649	0.048044406	0.04747489	0.04871128	0.12934338	0.25035587	0.171283	0.16102007
m	0.07904274	0.079310946	0.090078935	0.08062607	0.07907785	0.082431965	0.081531554	0.09871235	0.09269546	0.23649207
à	0.070317574	0.07042419	0.07303875	0.07103981	0.07023661	0.07067512	0.10946862	0.16698378	0.13347952	0.16433601
i	0.07151539	0.0725295	0.07318379	0.07042662	0.070911705	0.075961806	0.07705526	0.14594032	0.08441694	0.2580586
n	0.03044222	0.031758767	0.03340991	0.03092029	0.029611718	0.034163523	0.037462227	0.3972449	0.05747674	0.31750965
e	0.044181354	0.04562498	0.06058557	0.050142776	0.043130506	0.044585012	0.055103507	0.31066582	0.1009408	0.24503966
m	0.017837955	0.019296816	0.018635064	0.01698257	0.017915094	0.03576112	0.035246238	0.46318698	0.071105815	0.3040323
m	0.015208851	0.015511399	0.017254027	0.024192303	0.01482773	0.015677858	0.06651994	0.30391836	0.33449695	0.19239256
è	0.06260246	0.06295527	0.06238928	0.06236705	0.062403224	0.06432755	0.06577752	0.13797499	0.08075916	0.33844352
n	0.006824952	0.008202519	0.0064434703	0.0072065615	0.007448505	0.037265338	0.04843828	0.09039443	0.3787167	0.4090592
o	0.034147933	0.03522328	0.05177743	0.038061827	0.033388365	0.036991097	0.04885119	0.21673211	0.14960113	0.35522562
m	0.00343304	0.0038122523	0.0017091522	0.0021433227	0.003135196	0.008788507	0.010673786	0.028766397	0.0959491	0.8415892
i	0.003351229	0.004147494	0.004351406	0.0063282186	0.0025256206	0.0029397686	0.01956979	0.11480594	0.32542527	0.51655525
n	7.691652e-05	0.00010553031	7.908944e-05	0.00033227997	0.00017082585	0.00029278002	0.00080089294	0.030958638	0.44126287	0.52592015
a	0.0014375594	0.001871691	0.0019254215	0.0064349016	0.0006883541	0.0010609395	0.0058187493	0.09993098	0.5609681	0.31986332
l	2.1092546e-05	4.9011294e-05	1.00208945e-05	0.0003848247	2.7538059e-05	4.5525197e-05	0.00035971383	0.010281658	0.6013564	0.38746426
i	7.1710754e-05	9.9222605e-05	9.4297975e-05	0.00067848805	6.467828e-05	0.00021499186	0.0040082065	0.055677142	0.23274651	0.7063448
p	6.4003516e-06	2.2760332e-05	6.5414924e-06	0.0002137384	3.6875113e-06	2.1832026e-05	0.0005451933	0.0067884484	0.7215499	0.27084145
ù	0.00014285222	0.00028834247	0.00018140253	0.0017922863	9.0672685e-05	0.0001606428	0.002792986	0.07914538	0.63711154	0.27829388
n	7.762921e-05	0.00049585255	5.7457644e-05	0.0015605744	0.00012759917	0.00042397936	0.0026702275	0.048706006	0.6540565	0.29182416
a	0.00011744389	0.0003646	0.0001736281	0.0009047776	8.2142215e-05	0.00020891482	0.0045521813	0.14085948	0.65164965	0.20108715
</S>	1.2687619e-05	2.5592764e-05	6.4642086e-06	0.0003517031	7.639265e-06	4.333221e-05	0.000625876	0.0052932305	0.6249331	0.36870036
