 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.12499791	0.124997996	0.12499791	0.124997996	0.12499791	0.12499895	0.124997996	0.12501335
n	0.12073704	0.12130479	0.12146741	0.12459484	0.124650456	0.14067501	0.123333566	0.12323688
è	0.12330047	0.12332249	0.12334507	0.12385022	0.12376256	0.12721397	0.12361761	0.13158765
r	0.11893844	0.11894969	0.11899743	0.12152251	0.12092164	0.14394352	0.11998867	0.1367381
k	0.12259088	0.12263822	0.12261754	0.122737154	0.123456925	0.123439595	0.12546712	0.13705258
e	0.12489891	0.12490119	0.12490015	0.12490729	0.12490777	0.12496325	0.12495658	0.12556486
s	0.11069782	0.110689715	0.11085275	0.11772194	0.11620273	0.17945097	0.11362275	0.14076127
e	0.11120797	0.11141722	0.11142428	0.11259579	0.11858211	0.11888976	0.13474657	0.18113633
s	0.08094343	0.0809669	0.08145625	0.09396152	0.091133036	0.19261657	0.087674305	0.29124796
e	0.085810676	0.087488726	0.08845513	0.099816054	0.103957035	0.14882106	0.117231235	0.26842013
s	0.05277448	0.05310487	0.054306008	0.12024899	0.105944544	0.2770422	0.08702303	0.24955592
e	0.04258031	0.04629665	0.048308816	0.09450718	0.09122979	0.31295437	0.11744061	0.24668229
t	0.031493507	0.03282406	0.034443907	0.15537015	0.12844594	0.21789028	0.11966879	0.27986333
t	0.022774735	0.02663717	0.027830202	0.11175899	0.09764317	0.37813434	0.14044695	0.19477448
à	0.027293136	0.0267826	0.031626165	0.23152055	0.1912771	0.18483244	0.17804314	0.12862486
s	0.0139275715	0.018929053	0.022954067	0.16687873	0.14782505	0.12595256	0.1907159	0.3128171
t	0.01840871	0.021333048	0.0195227	0.024785694	0.05631588	0.06323775	0.096060894	0.7003353
e	0.04854709	0.048782077	0.049534064	0.10117897	0.08702869	0.21967843	0.13865477	0.30659586
a	0.0051168995	0.0033909862	0.011490522	0.03751601	0.03854528	0.023371048	0.11185375	0.7687155
n	0.00223541	0.0043043806	0.0077247955	0.057463825	0.060009792	0.07622816	0.37899533	0.4130383
k	0.008863418	0.018711261	0.014626477	0.16400652	0.14911799	0.24623142	0.23412028	0.1643226
ò	0.015007761	0.014595689	0.022463653	0.19085418	0.17052843	0.13033396	0.19191042	0.26430595
r	0.0011490609	0.0023003935	0.028313978	0.011877258	0.019695126	0.032006852	0.19107471	0.7135825
a	0.0073312107	0.020031065	0.009651562	0.011509753	0.024647601	0.047076583	0.1317487	0.7480035
m	0.0006517885	0.0007707629	0.002480494	0.0036188897	0.0085774865	0.013777544	0.22389024	0.74623275
a	0.00086811726	0.0013474275	0.005535068	0.024468997	0.025560724	0.029566022	0.46839324	0.4442605
r	0.00011154946	0.00029980656	0.0020412884	0.0013176138	0.0049714483	0.01984018	0.340952	0.63046616
è	0.00016314932	0.0006921574	0.00293499	0.008195981	0.021890275	0.04819141	0.38614088	0.53179115
o	0.0011759242	0.002283429	0.018250763	0.005749152	0.03535473	0.07765932	0.20957036	0.64995635
</S>	6.446385e-05	8.008506e-05	0.0030828482	0.0005363081	0.0026256714	0.009902894	0.55574816	0.42795956
