 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
e	0.083329484	0.083329864	0.083329484	0.083330505	0.083329484	0.083329484	0.08332942	0.08332961	0.083330184	0.083368406	0.08333082	0.08333324
j	0.07938845	0.07940166	0.07939366	0.07997851	0.07941359	0.07940475	0.0799163	0.08001287	0.09254644	0.08386218	0.08183137	0.10485022
i	0.077074006	0.07714919	0.07707512	0.078934036	0.07716231	0.07708723	0.0776814	0.077980086	0.09252307	0.10165463	0.08062362	0.105055355
n	0.07655448	0.07655997	0.07655506	0.076771826	0.07656446	0.07656656	0.07757859	0.07776252	0.1004087	0.08448006	0.081086025	0.119111724
è	0.07260795	0.07265189	0.07261559	0.07862023	0.072909705	0.07265671	0.07430462	0.07484148	0.108885735	0.08664883	0.08060541	0.13265184
k	0.06771551	0.06778286	0.06773204	0.078562275	0.06824828	0.067786485	0.0714009	0.07214275	0.1277132	0.07358248	0.08244885	0.15488437
a	0.07887776	0.078946576	0.0788925	0.08776299	0.07954415	0.07909355	0.07910381	0.08125498	0.08860687	0.08950898	0.084244385	0.09416341
t	0.077419706	0.077422835	0.077422835	0.07803787	0.0774486	0.07743613	0.07831223	0.07846826	0.09853433	0.0814695	0.08133181	0.11669583
è	0.06051321	0.06060205	0.06053999	0.07259444	0.061983693	0.061242264	0.063080475	0.07095858	0.13858588	0.083577365	0.08874062	0.17758147
l	0.05304658	0.05321927	0.053092014	0.07706564	0.054432634	0.053367678	0.073754884	0.07702256	0.14860028	0.082838535	0.1092336	0.16432634
i	0.077694446	0.077832915	0.07772409	0.09556893	0.07888129	0.07797777	0.07796753	0.080650076	0.08862599	0.08712864	0.08406588	0.09588247
n	0.06746275	0.067469075	0.067484885	0.06973788	0.06756994	0.067550614	0.070907675	0.07147494	0.12578936	0.08059758	0.08180281	0.16215247
a	0.0702013	0.07103791	0.070336506	0.12912104	0.074510336	0.07049203	0.071373045	0.07319985	0.09191621	0.07963988	0.075600944	0.12257098
p	0.05721472	0.057279747	0.057247814	0.06030468	0.0573554	0.05737221	0.065031864	0.06633237	0.13830253	0.11671966	0.088047974	0.17879103
u	0.060272332	0.06251891	0.060530398	0.13427298	0.06803507	0.060667522	0.061768956	0.06493775	0.08563896	0.14201283	0.06905587	0.13028847
l	0.044003893	0.04421415	0.04401977	0.053471416	0.044473473	0.044210102	0.05560232	0.05791166	0.12320631	0.24699688	0.08812045	0.1537696
i	0.041979417	0.042646255	0.042064954	0.08374637	0.045466024	0.042309985	0.04835566	0.051590476	0.11131135	0.26607317	0.08462391	0.13983242
z	0.039078876	0.039154258	0.039105035	0.04433744	0.039351348	0.039405663	0.057932556	0.060824014	0.11754732	0.27873763	0.09477277	0.14975311
z	0.02627811	0.026477993	0.0262823	0.048001334	0.027909888	0.026662296	0.040282853	0.045336656	0.09890364	0.36077037	0.16297995	0.11011466
è	0.048441857	0.048449326	0.04847195	0.051700026	0.0486486	0.04893508	0.08169365	0.08527418	0.14340964	0.11013011	0.13061532	0.15423028
s	0.029518386	0.03030935	0.029805698	0.07178499	0.03556246	0.03026436	0.03426639	0.038626987	0.14415644	0.11943114	0.10546437	0.33080944
s	0.028966501	0.02937542	0.029252056	0.09321035	0.048152056	0.04027726	0.033356547	0.09885279	0.14102706	0.13659428	0.12386674	0.1970689
i	0.07210563	0.07226435	0.072146915	0.095802955	0.07345803	0.07228547	0.073388405	0.07477868	0.10174081	0.07574568	0.07960829	0.1366748
o	0.02905167	0.02873032	0.030071082	0.044132743	0.029934425	0.031837374	0.04290932	0.04380941	0.12509015	0.22035256	0.08482499	0.289256
s	0.012942026	0.015256395	0.013210564	0.02887113	0.014496207	0.013283069	0.021891939	0.024310682	0.05245105	0.5700795	0.06579783	0.16740957
p	0.015192126	0.019688983	0.015531221	0.04158105	0.02285128	0.016940972	0.043158848	0.057610948	0.06958837	0.42710504	0.1298172	0.14093393
i	0.014867145	0.018707283	0.016153358	0.06625546	0.049115803	0.044107277	0.05343617	0.07458491	0.05281132	0.33613506	0.081448674	0.19237748
t	0.010331575	0.010738334	0.011264742	0.026329314	0.014580375	0.013752102	0.030101178	0.03269968	0.06837093	0.47723508	0.074253604	0.23034316
i	0.0050760065	0.0062702047	0.0053249286	0.017099552	0.011051264	0.007512666	0.017057838	0.043923177	0.059345562	0.5045466	0.15584014	0.1669521
k	0.0052698823	0.0067870077	0.0063979356	0.016271992	0.0135471355	0.015388968	0.020019474	0.026166417	0.043868	0.3367616	0.09256062	0.41696095
u	0.0066103796	0.008413216	0.00693079	0.0190382	0.012483394	0.008082324	0.020534081	0.031714786	0.040103395	0.52125883	0.1722086	0.15262198
à	0.0016400879	0.0026978941	0.0020771346	0.0052437256	0.004977156	0.00551798	0.0077867475	0.012264538	0.015704796	0.26743942	0.11709322	0.5575573
i	0.0028339552	0.011640764	0.0069458387	0.008056263	0.008076152	0.011154838	0.02126634	0.02657319	0.037819806	0.37075797	0.23292728	0.26194763
m	0.0012380298	0.0044491463	0.002183867	0.0028422903	0.0028400945	0.0039198888	0.005892762	0.009286373	0.022482691	0.17243382	0.4294607	0.34297034
è	0.0037143778	0.0075395457	0.0039628283	0.009667113	0.0070676333	0.0039991974	0.00966224	0.025549129	0.056519628	0.15836398	0.36053208	0.35342216
r	0.0015968836	0.00412343	0.0061754906	0.009639071	0.011944847	0.021685006	0.015616752	0.013496708	0.048443154	0.26992115	0.22208638	0.3752711
i	0.0010863304	0.003299112	0.0052055987	0.014956404	0.014977654	0.017624889	0.03807391	0.04518384	0.039568085	0.175915	0.23476171	0.40934744
n	0.0004999899	0.0010772867	0.0014520294	0.00084372895	0.0020982735	0.004874893	0.005067327	0.0054741176	0.011651018	0.044598784	0.35567576	0.5666868
a	0.0035974474	0.01296861	0.009482879	0.007861545	0.0060721748	0.005017462	0.011177765	0.015284255	0.027953101	0.20009644	0.25285587	0.4476325
s	5.505426e-05	0.00015600468	0.00015837015	7.529496e-05	0.0002131081	0.0005124989	0.00050677214	0.0006533358	0.0021148003	0.011554387	0.6516293	0.33237106
t	0.00056189933	0.0020506794	0.0012165671	0.0029530574	0.002482216	0.003013874	0.0029817114	0.019219195	0.04052125	0.23566309	0.4482831	0.24105337
a	0.00037454045	0.0007715959	0.002866485	0.004888389	0.010817183	0.015021863	0.0076363166	0.010938367	0.020659246	0.19265759	0.48709592	0.24627255
s	1.159407e-05	5.4450888e-05	5.4523476e-05	7.547172e-05	0.00013710457	0.00017524706	0.00023269707	0.0008623976	0.00082656206	0.010309163	0.7281042	0.25915658
ì	8.771477e-05	0.0002954297	0.00034279877	0.000564295	0.0012767646	0.0016748386	0.0010594253	0.0047728615	0.015095118	0.059472118	0.63410616	0.28125247
p	0.0002665762	0.00070486544	0.0012525624	0.00092857325	0.0014009957	0.0015608866	0.0016229716	0.002303728	0.004240404	0.03918526	0.63941145	0.30712166
u	6.304827e-05	0.00017085408	0.00022068954	0.00019271679	0.00020840236	0.00038783153	0.00027188647	0.0004620728	0.0052561606	0.014032097	0.8620375	0.116696835
l	9.3192975e-06	2.0057936e-05	3.3192224e-05	4.3490316e-05	0.00010848762	9.5372096e-05	9.485054e-05	0.0002815258	0.00090109435	0.0047571408	0.7249967	0.26865876
i	9.127753e-05	0.00034205744	0.00025333068	0.0004044456	0.00037905842	0.00066331984	0.0006263525	0.003935343	0.016787443	0.081557274	0.31879494	0.5761652
t	1.00917705e-05	1.0047538e-05	3.6356352e-05	3.0293319e-05	4.61409e-05	4.4277735e-05	5.7016136e-05	0.0003196239	0.0005974103	0.010250576	0.6277772	0.36082092
a	0.00011244234	0.00035123024	0.00072054437	0.00075493177	0.0013368526	0.0022314803	0.0013085103	0.006623314	0.035766255	0.096437484	0.45479587	0.3995612
</S>	7.693432e-06	1.282188e-05	3.8840433e-05	3.904652e-05	5.7391877e-05	4.807666e-05	5.9509144e-05	0.0003726995	0.00071880105	0.009103128	0.7106823	0.27885967
