 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.082529075	0.085238144	0.1875487	0.2287515	0.08648538	0.09479362	0.23465352
n	0.14131187	0.14132383	0.14289854	0.14479472	0.14294206	0.14139459	0.14533436
a	0.14196847	0.14199328	0.14333324	0.14423585	0.1421458	0.14205863	0.14426479
v	0.123341374	0.12344719	0.12736271	0.14606743	0.14355907	0.13326466	0.20295753
o	0.05178586	0.06685665	0.22297062	0.24720247	0.16730462	0.097221546	0.14665829
r	0.08910614	0.088151306	0.12634388	0.11869125	0.17136168	0.099622674	0.306723
à	0.0442625	0.077304125	0.15992734	0.16410281	0.15604335	0.12268201	0.27567792
s	0.09834699	0.09830049	0.11068845	0.14868882	0.1197633	0.106145136	0.3180668
o	0.103755325	0.12072698	0.128824	0.13019525	0.14610307	0.12625879	0.24413657
t	0.01950899	0.021416182	0.076610915	0.24190034	0.10631139	0.061544884	0.4727073
o	0.05761292	0.07095198	0.089751884	0.097593926	0.22768453	0.08224183	0.37416282
t	0.011310288	0.014270014	0.11692197	0.15691386	0.07502605	0.13883652	0.48672128
s	0.021561196	0.022826597	0.118573256	0.22632927	0.24960695	0.07245827	0.2886445
o	0.013210793	0.02098955	0.23136517	0.37774706	0.122613594	0.07290111	0.16117272
m	0.011053423	0.0047477796	0.01736676	0.019241394	0.038962062	0.23732698	0.6713016
ì	0.003552831	0.002880532	0.019813819	0.029990591	0.13399535	0.44411957	0.36564732
k	0.005427017	0.0043162587	0.027026143	0.040655326	0.053958114	0.32871827	0.5398989
a	0.00449893	0.0042871777	0.039408147	0.14179675	0.17268798	0.086818665	0.55050236
i	0.0011497947	0.00018484345	0.0006454378	0.0013097461	0.024446147	0.5166015	0.45566258
m	0.000118720025	0.00030530893	0.001799538	0.003501169	0.002522507	0.78575265	0.2060001
è	0.0013187198	0.008442234	0.016291916	0.020698527	0.042735185	0.3780348	0.5324786
r	0.002663063	0.0010345575	0.0017943784	0.0019781834	0.06471802	0.2838432	0.6439686
i	0.00020336376	0.000116421295	0.00016541407	0.00024364535	0.007910437	0.399717	0.5916437
</S>	0.00022346125	7.118675e-05	8.2125625e-05	0.00014931739	0.008109444	0.5967427	0.39462176
