 	voglio	un	forno	che	vende	rustici	</S>
t	0.14284688	0.142847	0.14285418	0.14288853	0.14286225	0.14284863	0.14285256
è	0.14170635	0.14172494	0.14265093	0.14699277	0.14263919	0.1418908	0.14239508
l	0.14220624	0.14219494	0.14226384	0.14238036	0.1425421	0.14266819	0.14574435
o	0.14088471	0.14091428	0.14231277	0.14894293	0.14327581	0.14184178	0.14182772
è	0.13925408	0.13920955	0.139478	0.139999	0.14172527	0.1451772	0.1551569
n	0.12758549	0.12762073	0.12813157	0.13378794	0.18192351	0.13326868	0.16768213
a	0.12934093	0.12946987	0.13401127	0.1567176	0.15419754	0.13281123	0.16345161
f	0.09447438	0.0941432	0.096948154	0.11006589	0.21454754	0.13307217	0.25674865
ù	0.044730105	0.045707505	0.080931276	0.26860335	0.3940506	0.07153132	0.09444581
r	0.056950785	0.056599103	0.061010435	0.073690005	0.09061882	0.17049086	0.49064004
n	0.016930396	0.052607156	0.06623616	0.073971294	0.1505865	0.119462825	0.5202057
o	0.069594935	0.06959658	0.07277467	0.08788205	0.08232546	0.13386893	0.4839574
k	0.021657737	0.019079933	0.032640778	0.06244481	0.12741922	0.25411043	0.48264712
a	0.0037384385	0.00441722	0.015314239	0.036665995	0.095945746	0.049071636	0.7948468
p	0.0002946311	0.00026073906	0.00055082113	0.0027151569	0.015787806	0.53382075	0.44657
u	0.002255056	0.0029687076	0.0052938634	0.04449883	0.04284117	0.42685986	0.47528258
l	1.601031e-05	2.4281457e-05	0.00014666976	0.0003364628	0.002091344	0.85565674	0.14172855
ì	0.00016626029	0.00023608019	0.0022355055	0.015241552	0.037345413	0.25962865	0.6851465
r	5.274392e-05	9.641381e-05	0.00017898461	0.0027058753	0.02154488	0.8129813	0.16243982
ù	0.00013565217	0.00015029481	0.0005373274	0.0059734597	0.061126813	0.74628025	0.1857962
s	1.5123087e-05	2.8613504e-05	6.5561704e-05	0.0004585344	0.017601354	0.7200662	0.26176456
t	0.00027346288	0.0005380874	0.00084234786	0.0054377248	0.023953663	0.5743451	0.39460963
i	2.432519e-05	4.7593174e-05	0.00016809523	0.0014240883	0.06264407	0.49253327	0.4431586
k	5.0043964e-06	1.5228677e-05	2.9488638e-05	0.00042921657	0.09939025	0.64472044	0.25541037
u	2.2341874e-05	4.8786853e-05	0.00023643709	0.0025458417	0.026359648	0.78892726	0.1818597
</S>	3.5783862e-06	4.253305e-05	0.00029298753	0.004532869	0.22719607	0.54665995	0.22127202
