 	l	ho	sentito	che	veniva	</S>
o	0.16659342	0.16659482	0.16672577	0.16668025	0.1667544	0.16665138
n	0.13232808	0.13275662	0.1364197	0.32017	0.13455352	0.14377211
ì	0.1394216	0.13975121	0.14329316	0.28329748	0.14640315	0.14783345
k	0.16062698	0.16064903	0.16099603	0.18022008	0.16297646	0.17453142
u	0.0649561	0.068331085	0.22938229	0.1957116	0.244011	0.19760793
s	0.123905405	0.12426354	0.1283973	0.3344818	0.13296984	0.15598214
a	0.010720794	0.032227524	0.08224748	0.39439783	0.15049072	0.32991573
k	0.032151677	0.03241784	0.04459625	0.27850714	0.08421261	0.52811444
a	0.0028806485	0.0055416133	0.063592695	0.08440521	0.3479257	0.49565414
è	0.0002897518	0.00039293137	0.0013781763	0.0047918786	0.232989	0.76015824
r	0.00022632687	0.0004026496	0.0029662522	0.0048194206	0.673374	0.31821138
k	0.0005492281	0.0030410837	0.008595581	0.03235346	0.3279789	0.6274817
a	1.316515e-05	8.5507745e-05	0.00052312296	0.0011436545	0.53166795	0.46656665
t	2.6047853e-06	2.9764964e-05	4.5968693e-05	0.000392407	0.8534385	0.14609079
o	6.2437226e-05	0.00017217438	0.0009377439	0.004990262	0.8038789	0.18995848
</S>	2.5824262e-05	0.00027692338	0.00021961656	0.0068901516	0.7575725	0.23501505
