 	se	si	era	vestito	il	mio	fratello	l	avessi	portato	con	me	</S>
a	0.07692259	0.076923996	0.07692253	0.07692253	0.07692253	0.07692253	0.07692253	0.07692253	0.07692253	0.07692253	0.07692259	0.07692259	0.07692799
n	0.07481922	0.10240566	0.074615195	0.07460262	0.0746004	0.07459722	0.074595846	0.07459647	0.07459778	0.07462573	0.07497059	0.075594336	0.075379
ì	0.07676816	0.07811344	0.07676148	0.07676704	0.07675914	0.07676142	0.07675908	0.07675873	0.07675949	0.07676423	0.07680706	0.07690821	0.0773126
c	0.0768883	0.07696753	0.07688977	0.07689757	0.07688912	0.07689194	0.07688842	0.07688977	0.07689153	0.07689886	0.076901674	0.07693378	0.07717174
h	0.07653623	0.07951305	0.076519944	0.07652648	0.076515384	0.076518305	0.07651545	0.07651404	0.0765141	0.07653034	0.07674872	0.07761154	0.07743641
e	0.076921366	0.07692289	0.07692131	0.07692131	0.07692131	0.07692131	0.07692131	0.07692131	0.07692131	0.076921426	0.076922424	0.076927006	0.076935746
n	0.076537944	0.07660852	0.076537415	0.076536246	0.076541156	0.07654057	0.076535486	0.07654699	0.07655435	0.076589465	0.07664745	0.07674423	0.081080206
d	0.07428341	0.11065099	0.07401979	0.0741007	0.07399026	0.07402053	0.07399263	0.07397846	0.073978916	0.07398338	0.07403419	0.07419722	0.074769564
i	0.076890804	0.07719498	0.07688887	0.07688881	0.07688869	0.07688863	0.07688863	0.07688863	0.07688863	0.07688921	0.07689702	0.076921426	0.07698566
s	0.076159164	0.07670544	0.07615539	0.07615336	0.07616196	0.076160915	0.076151736	0.07617236	0.076185726	0.07624963	0.0763511	0.07655104	0.08484218
ò	0.06901366	0.072393544	0.06905917	0.06907492	0.06899413	0.0690185	0.06899787	0.06898886	0.06899165	0.06962088	0.07756774	0.11478823	0.11349082
n	0.07667696	0.07672091	0.076681584	0.076703995	0.07668398	0.07669165	0.076677024	0.0766913	0.076703355	0.0767534	0.07674035	0.07689847	0.079377025
t	0.07112231	0.15431252	0.07024123	0.07036272	0.070169665	0.07021674	0.070169024	0.0701421	0.070142314	0.07014617	0.07020105	0.07047139	0.07230281
a	0.07690034	0.076934144	0.07690058	0.07690187	0.07690029	0.07690075	0.07690023	0.07690023	0.07690034	0.07690205	0.07691707	0.07700156	0.077040575
o	0.074695334	0.074951924	0.074686214	0.07468205	0.07473928	0.074733354	0.07466969	0.07481219	0.074904144	0.07531294	0.07529099	0.076533854	0.09998802
a	0.06999382	0.21126166	0.062317412	0.062018752	0.061942518	0.06185605	0.06179058	0.061849255	0.061920125	0.06232698	0.0637709	0.06854377	0.0904082
t	0.08632723	0.18053935	0.052502003	0.050488256	0.049968354	0.049416173	0.049318396	0.04911465	0.049155097	0.050900973	0.075295605	0.12466405	0.13230993
r	0.065455094	0.19372429	0.056425	0.056875013	0.05560525	0.055842947	0.05552475	0.05536709	0.05546708	0.056055527	0.06292369	0.07970823	0.15102603
e	0.076871626	0.07687814	0.076871626	0.076872624	0.07687362	0.076873735	0.07687075	0.0768765	0.076880485	0.076898664	0.07691234	0.077053	0.07726687
f	0.061870866	0.06617676	0.06181354	0.061772335	0.062059212	0.062024232	0.061726782	0.062403485	0.06283992	0.06482132	0.06559502	0.071915895	0.23498063
f	0.06741853	0.1259374	0.0670948	0.06777691	0.06690322	0.06716133	0.06693534	0.0668423	0.066865966	0.06727154	0.07223969	0.09873709	0.09881584
ò	0.07608058	0.07607333	0.07607815	0.07608088	0.07611176	0.07611002	0.076065846	0.07616097	0.07622589	0.07649715	0.076423064	0.07741157	0.084680766
m	0.056311958	0.05625334	0.06110483	0.058081318	0.056729026	0.057199087	0.056409094	0.056954484	0.057510994	0.07394859	0.07878612	0.1299802	0.20073096
m	0.0669719	0.12961061	0.06648739	0.06679651	0.06636686	0.06649119	0.0663814	0.066329405	0.06633305	0.06670622	0.07139158	0.09432216	0.10581181
u	0.075849384	0.07599698	0.07585089	0.07585454	0.07585118	0.075852565	0.07584817	0.07585402	0.075858414	0.07588411	0.0759673	0.07634462	0.08898779
o	0.05578627	0.07001983	0.05553602	0.0553518	0.056749184	0.05658149	0.055125322	0.05842548	0.06053801	0.07002378	0.06765235	0.101832874	0.23637757
n	0.090065375	0.14060701	0.04417778	0.04167179	0.03973511	0.03906387	0.038505856	0.038259503	0.03851547	0.04043343	0.05277671	0.10173202	0.29445606
ì	0.066174805	0.18795612	0.054782797	0.058679577	0.053201642	0.05474854	0.053310614	0.052627012	0.052722502	0.053402126	0.06059708	0.085976	0.16582122
c	0.056080632	0.068088286	0.06124348	0.07759192	0.057862982	0.064925514	0.058760118	0.05692055	0.058143638	0.061353378	0.059615	0.07408839	0.24532616
h	0.03583846	0.10770075	0.035731822	0.040505707	0.03395997	0.03607906	0.034319412	0.033454724	0.0334961	0.040790305	0.107793234	0.20817643	0.25215405
a	0.07568461	0.07674403	0.07570875	0.075823836	0.07569292	0.07573526	0.07569027	0.07569529	0.075710945	0.07581129	0.07647762	0.08099183	0.0842334
p	0.038916305	0.05946754	0.038443167	0.03843581	0.0412718	0.04104871	0.037460465	0.045175333	0.05002663	0.07043951	0.06516797	0.13306955	0.34107718
à	0.11841458	0.13436241	0.06369631	0.055596426	0.043793656	0.041201398	0.03901501	0.035777252	0.035785742	0.036388967	0.04412488	0.094322085	0.25752127
