 	io	non	ho	cosa	da	mangiare	</S>
e	0.14276423	0.14276423	0.14276443	0.14277108	0.14276618	0.1427738	0.14339605
v	0.13131373	0.13133256	0.13211642	0.1411224	0.19013941	0.14008763	0.13388792
ò	0.14193529	0.1419354	0.14207408	0.14278866	0.14560558	0.1425803	0.14308071
e	0.14206028	0.14206147	0.14226453	0.14237343	0.14302741	0.14258355	0.14562933
n	0.11858903	0.11862486	0.12004497	0.1356271	0.210098	0.13345271	0.16356333
è	0.1331312	0.13314573	0.13420403	0.14020087	0.17031963	0.14160049	0.14739801
c	0.13063665	0.13059708	0.13453785	0.16912398	0.1529878	0.13357033	0.14854626
h	0.05807773	0.05797582	0.088719055	0.12410978	0.16693	0.18279971	0.32138792
o	0.13975467	0.13976267	0.13998486	0.14323345	0.1418797	0.14087443	0.1545102
t	0.028231788	0.027128067	0.063425474	0.24557443	0.17451313	0.1374711	0.323656
i	0.010599699	0.010471023	0.03388701	0.15860747	0.25518486	0.14884183	0.38240814
è	0.0039519137	0.0036133802	0.022467382	0.052093633	0.064937435	0.09686998	0.75606626
n	0.0012349425	0.0016383172	0.009112658	0.04636816	0.12819813	0.24433935	0.5691085
a	0.0022870437	0.0031680057	0.009593186	0.029936781	0.07837984	0.14033851	0.7362966
f	1.6346507e-05	5.4506858e-05	0.00022008643	0.0015926862	0.008974625	0.76321566	0.22592601
à	1.6067861e-05	2.4805542e-05	0.0027276278	0.0060348343	0.043115493	0.3337157	0.61436546
o	0.0001161328	0.00025466105	0.0007478865	0.012596482	0.043735586	0.63118577	0.31136346
</S>	2.5468175e-06	1.9763913e-05	0.00015431813	0.0002979946	0.0020211195	0.8565663	0.14093794
