 	se	la	pasta	voleva	sale	lo	avevo	messo	</S>
s	0.11111053	0.11111053	0.11111053	0.11111045	0.11111045	0.11111062	0.11111071	0.111110955	0.111115195
e	0.11056651	0.110564575	0.110565335	0.110563055	0.110647865	0.1107989	0.110930264	0.11093289	0.114430614
t	0.10987683	0.10987306	0.10982888	0.10982311	0.110352665	0.111040376	0.11343494	0.11163745	0.114132725
i	0.07531416	0.075281814	0.07619716	0.075793505	0.08010767	0.09907392	0.08743176	0.12173476	0.30906525
p	0.09634649	0.09639722	0.09631312	0.09629593	0.09884914	0.1024774	0.10673994	0.106124274	0.20045647
à	0.10585535	0.10609986	0.10593275	0.10592338	0.10619777	0.10732343	0.107446074	0.10846754	0.14675385
s	0.08036911	0.080376774	0.08036892	0.08067055	0.082095236	0.08447013	0.086767554	0.09214707	0.3327346
t	0.034533933	0.034084994	0.04149179	0.038176816	0.06268985	0.11592737	0.086802475	0.14510904	0.44118372
a	0.10626304	0.10627366	0.10631794	0.10629003	0.10674497	0.108231395	0.107708566	0.11188603	0.14028439
ì	0.07549657	0.07510997	0.07463557	0.07438045	0.088677995	0.10773966	0.14642376	0.11620541	0.24133056
t	0.047854062	0.048933186	0.04770456	0.048338898	0.066013254	0.089064665	0.11942461	0.13539398	0.39727283
e	0.0223187	0.02256228	0.02361056	0.023535345	0.030304747	0.05739271	0.044910613	0.1155503	0.6598148
l	0.027589014	0.026665708	0.025487226	0.024885094	0.0988058	0.16206619	0.2506053	0.16795933	0.21593638
e	0.045794252	0.05129042	0.046808332	0.04492088	0.04961072	0.06467487	0.06698132	0.090457074	0.53946215
à	0.016674897	0.016457533	0.015368904	0.015205049	0.061022494	0.10679062	0.18096931	0.19281332	0.3946979
l	0.017091414	0.025030171	0.018586272	0.020092197	0.041033998	0.09181306	0.2195388	0.31015655	0.25665763
a	0.018723648	0.027467813	0.021939332	0.015474064	0.017103573	0.04531199	0.042930134	0.13212128	0.67892814
t	0.005714867	0.0058308514	0.004558804	0.0073217438	0.034039002	0.046551656	0.07352396	0.4966278	0.32583132
o	0.003898472	0.005404606	0.0074667144	0.0066122664	0.03451288	0.101839215	0.25600678	0.41936076	0.16489829
n	0.0010428667	0.0015237556	0.0021101434	0.0034451415	0.0035072141	0.005960484	0.022845771	0.66219586	0.29736876
ì	0.004207592	0.0045298897	0.0048471224	0.0067726383	0.012282154	0.0512125	0.14266855	0.41638777	0.3570917
c	0.0028873032	0.0073906183	0.016565613	0.020351611	0.014348017	0.015306106	0.08308665	0.38896915	0.45109493
h	0.0006492334	0.00079006987	0.0016185074	0.004778813	0.0041571804	0.009286886	0.05940596	0.7782135	0.14109984
a	0.00031161797	0.00032290316	0.00048837357	0.0019056111	0.0037925625	0.010015917	0.052315786	0.75684476	0.17400242
v	2.0120093e-05	7.16901e-05	0.0005548077	0.0013632353	0.0003571065	0.0018525912	0.1379138	0.46811193	0.38975474
à	0.00013882022	0.0001569913	0.0005317264	0.0017636738	0.001776721	0.0034525688	0.045061994	0.74797755	0.19913994
l	0.00014951444	0.0013277327	0.0024892557	0.0015863867	0.0011152627	0.0026245285	0.044341892	0.62404877	0.32231668
o	5.2550917e-05	0.00012187509	0.0007465651	0.0018525808	0.0023445287	0.007014692	0.13570987	0.7352572	0.116900176
n	2.606138e-05	0.00022157445	0.000733801	0.0071150074	0.001094249	0.0043465593	0.15969692	0.5313648	0.29540098
t	0.00036349328	0.00047228092	0.0009388855	0.0059714434	0.0015035396	0.0045073554	0.027412854	0.83204454	0.12678562
a	0.0012431554	0.002353756	0.0038697096	0.0037821361	0.007819858	0.011732596	0.08664879	0.6801638	0.2023862
</S>	1.622771e-05	0.00020058319	0.0006979445	0.00741466	0.0013414343	0.002760112	0.090886414	0.5859254	0.3107572
