 	un	forno	che	fa	buon	pane	</S>
è	0.14282838	0.1428323	0.14284538	0.1429208	0.14283153	0.14284068	0.14290096
n	0.14222969	0.14223328	0.14227344	0.14315526	0.14236073	0.14242092	0.14532667
a	0.14274937	0.14275515	0.14277944	0.14298415	0.14285854	0.14279284	0.14308052
f	0.13974856	0.13977468	0.14017771	0.14838035	0.14130022	0.1416188	0.14899963
ù	0.1265191	0.12801681	0.13498965	0.1920945	0.1407153	0.13417614	0.14348847
r	0.12875631	0.12876831	0.12892991	0.13160983	0.13227147	0.13207018	0.217594
n	0.04287609	0.117657855	0.1757932	0.20926557	0.05237385	0.15792	0.24411348
o	0.13168773	0.13173726	0.13191235	0.13313402	0.13296288	0.13351151	0.20505427
k	0.09302458	0.093350485	0.09643338	0.17187214	0.09581609	0.13087699	0.31862637
a	0.073866196	0.08101456	0.10394907	0.23281696	0.093032934	0.09818743	0.3171329
i	0.024832025	0.025052592	0.027513403	0.08113088	0.04062889	0.05913017	0.7417121
k	0.007185315	0.0077528837	0.023779063	0.1699805	0.08804439	0.13653998	0.56671786
à	0.019435525	0.02117758	0.050319307	0.36577797	0.1675361	0.12673476	0.24901877
n	0.008941988	0.0093032075	0.013199411	0.05744119	0.07489977	0.0711281	0.7650863
n	0.002977942	0.0043806653	0.008198859	0.034250274	0.016842604	0.020235583	0.9131141
i	0.00619133	0.0077690384	0.013094657	0.073962055	0.02135605	0.07881322	0.79881364
t	0.0012058595	0.0014625562	0.0019570307	0.0074218656	0.027129099	0.13921295	0.8216107
s	0.00094337994	0.004281771	0.012319463	0.15202947	0.045047987	0.255373	0.5300049
o	0.00059848925	0.0027361538	0.0093697	0.03050374	0.016585935	0.6613276	0.27887836
m	5.065086e-05	0.00011932828	0.00030171432	0.0020819658	0.14486876	0.19077462	0.66180295
ì	1.8333507e-05	8.289104e-05	0.0005209687	0.010162148	0.04545655	0.66844416	0.27531502
k	1.1734248e-05	4.1745985e-05	0.00015912489	0.0018314151	0.1365503	0.648003	0.2134027
a	1.1847041e-05	6.8248846e-05	0.00038546315	0.0064458568	0.030417547	0.7903231	0.17234792
l	6.697364e-06	1.3226528e-05	0.0001015238	0.008353634	0.38878158	0.47907314	0.12367018
ò	3.4112767e-05	0.00012869532	0.0014101429	0.015924431	0.026576221	0.4336806	0.5222458
</S>	3.03104e-05	0.0001071106	0.00042084756	0.022438321	0.08137039	0.6198023	0.27583075
