 	Marìa	però	sta	ora	sta	seduta	nel	giardino	e	non	può	rispondere	al	telefono	non	può	parlare	al	telefono	</S>
e	0.049999192	0.04999927	0.0499995	0.049999192	0.049999155	0.049999844	0.049999192	0.049999535	0.04999927	0.049999997	0.04999969	0.05000587	0.04999927	0.05000007	0.049999155	0.049999192	0.049999233	0.049999535	0.049999613	0.050004233
M	0.048623636	0.049047414	0.050121438	0.048538614	0.048537206	0.048593115	0.048544053	0.04856995	0.048545647	0.048606798	0.048589524	0.049099308	0.04857944	0.054241065	0.049437452	0.0512492	0.049377445	0.051339284	0.049746152	0.06061327
a	0.041013405	0.044044856	0.051190127	0.040369973	0.040376995	0.04040735	0.040389594	0.040390953	0.04038035	0.04042375	0.04045723	0.040747892	0.040571846	0.0679504	0.046054702	0.057669632	0.05289298	0.09854583	0.050965346	0.085156806
r	0.047240183	0.047256544	0.047294997	0.047237907	0.047237623	0.047252618	0.047246378	0.04724782	0.04724148	0.04726069	0.047269564	0.047395088	0.047313582	0.05995306	0.049391463	0.05349552	0.048864774	0.0515164	0.049921658	0.07236262
ì	0.046267852	0.046267886	0.046268135	0.046293665	0.04626969	0.046704724	0.04632281	0.046524875	0.046339706	0.046804067	0.046634793	0.050398234	0.046450183	0.06344053	0.049272392	0.05442505	0.047979325	0.049099624	0.050280754	0.07795571
a	0.04957615	0.04957638	0.049576566	0.049586248	0.049577057	0.04974851	0.04959412	0.04967724	0.04960354	0.049785037	0.049711023	0.051237084	0.049613535	0.05057752	0.049712047	0.049935486	0.04966057	0.049800914	0.04979309	0.053657833
p	0.049349483	0.049986277	0.05159088	0.049218368	0.049219497	0.049250674	0.04922006	0.04923771	0.049222726	0.049254846	0.049244888	0.049528345	0.0492382	0.050385855	0.049391106	0.049918056	0.050185133	0.0544646	0.049906977	0.05218627
e	0.047793932	0.047863703	0.04804448	0.047909044	0.04778759	0.049951453	0.04800502	0.049056362	0.04812728	0.05040241	0.049475	0.06577371	0.048196137	0.053586654	0.04827806	0.0490798	0.048180256	0.04851141	0.04844361	0.05553414
r	0.04852357	0.048793685	0.049476724	0.04847159	0.048469882	0.04854183	0.048477724	0.048513316	0.04848028	0.048554197	0.048531603	0.049153496	0.048521496	0.053959806	0.049322315	0.0510903	0.04946861	0.05234742	0.050087944	0.06121425
ò	0.046401482	0.046440933	0.04654259	0.04653911	0.04640247	0.048827372	0.046649206	0.047826923	0.046786	0.04933465	0.04830331	0.06608791	0.046912067	0.057109594	0.048106954	0.049824074	0.0476433	0.04984586	0.049360964	0.06505517
s	0.043703992	0.043703258	0.04370709	0.04402725	0.043724637	0.048948657	0.044269796	0.046832092	0.044568937	0.04999507	0.04784012	0.07793137	0.04477882	0.065251596	0.04603889	0.049930036	0.045186736	0.04578099	0.04648661	0.077294104
t	0.029655473	0.02971313	0.0298155	0.03001104	0.029665677	0.03525193	0.03026553	0.033103745	0.030841399	0.036772788	0.034527976	0.06278269	0.035884	0.040381957	0.084933996	0.038145717	0.05598828	0.09228696	0.09368457	0.14628765
è	0.049745064	0.04975216	0.049770385	0.049749352	0.04974396	0.04984186	0.04975387	0.049801078	0.04975949	0.049863502	0.04982129	0.050699037	0.049772818	0.050458517	0.04997856	0.05002331	0.049850874	0.050018195	0.050054155	0.051542476
i	0.04237858	0.042382266	0.04238537	0.04244203	0.042386632	0.04345037	0.042517252	0.043016233	0.04255753	0.043693576	0.043289028	0.05195942	0.042856734	0.07841245	0.049750768	0.061519828	0.04678597	0.050554283	0.050775032	0.09688667
à	0.044446565	0.04556617	0.048318744	0.044227537	0.044241272	0.044435885	0.04425565	0.044377577	0.04426545	0.04448982	0.04444036	0.046382573	0.04452656	0.06419034	0.047826298	0.055132926	0.04770134	0.06146216	0.049670696	0.090042114
r	0.03238609	0.035185523	0.04176	0.033231016	0.031884626	0.050248504	0.034284517	0.043949876	0.035552967	0.052936316	0.04718304	0.08250976	0.036455467	0.11035199	0.041013356	0.052465525	0.03893639	0.045466762	0.043184303	0.11101394
t	0.033719268	0.034038454	0.03489325	0.03596176	0.033798054	0.059594773	0.03756514	0.05157482	0.03957179	0.06280954	0.05568124	0.0912622	0.04086555	0.075765766	0.042029668	0.037131913	0.038359974	0.043053858	0.04454903	0.10777397
e	0.048770137	0.048773523	0.048782308	0.048811942	0.048772033	0.0494881	0.048843306	0.04919061	0.048886888	0.049645532	0.04933486	0.05544219	0.048983734	0.05070762	0.05025531	0.04932741	0.049343143	0.050515093	0.050677683	0.055448662
n	0.041303523	0.041343123	0.041412953	0.04131692	0.041315157	0.041623946	0.04136537	0.041515607	0.041365054	0.04171449	0.041643325	0.04446522	0.041734766	0.076723404	0.04914913	0.061960526	0.046523664	0.05626298	0.052030504	0.11523031
a	0.039583664	0.041802622	0.047198594	0.040249586	0.039188255	0.055147078	0.041065674	0.04926004	0.042105228	0.057785176	0.052122258	0.095232695	0.04261	0.0729248	0.041189022	0.043564066	0.040928833	0.04109846	0.041713864	0.07523004
s	0.039399937	0.04110066	0.045207657	0.039064463	0.03908339	0.039381307	0.03911373	0.039290976	0.039121997	0.03945667	0.039399996	0.042215206	0.039581254	0.07251707	0.046353012	0.059387498	0.046000574	0.071425386	0.052874524	0.13002475
t	0.025859624	0.029882949	0.03854375	0.025538372	0.02502405	0.033248547	0.026167102	0.030159147	0.026527213	0.03488735	0.03236276	0.05869746	0.028968144	0.10130906	0.060141575	0.06865099	0.055472184	0.102778435	0.07722502	0.11855629
è	0.036089838	0.03609232	0.036094353	0.036117766	0.03609551	0.036546275	0.036245078	0.03637742	0.03619371	0.036717903	0.036735725	0.040459275	0.03725969	0.09327151	0.06095814	0.07880959	0.051127598	0.06022888	0.06429813	0.11428125
i	0.024054954	0.024071034	0.024076268	0.02502262	0.024155183	0.03675506	0.026277998	0.032476515	0.026726805	0.039214164	0.036478236	0.06288076	0.032269564	0.11826134	0.06358748	0.07203729	0.060341366	0.08956756	0.067091145	0.11465474
k	0.025490744	0.03040368	0.040223517	0.024559345	0.024616033	0.026668312	0.024841923	0.026026387	0.024916636	0.02721927	0.026718944	0.041324362	0.02729276	0.077199005	0.047750138	0.07471774	0.053101137	0.18621385	0.06330341	0.12741284
a	0.030166881	0.032557312	0.038192596	0.030416822	0.029715572	0.040608004	0.031048872	0.036546905	0.031686265	0.04253693	0.0387836	0.07090222	0.03285796	0.10970773	0.048739742	0.06523253	0.04532595	0.069993794	0.0606086	0.11437176
m	0.024248404	0.026984202	0.0331265	0.023942875	0.023728563	0.02815726	0.024345167	0.026467105	0.024480253	0.029059293	0.027752658	0.048310284	0.026627008	0.08765272	0.050755095	0.06602351	0.048899855	0.10566534	0.07281811	0.2009559
m	0.019632189	0.022084411	0.027443577	0.019239545	0.0191453	0.021272719	0.019490037	0.020448944	0.019508855	0.021788208	0.021239378	0.033765107	0.0210594	0.06314061	0.040689178	0.060226534	0.067310534	0.26884666	0.13569754	0.07797129
è	0.028236318	0.02828863	0.028279696	0.028252264	0.028307652	0.028497474	0.02843534	0.028511131	0.028351527	0.0286586	0.028898537	0.031019907	0.030129753	0.078866884	0.05412981	0.07550899	0.052086834	0.12562016	0.11839222	0.12152824
n	0.009664093	0.009665569	0.009647534	0.014923527	0.010205108	0.026237281	0.019179782	0.025557017	0.019992692	0.02852845	0.03255078	0.032007027	0.036412887	0.09114538	0.07000355	0.03848665	0.052685298	0.13918087	0.11004957	0.2238769
i	0.03992533	0.040416118	0.0416426	0.040188767	0.03986041	0.04568652	0.040459372	0.04335616	0.040805705	0.046824638	0.044447146	0.075282745	0.04107627	0.05339588	0.044807613	0.042451132	0.04108241	0.04758097	0.05184922	0.13886097
s	0.025227126	0.02656625	0.028801793	0.025110528	0.025563277	0.026509505	0.02536436	0.026694167	0.02556374	0.026919752	0.026755113	0.039123785	0.029100955	0.057683952	0.03582462	0.06688806	0.04932927	0.14631939	0.068781614	0.21787275
t	0.022341536	0.024407765	0.029222347	0.023542466	0.022014454	0.039766062	0.02481024	0.034422643	0.026131485	0.04203253	0.037695166	0.060216025	0.028393561	0.118033074	0.052616805	0.056306925	0.04354824	0.07623422	0.07003111	0.1682333
o	0.029092072	0.029102128	0.029105904	0.029262563	0.029122362	0.031831756	0.02976493	0.030798934	0.02964387	0.03265783	0.032299474	0.04904511	0.033183224	0.09556719	0.0730964	0.08206545	0.062491477	0.083979405	0.07790005	0.10998986
c	0.01207806	0.012721907	0.0135225775	0.012064153	0.012408644	0.013031022	0.012442993	0.013247972	0.012443312	0.013457714	0.013780681	0.021753138	0.017056437	0.04274818	0.032761313	0.06697189	0.05603041	0.16210105	0.13025394	0.3291246
ì	0.015643079	0.018816194	0.02521659	0.01707671	0.015130429	0.032172073	0.019085474	0.02837874	0.02030041	0.034244064	0.032903418	0.04400764	0.026899379	0.10355325	0.045119703	0.04917654	0.05349748	0.15648375	0.10597273	0.15632232
p	0.008986588	0.008941983	0.009220449	0.020057902	0.01083171	0.025691425	0.026723053	0.026615946	0.024631822	0.029328307	0.03802156	0.032399844	0.05309646	0.08271595	0.05538688	0.039153956	0.0798351	0.10776512	0.094707265	0.2258887
o	0.020255309	0.03463765	0.04373978	0.021690246	0.01457171	0.03775222	0.025305916	0.035740387	0.028241344	0.038233384	0.037852816	0.04087445	0.031787354	0.115782715	0.04009711	0.039391164	0.047462564	0.07605879	0.06046413	0.21006098
c	0.008077702	0.013307883	0.01820734	0.007758055	0.0068495795	0.015359337	0.009372034	0.014270934	0.009794194	0.016514927	0.017898822	0.022358326	0.019530568	0.06918294	0.023661412	0.040561505	0.05657552	0.24921235	0.11425143	0.2672552
e	0.012684594	0.018902408	0.027085295	0.015485301	0.011372521	0.02885673	0.01830067	0.026950607	0.020190015	0.029892983	0.030087603	0.033080135	0.026234627	0.091813184	0.03858538	0.037016857	0.05954789	0.16126801	0.12930794	0.18333724
e	0.0035633824	0.0056375978	0.007878164	0.0042385096	0.0032337406	0.008681934	0.0065650675	0.008674856	0.0061236178	0.00995849	0.0135758	0.01289279	0.01793546	0.053463653	0.012324199	0.021150256	0.040340155	0.14908184	0.1581092	0.45657125
s	0.004756914	0.005555827	0.005550473	0.0024435734	0.0018578763	0.0050417865	0.0030735305	0.004527441	0.003413562	0.0045527397	0.005976442	0.0057096067	0.0077266074	0.03156936	0.0061976984	0.024604393	0.09463586	0.22417714	0.34652534	0.21210378
ò	0.0038725305	0.0066773384	0.008141775	0.0044885613	0.0029614011	0.007939159	0.011996747	0.010613034	0.009523223	0.015633842	0.019242516	0.018436551	0.01854485	0.022219716	0.013932937	0.0190675	0.07959939	0.4068548	0.2104101	0.10984404
z	0.005264915	0.0045352266	0.0067919022	0.014918802	0.016825283	0.020411083	0.030900031	0.032011684	0.02990561	0.03043044	0.033863977	0.04132446	0.053007033	0.040679064	0.033187967	0.063794896	0.11967368	0.14783569	0.17830135	0.09633695
z	0.0018985665	0.0031920222	0.0041998597	0.0031888473	0.0016925475	0.0040499293	0.0038505453	0.0042185336	0.0043631126	0.005347911	0.0063676275	0.0081299925	0.019410709	0.022906763	0.037385937	0.02380274	0.14028732	0.18965594	0.3739901	0.14206107
i	0.004534611	0.0046377964	0.00506954	0.009121352	0.005051413	0.012769687	0.010406058	0.012557736	0.011223615	0.013155585	0.013327436	0.0141860945	0.015832689	0.041718796	0.06674089	0.017806984	0.040911194	0.054535534	0.14547767	0.5009353
r	0.0006706967	0.001123662	0.0014735085	0.0011380861	0.00081109855	0.001975002	0.0016381962	0.002521922	0.0016902601	0.0019915886	0.002894223	0.0035218794	0.008211802	0.030399619	0.0085970145	0.011541673	0.029572252	0.06947419	0.5407185	0.2800348
i	0.0010404787	0.0012285995	0.001716541	0.0024431439	0.0013784281	0.0027727399	0.002895538	0.0028619335	0.002864279	0.003219884	0.00392184	0.00408385	0.009914978	0.012598237	0.029995745	0.009624639	0.047768828	0.15849902	0.34765407	0.35351726
s	0.00018319617	0.00044396686	0.0003809507	0.00023104638	0.00026201067	0.00072634575	0.00058085716	0.0015867377	0.0005885988	0.0005468904	0.0014480584	0.0018589785	0.0078994725	0.015990058	0.0041921944	0.0067259753	0.032049727	0.044596843	0.6482422	0.23146583
p	0.0005583775	0.0009062921	0.0010264387	0.00077872863	0.00047401676	0.00095312734	0.0018529873	0.0013576107	0.0013834231	0.0018601572	0.0025182033	0.002599406	0.004596732	0.003270825	0.00783862	0.008527315	0.08706465	0.35271102	0.39773986	0.12198226
o	0.0005423784	0.0006607925	0.0010166545	0.0014568003	0.002496628	0.0022153964	0.0027840813	0.0045584203	0.0030783764	0.0026416087	0.0037407037	0.0061099706	0.009589333	0.012531285	0.0050998623	0.011374059	0.029334093	0.05130246	0.65623134	0.19323581
n	3.269356e-05	7.07185e-05	5.038998e-05	2.7448232e-05	8.9555615e-05	0.00011164642	0.000120500954	0.00037373515	0.00017621947	0.00010306294	0.00037015454	0.00040125175	0.00087641564	0.0014015852	0.0008585091	0.0011090756	0.006248059	0.012411686	0.76203084	0.2131364
d	0.0004962515	0.0005125201	0.00053465035	0.00038589415	0.00041478174	0.00044994216	0.0009011274	0.0007346116	0.0007038302	0.00082887505	0.0013214682	0.0015366198	0.0028051569	0.002478657	0.003379318	0.005902984	0.04176964	0.115651056	0.52817035	0.29102227
è	7.998407e-05	0.00012289238	0.00016498541	0.00016307899	0.00018020735	0.00020661151	0.0004343954	0.0004818434	0.00051097455	0.00061179005	0.0008219371	0.001825624	0.004243938	0.0021819267	0.0028997501	0.006069321	0.03375197	0.11501589	0.61995935	0.21027352
t	0.00020399214	0.0005195129	0.0007060851	0.00046871413	0.0011185509	0.0017832805	0.00096056063	0.0028765101	0.0016946262	0.0014254317	0.0017079638	0.0017283728	0.006492379	0.008833691	0.005649174	0.008205309	0.010821522	0.025573954	0.53970206	0.37952834
s	0.00017130224	0.00025263478	0.00030733252	0.00014713968	8.0364654e-05	8.1316226e-05	0.0003028599	0.00052678876	0.0005865211	0.00067288853	0.00080440263	0.00089529407	0.0012819745	0.0021170843	0.001814394	0.003466164	0.009248685	0.11237883	0.7601731	0.104690924
i	8.487558e-06	9.083382e-06	1.3000665e-05	7.1910654e-06	1.3277919e-05	1.0492256e-05	1.7474147e-05	3.4602144e-05	3.7468293e-05	3.9429142e-05	5.8894373e-05	0.00014315231	0.00028441986	0.0004982728	0.00031309426	0.0006521581	0.0017186551	0.052988272	0.72979486	0.21335775
s	1.9711766e-05	1.3067568e-05	2.1720218e-05	1.7273405e-05	3.5367026e-05	7.0034126e-05	2.560964e-05	6.393047e-05	6.221318e-05	4.3305114e-05	5.7306468e-05	4.8032776e-05	0.0001444056	0.00016393804	0.00015081205	0.00038590748	0.0020081396	0.037132815	0.5524713	0.4070651
t	8.909509e-05	0.00011383411	0.00012604591	9.639147e-05	0.00012410097	9.459779e-05	0.00017897556	0.0005262065	0.0006051326	0.00057360705	0.0008099457	0.0014219796	0.0020171758	0.0015500274	0.0012298359	0.005954748	0.021982232	0.110569045	0.73043835	0.12149867
o	1.0261155e-05	1.7737533e-05	2.645197e-05	1.8576866e-05	4.004938e-05	1.9419916e-05	3.4668905e-05	6.32343e-05	8.976211e-05	8.555273e-05	0.000118485186	0.00018476906	0.00022635776	0.00029211023	0.0004984768	0.00040895873	0.0013745053	0.07584453	0.5744775	0.3461686
t	1.9109002e-05	1.0152664e-05	1.799952e-05	1.322215e-05	3.2279044e-05	5.175067e-05	1.9869156e-05	4.394842e-05	5.2666583e-05	3.246511e-05	4.81801e-05	3.955092e-05	9.665965e-05	0.000107948	0.00012921004	0.00044702366	0.0027972413	0.05467982	0.5842461	0.35711482
e	5.3947446e-05	9.971241e-05	0.000102329854	8.1170896e-05	0.00022054651	9.202808e-05	0.00017460331	0.00039580293	0.00048458547	0.00040660184	0.00071311696	0.0013067329	0.0016607684	0.0015267418	0.0017656253	0.0046914048	0.022272216	0.07556943	0.71998394	0.1683987
l	2.5510817e-05	1.5975318e-05	2.3896384e-05	2.0885618e-05	7.184599e-05	8.070693e-05	2.5049812e-05	4.123538e-05	0.00010373061	4.8966733e-05	9.4304145e-05	7.10284e-05	8.93738e-05	9.202862e-05	0.000174201	0.00041144603	0.0033900237	0.051952276	0.67535186	0.26791564
è	0.0001368611	0.00016833642	0.00014706976	0.00011018262	0.00019954979	0.00017015544	0.00031279458	0.0004381707	0.0003382516	0.0002936626	0.00056058064	0.0008223112	0.0012473391	0.0016964108	0.0011735408	0.0027258098	0.016799744	0.04278651	0.596179	0.3336936
f	0.00013936585	0.00020619774	0.0002241653	9.2247865e-05	0.00034597437	0.00034373798	0.00019209656	0.0004930971	0.00038443648	0.000182963	0.0004488741	0.0004405865	0.00066801	0.0012592499	0.0013165048	0.0019707996	0.006116926	0.043826353	0.57024616	0.37110218
o	3.425432e-06	4.821511e-06	4.317707e-06	2.8691336e-06	5.67416e-06	9.201151e-06	3.8771536e-06	2.9657074e-05	2.42666e-05	1.3185962e-05	3.971538e-05	5.6753048e-05	0.00011781844	0.000114273396	0.00010626269	0.0017342484	0.00321802	0.0809167	0.7183056	0.19528933
n	6.2481517e-06	6.0724797e-06	7.89738e-06	7.6981805e-06	2.3373961e-05	2.7972168e-05	7.894338e-06	1.35424625e-05	4.05891e-05	1.8991936e-05	3.3516797e-05	2.6846597e-05	2.8502007e-05	2.3073506e-05	4.92743e-05	0.00019195669	0.0015617365	0.018508948	0.62298834	0.35642752
o	0.0005872267	0.00031666615	0.0005445556	0.00029872326	0.0005152401	0.00091969426	0.00037211613	0.0005868141	0.0005593796	0.00040442063	0.0013108272	0.0009951352	0.0022037388	0.0037487396	0.0030104578	0.0071091983	0.023809114	0.20703326	0.57684135	0.16883339
e	3.96246e-06	8.329712e-06	8.827167e-06	8.498579e-06	3.3501994e-05	2.3612589e-05	1.00595635e-05	1.9084837e-05	3.5309142e-05	2.038705e-05	3.7644644e-05	3.7354075e-05	3.0225541e-05	3.6236834e-05	4.830258e-05	0.0002475375	0.00052540575	0.009159487	0.68926626	0.30044
s	4.52735e-06	9.320835e-06	6.165139e-06	7.1344516e-06	3.1672058e-05	3.297207e-05	1.4043834e-05	5.7073627e-05	5.899928e-05	1.8885323e-05	0.00012301609	0.00015710965	0.00014256717	0.0001036595	0.00012635438	0.00063969195	0.001341714	0.0037325448	0.741325	0.2520675
ò	0.00015665262	0.00013257687	0.00014520768	0.00017480564	0.0003197021	0.00023183961	0.00024741222	0.00035525812	0.00034954495	0.00028980116	0.0004749671	0.00090887933	0.0017821386	0.00065795437	0.0016385842	0.016087048	0.06084531	0.15323707	0.59658	0.1653852
z	6.369457e-05	6.858297e-05	8.69158e-05	2.3925542e-05	5.8867634e-05	9.302304e-05	2.5499789e-05	7.4471034e-05	5.7127898e-05	2.5931355e-05	7.657925e-05	6.747972e-05	9.366988e-05	0.00012657927	0.0003844519	0.00046814396	0.0037386783	0.06493467	0.6108932	0.31863853
z	8.52006e-06	1.5158146e-05	1.2695628e-05	8.163104e-06	7.827146e-06	1.2277619e-05	9.915372e-06	4.884354e-05	3.281784e-05	1.7751287e-05	4.867855e-05	5.5843026e-05	0.000106277905	8.234683e-05	7.9489764e-05	0.0017970616	0.0037585085	0.06145753	0.5495363	0.38290402
i	7.5682624e-06	1.1039663e-05	1.1224126e-05	6.4639526e-06	1.4783836e-05	1.601422e-05	8.222145e-06	3.269391e-05	1.7784527e-05	9.948199e-06	2.3544568e-05	3.4054923e-05	0.000101857986	0.00010618164	6.818774e-05	0.0016397061	0.0082153855	0.12354751	0.63841367	0.22771417
