 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
e	0.07692237	0.07692243	0.07692237	0.07692237	0.07692237	0.07692231	0.07692231	0.07692231	0.07692237	0.07692313	0.07692542	0.07692313	0.076927125
s	0.075832374	0.07586211	0.07588	0.07583746	0.07587525	0.07589552	0.07583573	0.075891115	0.07643862	0.07662108	0.07814202	0.077379964	0.08450875
t	0.07620139	0.07620976	0.076291785	0.07621924	0.07627619	0.076206565	0.076210864	0.076222785	0.076552	0.07682624	0.07793468	0.077246055	0.08160242
è	0.076877624	0.07687774	0.07687809	0.07687774	0.07687809	0.0768788	0.07687822	0.07687951	0.07690825	0.07689863	0.07690596	0.076950096	0.07731123
o	0.07645202	0.07645429	0.076477975	0.0764582	0.07647599	0.076480605	0.07645784	0.076479785	0.07674772	0.07669259	0.07698612	0.07710397	0.08073291
s	0.07602182	0.07604879	0.0760365	0.076023735	0.07604439	0.07616382	0.07602611	0.076131575	0.07639375	0.07720214	0.08043318	0.07742446	0.08004977
t	0.075476915	0.07551851	0.075652294	0.07550445	0.07561941	0.07547813	0.07551038	0.07555787	0.0761219	0.076975375	0.078718655	0.078914866	0.08495122
o	0.07669801	0.07669801	0.07670475	0.07669947	0.07670369	0.07669918	0.07670475	0.07671177	0.07684357	0.07682832	0.07673729	0.07726419	0.07870698
t	0.07540629	0.07541538	0.07542079	0.07541089	0.07542625	0.07550381	0.075419866	0.07549638	0.07625931	0.07629346	0.07774743	0.07778338	0.0884168
e	0.071305834	0.07131856	0.07161758	0.07137163	0.0715664	0.07133331	0.071416296	0.07152671	0.075191446	0.07416947	0.07368301	0.08240285	0.123096906
l	0.07175461	0.07177886	0.07179147	0.071764134	0.07180023	0.07194603	0.07180741	0.07198771	0.075634785	0.07464966	0.077331126	0.08029302	0.11746092
è	0.07409074	0.07413298	0.07440104	0.074149214	0.07434629	0.07410776	0.074108094	0.074147455	0.07524539	0.07731062	0.08491319	0.07787336	0.09117386
f	0.06666483	0.06667124	0.06924556	0.06724272	0.06884174	0.06694312	0.066906914	0.06709155	0.07435405	0.07027765	0.06856572	0.08113922	0.16605571
o	0.07231441	0.072414786	0.07386715	0.07263218	0.07360725	0.07240567	0.07249256	0.07265635	0.07400948	0.07615737	0.07896658	0.08297368	0.10550245
n	0.07128895	0.07132197	0.0714365	0.07132676	0.071440905	0.07164789	0.071347006	0.07162701	0.074626036	0.07437747	0.0787536	0.0793852	0.12142064
o	0.072257854	0.0729462	0.07628482	0.07297136	0.07557477	0.07234049	0.072257034	0.07234761	0.07294219	0.073852874	0.077273004	0.0755539	0.11339787
