 	la	pasta	vuole	sale	</S>
i	0.19936334	0.19952129	0.19957745	0.20194434	0.1995936
p	0.1954019	0.20242333	0.20081006	0.19745049	0.20391417
à	0.19206838	0.19848925	0.19950296	0.20358345	0.20635602
s	0.1750161	0.18182614	0.18221527	0.17942668	0.2815158
t	0.041534506	0.07592209	0.20591931	0.22752395	0.44910017
a	0.078764476	0.08261692	0.13280906	0.40442273	0.3013869
ì	0.10494218	0.1952513	0.13228369	0.13157749	0.43594542
t	0.030427443	0.09837129	0.070230626	0.19400015	0.6069705
e	0.011290645	0.029076729	0.07337267	0.09653305	0.78972685
l	0.022698846	0.07792886	0.07835262	0.2812215	0.53979814
e	0.0026642135	0.019389942	0.06360915	0.24721749	0.66711915
à	0.00033059524	0.0016619529	0.007836706	0.46173233	0.52843845
l	0.00042593782	0.0022618712	0.0040577217	0.9100988	0.08315569
a	0.0003738552	0.0026256007	0.0051683714	0.6419216	0.34991062
</S>	8.9782174e-05	0.00013412903	0.026152687	0.8802558	0.093367584
