 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
e	0.066665895	0.06666701	0.066666	0.066665895	0.06666752	0.06666712	0.066666305	0.0666664	0.06666584	0.06666584	0.06666584	0.066665895	0.066667676	0.06666636	0.06667037
t	0.066119805	0.06625296	0.06615552	0.066156335	0.066782326	0.06664281	0.06631789	0.06733045	0.06617401	0.06617057	0.066172995	0.06615558	0.066496894	0.06635196	0.07071988
t	0.06614613	0.066222325	0.06623026	0.06621157	0.06757096	0.067266874	0.06657547	0.067116365	0.066146836	0.06615098	0.06615138	0.066254064	0.06686194	0.06668115	0.0684137
è	0.066636674	0.066636726	0.066637136	0.066637136	0.0666444	0.06664283	0.066639066	0.066709615	0.066637434	0.06663738	0.06663769	0.06664476	0.066645265	0.066675425	0.06693853
d	0.06641545	0.06641489	0.06643405	0.066433236	0.0667412	0.066672444	0.06651352	0.06704599	0.06643522	0.06643435	0.06643466	0.06642594	0.06643395	0.06647177	0.068693295
e	0.06658223	0.06664724	0.0665964	0.06659306	0.06683559	0.066781	0.066657506	0.06667872	0.066581525	0.066582285	0.06658279	0.06661989	0.066719785	0.066784516	0.06675746
c	0.06648536	0.066486426	0.06648617	0.0664921	0.06652108	0.06651494	0.066495605	0.06665133	0.066522196	0.066518694	0.06652032	0.066496775	0.066544935	0.06657637	0.068687685
i	0.066020995	0.06643289	0.066167235	0.066133216	0.06853987	0.06800369	0.06677956	0.0669641	0.066016465	0.06602427	0.06602261	0.0662139	0.06662878	0.06697273	0.067079715
d	0.06606901	0.06607833	0.066070765	0.066077225	0.06612528	0.06611499	0.06608554	0.06643445	0.06611035	0.06610647	0.06610884	0.06609124	0.06625218	0.06630766	0.073967695
è	0.0656229	0.06603625	0.06582468	0.065778896	0.06904786	0.068323135	0.06666094	0.06710918	0.0656206	0.06563037	0.06563257	0.06590644	0.06800627	0.067073606	0.06772631
t	0.06427336	0.064273655	0.064716846	0.06462261	0.07142988	0.06995339	0.06649519	0.070049204	0.06430053	0.06432168	0.06430097	0.0643206	0.06433709	0.064499274	0.07810572
s	0.04952154	0.049587473	0.050512675	0.050308563	0.06426361	0.06146423	0.054389186	0.05557073	0.049530305	0.04959996	0.050588537	0.079529025	0.07474482	0.14475554	0.11563384
a	0.06662515	0.06662719	0.06663202	0.06663054	0.066741504	0.06671651	0.06665999	0.06668918	0.06662546	0.06662577	0.066625915	0.066639945	0.06664279	0.066723734	0.066794276
m	0.06578396	0.06578341	0.06578913	0.06582679	0.0660099	0.065971084	0.065849245	0.06703877	0.06601584	0.065994136	0.06600381	0.06585054	0.06604068	0.066253394	0.075789355
o	0.06578299	0.069331035	0.0658123	0.06579016	0.06705321	0.06677004	0.06612747	0.06632579	0.065731965	0.06573427	0.06574525	0.06599527	0.06911866	0.06726293	0.0674187
n	0.06477806	0.06483334	0.06478434	0.06481855	0.0650254	0.064981654	0.0648507	0.06672424	0.064991176	0.06497114	0.06498339	0.06488386	0.06567484	0.06563907	0.08806018
a	0.060680363	0.06708521	0.0624866	0.06206104	0.086711764	0.082019106	0.06966056	0.07216304	0.060600046	0.06069958	0.060597274	0.0607753	0.06294388	0.06164158	0.069874704
