 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.1248563	0.12485848	0.12485515	0.124858014	0.12522472	0.1255929	0.12488564	0.12486878
è	0.12377849	0.12378141	0.12378095	0.123821564	0.12623848	0.12866312	0.12456498	0.12537101
o	0.122595325	0.12259318	0.122597195	0.12261834	0.12327231	0.12346752	0.12308191	0.1397742
p	0.11512235	0.11513157	0.11510338	0.115379974	0.13750386	0.15740702	0.11799058	0.12636127
p	0.11391446	0.1140154	0.11387736	0.11410957	0.13672224	0.15973037	0.11639178	0.13123883
ò	0.11135957	0.11136253	0.1113871	0.11144599	0.1181349	0.12465715	0.113433324	0.19821946
r	0.0908931	0.09089838	0.0910008	0.09118872	0.09863035	0.10494798	0.09863208	0.33380857
k	0.042190824	0.04229089	0.05115512	0.09934522	0.091994695	0.07032779	0.20397525	0.39872023
e	0.12309531	0.12309887	0.12310141	0.12316219	0.12375645	0.12446386	0.12533377	0.13398813
t	0.09053765	0.09052709	0.09054602	0.090796225	0.10504074	0.12107358	0.100707576	0.31077114
e	0.045097057	0.045166954	0.05014838	0.082035705	0.114886455	0.12277212	0.21401854	0.3258748
e	0.027947964	0.027941976	0.027950902	0.028436419	0.04871508	0.07384562	0.09624748	0.6689146
t	0.020795075	0.02489027	0.018731313	0.028519122	0.25695145	0.35142115	0.122869834	0.17582186
r	0.022482075	0.02622328	0.021944582	0.025166055	0.27886817	0.3158585	0.10599891	0.20345849
ò	0.03404181	0.034033135	0.03519634	0.040308774	0.052857336	0.054337177	0.2123178	0.5369077
o	0.0092689935	0.009011397	0.015587866	0.027543532	0.12363136	0.18058634	0.17128253	0.46308798
p	0.001644939	0.0015805915	0.0016336495	0.0032997602	0.12210889	0.40912127	0.21116415	0.24944673
ò	0.013245785	0.017730197	0.009032108	0.0114774285	0.11377819	0.15852113	0.085692436	0.5905228
s	0.0010770765	0.0014135865	0.0031596685	0.0080982605	0.118030846	0.5505053	0.141168	0.17654729
s	0.0019211483	0.003489321	0.0145685645	0.035563745	0.1980198	0.30139613	0.23904571	0.20599554
a	0.0003137793	0.00032930364	0.002257922	0.006619904	0.069492586	0.22378969	0.3134399	0.3837569
t	9.9015095e-05	0.00014530768	0.0003195643	0.00072866137	0.00566138	0.036481038	0.66565937	0.2909057
è	0.00012496319	0.00016313684	0.00091522245	0.009233257	0.03401698	0.06424972	0.5905952	0.30070153
l	0.00043537354	0.0008798517	0.0010879685	0.0010229592	0.012307873	0.07003872	0.6284282	0.285799
o	2.3065988e-05	3.7486097e-05	0.00013817569	0.0005331091	0.014141116	0.1298318	0.6318879	0.2234074
</S>	5.9970203e-05	0.00027432386	0.00013018235	0.0002733206	0.0025230553	0.06622626	0.5473076	0.38320535
