 	si	è	rotta	la	coppa	</S>
e	0.16658923	0.16658974	0.16661872	0.16686526	0.16663028	0.16670683
g	0.15763806	0.15802145	0.16125104	0.1849366	0.1745845	0.16356835
l	0.15578389	0.1561486	0.15904428	0.18074845	0.1775635	0.17071126
à	0.14632973	0.14727502	0.15479538	0.21091537	0.18694764	0.15373681
s	0.15889469	0.1590787	0.1608104	0.17346726	0.17329107	0.17445791
t	0.033115845	0.049663488	0.16624789	0.26989228	0.2618056	0.21927494
i	0.13172367	0.13191335	0.14399251	0.235897	0.1549044	0.20156907
e	0.045104887	0.041421056	0.06678119	0.17565528	0.1503895	0.5206481
c	0.00056063547	0.00073900144	0.003845772	0.04598749	0.8615469	0.0873202
ò	0.0010102069	0.0017528342	0.009438366	0.1782617	0.55357313	0.25596377
p	0.00010731587	8.116107e-05	0.0013491592	0.049979355	0.8549736	0.09350933
p	1.9874773e-05	5.1624935e-05	0.0010308488	0.048815172	0.7457645	0.20431794
a	4.177521e-06	7.0395404e-06	0.0016237758	0.12323932	0.52482307	0.35030264
</S>	9.42437e-06	2.2445432e-05	0.0034922906	0.12571117	0.3899758	0.48078892
