 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.11110281	0.11110544	0.11110332	0.11110459	0.11110417	0.11111265	0.11115309	0.11110561	0.11110841
a	0.11098276	0.11100089	0.11099835	0.1109991	0.11104094	0.111107215	0.111553654	0.1110407	0.111276455
n	0.10902808	0.10901743	0.109648965	0.10952489	0.10931827	0.11105401	0.11705308	0.11050221	0.11485302
o	0.10920454	0.10925253	0.109299056	0.11108407	0.11097648	0.110420935	0.11395353	0.11097411	0.114834756
n	0.10773651	0.10774218	0.108765066	0.10856237	0.10934106	0.11069386	0.11819215	0.1095489	0.11941797
ì	0.10599499	0.106198646	0.10612956	0.1075695	0.10856258	0.11021138	0.12671159	0.10904695	0.11957483
s	0.09512811	0.095080145	0.09630865	0.09610372	0.11101493	0.09908148	0.101364136	0.10094939	0.20496938
o	0.062504694	0.06379782	0.06751273	0.15044963	0.13673067	0.08333784	0.07571954	0.12988026	0.23006682
n	0.08524825	0.084791206	0.09559399	0.093614094	0.11261559	0.107230954	0.13681124	0.09810178	0.18599299
t	0.10044831	0.10381478	0.10068779	0.10216498	0.10518664	0.10486597	0.120777175	0.104573786	0.1574806
a	0.10569072	0.105669685	0.106634155	0.108212054	0.11257056	0.108130924	0.11006812	0.108917	0.13410681
t	0.047929615	0.046185475	0.083728574	0.077272855	0.08594694	0.11312683	0.18219306	0.08462981	0.27898684
e	0.0360992	0.037420966	0.040155105	0.05746093	0.123368725	0.09059585	0.1979854	0.13634603	0.2805678
s	0.02188198	0.020716524	0.052196655	0.049704056	0.090469524	0.1379764	0.25171226	0.112329975	0.26301265
m	0.011404386	0.013367343	0.017112698	0.024063759	0.050715644	0.15302946	0.42830807	0.15715286	0.14484572
à	0.044074856	0.040950477	0.096634656	0.0884031	0.10384279	0.14058028	0.23159459	0.10662058	0.14729866
n	0.008895043	0.006186356	0.02579205	0.037375294	0.05787933	0.07298452	0.08097955	0.22790045	0.48200738
t	0.04725788	0.050549567	0.050449204	0.051154908	0.05643154	0.054108273	0.06716941	0.07314616	0.54973304
e	0.041881487	0.041831963	0.048162322	0.053057157	0.07738097	0.057780568	0.0710595	0.06928162	0.53956443
ì	0.00602813	0.004147206	0.0090323575	0.009534468	0.02539317	0.021646168	0.028884314	0.13926862	0.75606555
t	0.003996811	0.006754995	0.014829404	0.011399674	0.027815145	0.09062907	0.23017184	0.21281195	0.4015911
s	0.0044532483	0.0089959055	0.013034515	0.02479744	0.07007812	0.09841747	0.24992305	0.23172309	0.29857722
e	0.0033542705	0.0031138372	0.010338243	0.030508624	0.046135344	0.046773702	0.063027754	0.4248222	0.371926
r	0.00025529962	0.00031932897	0.0003238058	0.00062088354	0.0013775869	0.00251184	0.012657306	0.44785574	0.5340782
e	0.00049042265	0.0009769328	0.003992667	0.008023267	0.015314444	0.07433017	0.15486686	0.34273836	0.39926693
k	3.9390554e-05	9.0512556e-05	8.510095e-05	0.00015273811	0.00039514204	0.0031830901	0.029705334	0.42574102	0.5406077
a	0.00056211866	0.0008022977	0.0009634603	0.0024105124	0.0046450086	0.01939968	0.038283963	0.22139966	0.7115333
n	8.929993e-06	1.5212176e-05	3.2863845e-05	4.200665e-05	0.00013826435	0.0009667548	0.006596815	0.76569253	0.22650664
a	0.00026239353	0.0002817361	0.0010600843	0.0014272819	0.004273931	0.016236337	0.040562008	0.5030605	0.4328357
v	4.7169888e-06	8.100339e-06	1.6401786e-05	4.073159e-05	0.0001714532	0.00036184437	0.0042988467	0.74532753	0.24977033
r	8.081564e-05	0.000109135704	0.00015558736	0.0006641639	0.0020620746	0.002717156	0.009494014	0.22175874	0.7629583
è	0.00074217835	0.00110994	0.004663781	0.0031189222	0.0048551713	0.035930116	0.20012766	0.2187533	0.5306989
t	8.8537774e-05	0.0007492815	0.0007543632	0.003823594	0.0036545827	0.0050483616	0.011685227	0.8038656	0.17033055
s	4.739681e-05	8.962277e-05	0.00025081643	0.00026963055	0.0009018036	0.006827892	0.032664917	0.72534245	0.23360553
i	1.0940299e-05	3.8768718e-05	5.9301914e-05	9.888738e-05	0.0004180269	0.0023547045	0.051954366	0.34118292	0.60388213
</S>	6.530529e-06	2.0431264e-05	2.1310352e-05	0.00014325819	0.00011192607	0.0012221057	0.025499402	0.46219504	0.51078
