 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.1250028	0.12499775	0.12499736	0.124997556	0.12499841	0.12500195	0.12500165	0.12500252
m	0.124121405	0.12399826	0.12414423	0.124319576	0.124483965	0.12493867	0.1243044	0.12968947
a	0.12394695	0.12263974	0.12252554	0.12255125	0.12287978	0.13159762	0.12912607	0.12473308
r	0.12000533	0.11988124	0.11991152	0.11997521	0.12251459	0.1288507	0.12610108	0.14276037
a	0.11760615	0.1176337	0.11767526	0.11780686	0.124170795	0.11906747	0.11896377	0.16707605
n	0.11367574	0.11363231	0.11371618	0.11404981	0.11791603	0.11451576	0.115115985	0.19737819
g	0.11005055	0.10990354	0.110406786	0.1111826	0.12421346	0.11762725	0.1141185	0.20249735
i	0.11047743	0.11115752	0.110841475	0.11431494	0.12846324	0.112473994	0.11422176	0.19804968
à	0.11474115	0.11042835	0.111641005	0.113992415	0.12074375	0.12590452	0.11756347	0.18498532
n	0.10250845	0.09609103	0.094627485	0.10314295	0.13568771	0.10623794	0.10894606	0.25275835
e	0.086215295	0.08836946	0.08786163	0.09639763	0.14898327	0.09159971	0.106016286	0.29455674
è	0.085250676	0.08424912	0.08649882	0.08940931	0.14290325	0.10868038	0.08933062	0.31367776
n	0.08488927	0.07451351	0.07107103	0.090944506	0.16280487	0.093014866	0.10217562	0.32058638
e	0.074057326	0.07675333	0.075665444	0.08965088	0.16113724	0.07938641	0.104409285	0.33894008
s	0.057556026	0.05534277	0.062194552	0.07067192	0.14481124	0.11847189	0.06608302	0.42486864
e	0.033683065	0.02815502	0.030303752	0.03568144	0.25923765	0.08070708	0.1246962	0.40753576
g	0.032367356	0.029669452	0.043256555	0.05715211	0.13271396	0.20097463	0.053445738	0.4504202
i	0.10823355	0.072826795	0.040971022	0.062895685	0.11726575	0.082366325	0.11809346	0.39734742
r	0.025458463	0.013146374	0.014691531	0.028634034	0.10590972	0.3184273	0.116692655	0.37703988
è	0.014026145	0.016905358	0.01682725	0.027688527	0.14651129	0.109017424	0.16667747	0.5023465
t	0.007654732	0.015940862	0.020825064	0.045873027	0.29795036	0.07914282	0.040558606	0.4920546
s	0.015916377	0.016141154	0.038369086	0.07395073	0.24728298	0.06336267	0.13162501	0.41335198
i	0.033094477	0.034047253	0.036235865	0.042874806	0.16637923	0.053844385	0.08352063	0.5500034
d	0.003916732	0.0049803425	0.013437839	0.018892476	0.16497514	0.037469916	0.0630243	0.6933033
ò	0.010354034	0.00781632	0.008116224	0.016151298	0.1541741	0.047299944	0.07296289	0.6831252
p	0.0010255709	0.0031238932	0.014474725	0.020065233	0.15063559	0.047131848	0.08237387	0.6811693
u	0.005760213	0.013403938	0.0050333063	0.008939341	0.07867199	0.059932847	0.22889072	0.5993676
e	0.00015476384	0.0003950151	0.0004768471	0.0016886829	0.015391885	0.016588744	0.63810575	0.32719833
m	9.7899996e-05	0.00030193897	0.00065311	0.0017806988	0.01528263	0.02604964	0.72728276	0.22855131
a	0.00092313334	0.0012078853	0.0006419988	0.0026346121	0.03103258	0.040770497	0.18491572	0.7378735
r	3.1371008e-05	0.00011077412	0.00010935136	0.00043128285	0.0044361143	0.0048545543	0.26647687	0.7235498
è	8.93724e-05	0.00015357336	0.0013071818	0.0042328443	0.03410118	0.09102095	0.3591718	0.5099231
i	0.0024425217	0.0021060703	0.0069990237	0.02319254	0.07791779	0.04531191	0.16927557	0.6727545
</S>	2.7936894e-05	7.600085e-05	0.0001310347	0.00015713627	0.0021173218	0.0056268824	0.7087458	0.2831179
