 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.09090555	0.09090548	0.09090548	0.09090548	0.09090728	0.09090541	0.09090541	0.09090541	0.09090541	0.09090541	0.0909437
n	0.0961052	0.09202186	0.088419214	0.08777277	0.0883352	0.08746787	0.08747949	0.087537974	0.08905513	0.10190819	0.09389713
ì	0.08834035	0.088315286	0.08828369	0.08828086	0.09016192	0.088279374	0.088289954	0.088295475	0.0884324	0.08986298	0.11345774
c	0.09029368	0.09029754	0.09029079	0.09029251	0.092233464	0.090294994	0.090312354	0.09031573	0.09036129	0.09058182	0.094725855
h	0.09068403	0.090531945	0.09039094	0.09036867	0.09229189	0.090351366	0.090351984	0.09041343	0.09058459	0.09310549	0.0909256
e	0.090903014	0.090903014	0.090903014	0.090903014	0.09090919	0.090903014	0.090903156	0.090903364	0.09090399	0.09091099	0.09095428
n	0.089111105	0.08910641	0.08910322	0.08910417	0.08911491	0.08914925	0.08924561	0.089273125	0.0894783	0.09002109	0.10729277
d	0.0906154	0.08948587	0.08837574	0.08820821	0.10971402	0.08805565	0.0880668	0.08808777	0.08820471	0.089417696	0.09176815
ì	0.09088043	0.09087211	0.09086476	0.09086352	0.09090262	0.090863094	0.090863794	0.090864964	0.09087156	0.090934664	0.091218516
s	0.08928793	0.089298494	0.08929154	0.08929611	0.09252753	0.08933154	0.089426935	0.08945123	0.08965374	0.09015652	0.102278404
o	0.0876488	0.08765509	0.08763396	0.08763676	0.09250837	0.08762213	0.087625064	0.08856905	0.089522064	0.11407304	0.089505605
n	0.08699867	0.08699847	0.08699501	0.08699946	0.088232	0.087100275	0.087322176	0.0873867	0.08785872	0.088969074	0.12513946
t	0.10731392	0.095312215	0.08324144	0.08110269	0.14271426	0.07980816	0.07983349	0.07988248	0.08001752	0.08182639	0.08894743
a	0.09080317	0.090803236	0.090800256	0.09080054	0.09138257	0.090799496	0.090801366	0.090804346	0.090811275	0.09089445	0.091299295
i	0.078592114	0.07855231	0.0785329	0.07855291	0.0796563	0.0792162	0.08063451	0.08098161	0.08395211	0.09074971	0.19057932
k	0.124343045	0.1010456	0.068662144	0.06135407	0.10707384	0.05794748	0.058735672	0.05902299	0.06295018	0.08945938	0.2094056
i	0.09942083	0.0885908	0.07802702	0.07612741	0.11535561	0.07505743	0.07508802	0.075366884	0.07990438	0.12412881	0.112932816
a	0.07013841	0.069604374	0.06916738	0.069133356	0.07346871	0.06931805	0.069888845	0.07009461	0.072362036	0.08596534	0.2808589
t	0.11061293	0.10397022	0.06812107	0.048176326	0.094530135	0.033374764	0.033683185	0.034513544	0.056351945	0.21173748	0.20492838
è	0.10212406	0.08398458	0.06226846	0.05785816	0.104791895	0.055808265	0.05624224	0.056541774	0.06386592	0.16759528	0.18891941
r	0.05594077	0.05690266	0.056268353	0.056579806	0.13688754	0.057659965	0.061237082	0.06185535	0.073040396	0.15428346	0.22934459
a	0.057121996	0.05832329	0.05673284	0.05709502	0.14671437	0.055679653	0.055845823	0.06535937	0.07494957	0.20116794	0.1710102
i	0.035904564	0.03564788	0.035471644	0.03556049	0.04511041	0.038666073	0.04520615	0.047042828	0.060291994	0.089341655	0.5317563
n	0.060557403	0.06390935	0.043401957	0.030845419	0.058399163	0.018137915	0.019542474	0.02011545	0.030469388	0.14248227	0.5121392
ì	0.108028196	0.101799786	0.0594569	0.04707111	0.109275244	0.03707479	0.037632354	0.0381249	0.0460283	0.1578774	0.25763097
c	0.033840753	0.048042398	0.04094585	0.04442371	0.09702003	0.036838643	0.044773743	0.04597892	0.07415207	0.19258119	0.34140268
h	0.04070825	0.04152199	0.024493389	0.022499286	0.051756267	0.017474988	0.01787597	0.043144487	0.071598664	0.31682688	0.3520998
a	0.07486224	0.07502852	0.07483318	0.07488869	0.12124273	0.074853845	0.07518031	0.07561426	0.07687155	0.09403766	0.18258701
p	0.01047659	0.009813166	0.009401643	0.009835212	0.023123661	0.020621696	0.033032622	0.039509326	0.05435257	0.09482041	0.6950131
à	0.050370496	0.0715146	0.057766102	0.05378932	0.07730943	0.013873397	0.014485055	0.014872209	0.022632094	0.13916804	0.48421922
r	0.019510275	0.043256555	0.03266696	0.03402065	0.040049594	0.020082414	0.042150646	0.045273688	0.1202903	0.25069082	0.35200807
