 	voglio	che	Maria	venga	domani	</S>
i	0.16665624	0.16666082	0.1666561	0.1666565	0.16666311	0.16670723
t	0.16022182	0.15975517	0.16018209	0.16015483	0.17232992	0.18735616
è	0.12994137	0.13000624	0.130229	0.13253579	0.3256429	0.15164462
l	0.11857908	0.11679547	0.11715173	0.13458265	0.3523597	0.16053134
o	0.13224809	0.14266638	0.13352796	0.13345891	0.20557615	0.25252253
i	0.09029361	0.08437666	0.085187145	0.090975404	0.34174916	0.30741805
M	0.044321068	0.07550447	0.102987	0.057680897	0.23929125	0.48021528
a	0.022853319	0.046481986	0.1352647	0.07795882	0.36696845	0.35047272
r	0.026248509	0.012626382	0.019813305	0.062284376	0.26362243	0.615405
ì	0.027824989	0.051532056	0.017617429	0.061781053	0.22955044	0.61169404
a	0.06313121	0.026601922	0.0142684635	0.030393172	0.4985149	0.3670904
n	0.004005016	0.003191121	0.0036335331	0.0054928064	0.83215964	0.15151785
a	0.054672685	0.06255814	0.101484254	0.08873962	0.44955707	0.24298826
r	0.00039476773	0.0002957552	0.0031615712	0.023888899	0.54324794	0.42901108
t	0.004042373	0.01598937	0.02176624	0.03507186	0.22028404	0.70284617
i	0.009865055	0.0041254233	0.0042286213	0.022052592	0.28423813	0.6754902
à	0.0003008674	0.00038700338	0.0023592324	0.10234889	0.34578398	0.5488201
v	0.0009443077	0.000502901	0.0026164202	0.014627336	0.6332909	0.34801808
v	0.0016577737	0.002605779	0.005870319	0.055474572	0.54944175	0.38494977
r	0.000150411	6.134627e-05	0.0013063761	0.007827762	0.34167987	0.64897424
i	5.6728168e-05	7.931531e-05	0.00011087036	0.024572216	0.20362471	0.7715561
</S>	0.00025365807	0.00020980097	0.004385143	0.10938204	0.23449351	0.6512758
