 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	0.12499266	0.124993235	0.12499276	0.12499314	0.124996096	0.12501125	0.124996096	0.1250248
u	0.12457246	0.12457189	0.12461467	0.12459128	0.12465812	0.12503703	0.124892116	0.12706238
à	0.117281064	0.11725996	0.117261104	0.11730031	0.117487945	0.11905256	0.119057834	0.17529923
i	0.122534625	0.122600175	0.12871405	0.122653596	0.12460298	0.12704155	0.123299666	0.12855339
m	0.115240276	0.11519808	0.115954995	0.11625014	0.12222478	0.15595084	0.12049861	0.13868226
è	0.10382988	0.10345531	0.10372332	0.10714819	0.12343178	0.2116636	0.12213233	0.1246155
r	0.12160281	0.12161663	0.13433172	0.121652916	0.124631934	0.123556145	0.12255085	0.13005699
i	0.06321608	0.06323716	0.072641894	0.077700645	0.06833145	0.101587154	0.23543832	0.31784728
n	0.11598671	0.11582745	0.11681572	0.11590595	0.116281494	0.12171579	0.11875348	0.17871334
g	0.11757507	0.11835537	0.14219119	0.11769794	0.123563014	0.12128593	0.12159167	0.1377398
h	0.123307675	0.12334052	0.12909369	0.12334739	0.1248167	0.12535532	0.12371967	0.12701909
ì	0.11958659	0.11960347	0.12713125	0.11996811	0.12146934	0.12191313	0.12970637	0.14062177
z	0.095029585	0.09443066	0.13529323	0.094713934	0.10554679	0.12070938	0.10686322	0.24741308
i	0.060180686	0.06038047	0.06968884	0.074056715	0.069958344	0.13480586	0.23401947	0.2969096
n	0.053390738	0.05154862	0.057758722	0.052410822	0.055590745	0.12120996	0.091933355	0.51615703
a	0.06501401	0.1041749	0.15222302	0.05889451	0.1156391	0.113811456	0.083842196	0.30640087
v	0.023214573	0.021372683	0.026988328	0.024428712	0.04287317	0.3121477	0.08075233	0.46822256
o	0.012473018	0.013647709	0.03182517	0.030774975	0.114683725	0.230833	0.17858742	0.38717493
r	0.0031068216	0.0025360766	0.0065828487	0.004639216	0.0502465	0.23904897	0.15051126	0.5433283
à	0.0059433165	0.006646546	0.018079333	0.032686926	0.11877614	0.2671346	0.21557252	0.33516058
s	0.0045444206	0.003236566	0.0061014323	0.00544946	0.032286976	0.10670466	0.1201388	0.7215377
o	0.0064005493	0.0076409206	0.038242906	0.03926536	0.17374767	0.23053505	0.088245586	0.41592193
m	0.00236343	0.0010580977	0.0027862077	0.009687558	0.04696598	0.042037886	0.20445697	0.6906438
e	0.0022179813	0.0033354734	0.0070086354	0.0140774185	0.059142716	0.19502775	0.23801123	0.48117882
o	0.00010293583	0.00013890832	0.0002096768	0.00065248326	0.008292788	0.065466985	0.4710275	0.45410877
t	0.00038156594	0.00011393313	0.00019098485	0.0004000762	0.0039958013	0.014355065	0.8186348	0.16192782
s	0.001304149	0.0012809521	0.0016932563	0.01596217	0.046970665	0.1196688	0.64571583	0.1674042
o	0.0007484336	0.00035832066	0.0025761055	0.016285699	0.0767363	0.16209382	0.62300485	0.11819648
m	3.2068176e-05	6.679032e-05	0.0001251336	0.0011195247	0.0054723267	0.08494962	0.4653965	0.442838
ì	1.1720886e-05	8.199784e-06	4.7320384e-05	0.0010744946	0.0072164023	0.05318775	0.3299616	0.6084925
</S>	6.707488e-06	5.594501e-06	1.7498907e-05	9.656872e-05	0.0005200745	0.015263932	0.80308574	0.1810039
