 	avete	cucinato	le	verdure	</S>
è	0.12688008	0.12907238	0.17047133	0.15281859	0.42075756
c	0.19868918	0.19828169	0.19891351	0.19759999	0.20651565
h	0.13412617	0.14083664	0.19419669	0.1567467	0.3740938
e	0.10099295	0.10630892	0.19644597	0.16044293	0.43580917
t	0.07734483	0.07915781	0.18028203	0.08713626	0.5760791
e	0.0329244	0.08174259	0.41031533	0.14547266	0.32954496
m	0.032820746	0.054391988	0.33540693	0.046793263	0.5305871
a	0.021900738	0.07457685	0.28390583	0.39764187	0.22197478
r	0.008291424	0.021503543	0.17673646	0.21263123	0.5808373
à	0.011699526	0.05182105	0.20916547	0.3741583	0.35315567
t	0.001992579	0.0023217571	0.052615818	0.085891575	0.8571783
a	0.009668321	0.023239791	0.06602637	0.5472117	0.3538538
t	0.00021242286	0.0010500172	0.12389255	0.6838962	0.19094877
a	0.004202301	0.007356284	0.05928692	0.7324472	0.19670723
l	0.00015517673	0.002934124	0.14029986	0.6929577	0.16365315
à	0.0005833623	0.0017732995	0.065374106	0.1831722	0.7490971
c	0.0003719725	0.0016347688	0.5084235	0.37184006	0.1177297
h	0.00016327086	0.0012913548	0.16476664	0.28352433	0.55025446
a	9.7374825e-05	0.0022107882	0.383642	0.27467778	0.33937204
n	0.00018300988	0.012644032	0.24999832	0.3962512	0.34092337
a	0.00014043936	0.00059311575	0.17103286	0.72253126	0.105702296
</S>	0.0005013985	0.009479631	0.28646535	0.4066039	0.29694965
