 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.14284024	0.14284122	0.14283903	0.14284231	0.14289288	0.14289463	0.14284971
g	0.1369272	0.1369339	0.13692585	0.13796565	0.14060888	0.13919963	0.17143898
e	0.13952318	0.13958365	0.13943252	0.13956214	0.14250784	0.14041239	0.15897825
n	0.1230232	0.12304863	0.123015404	0.12385477	0.13621105	0.1278192	0.24302779
i	0.119954474	0.12001965	0.11991275	0.12117407	0.14751601	0.12752555	0.24389754
t	0.1116474	0.11166571	0.11165532	0.113755934	0.12396135	0.11882456	0.30848974
ò	0.09139266	0.091529146	0.09162515	0.110091396	0.20019278	0.11824887	0.29691994
r	0.104059085	0.104053766	0.10439624	0.12469397	0.121921554	0.105550304	0.33532506
u	0.11758595	0.11759618	0.11760139	0.13102879	0.12061482	0.1186343	0.2769386
e	0.0737811	0.073768325	0.07388261	0.091449715	0.113134876	0.08561645	0.4883669
n	0.06454377	0.0672692	0.060500633	0.072786644	0.27061516	0.15964842	0.30463615
è	0.093612	0.09399703	0.09325963	0.10531329	0.18033037	0.11615827	0.31732938
n	0.061825573	0.061846137	0.06409546	0.15724374	0.149643	0.074384265	0.43096173
u	0.09235106	0.092901856	0.09160602	0.098681875	0.10996754	0.10292079	0.41157088
s	0.020212319	0.020200199	0.020684619	0.11724097	0.14420643	0.12031702	0.5571384
s	0.023367273	0.025118245	0.021384379	0.13134478	0.3245202	0.11509817	0.35916698
c	0.051176272	0.051027413	0.053846907	0.27786478	0.26376927	0.06796498	0.23435041
e	0.016692132	0.01598313	0.018802868	0.10595423	0.07658298	0.0542691	0.7117155
r	0.0026418122	0.0024859016	0.0034948292	0.027682224	0.01613837	0.14193839	0.80561846
r	0.0006978896	0.0006657785	0.0008904136	0.02664059	0.030321846	0.01254533	0.92823815
è	0.006188714	0.006065819	0.007021026	0.1214783	0.048193928	0.028671362	0.7823809
t	0.00091816386	0.00077917834	0.0026891152	0.008482089	0.0064756647	0.05792375	0.92273206
s	0.004069786	0.004704486	0.005346443	0.03297222	0.10438614	0.100614436	0.74790645
u	0.003374301	0.0033766653	0.0041086003	0.063491255	0.018601643	0.09034984	0.8166978
m	0.00039111223	0.00039962004	0.0016718148	0.0034000145	0.0032442578	0.2142962	0.77659696
e	0.00030399242	0.0003593736	0.00020226598	0.023406275	0.030074479	0.20597845	0.73967516
m	4.390914e-05	5.3018703e-05	0.0010376045	0.00044094826	0.003036227	0.6015335	0.3938548
à	0.00014380211	0.0001706245	0.00010072118	0.008890793	0.017113019	0.28477788	0.6888032
i	0.00022015498	0.00048234113	0.0041800174	0.0038958667	0.008609542	0.4617986	0.52081347
</S>	2.5002873e-05	2.0990996e-05	0.00062914134	0.0002351693	0.0037282857	0.58290875	0.4124527
