 	non	mi	aspetti	che	non	vengo	</S>
m	0.14274465	0.14274465	0.14274465	0.1427465	0.1427465	0.1427722	0.14350092
ì	0.10349101	0.10352243	0.10676639	0.34771457	0.10803217	0.117961705	0.11251169
m	0.13009444	0.13009821	0.13037473	0.16244051	0.1305313	0.1350517	0.18140915
e	0.14184734	0.14194684	0.14186478	0.14282839	0.1419085	0.14304377	0.14656046
m	0.12611274	0.12618425	0.12688793	0.21124697	0.12728031	0.13216251	0.15012524
ì	0.08523695	0.08539915	0.08822585	0.3020951	0.091729864	0.12576203	0.22155099
n	0.0759868	0.07607445	0.07635582	0.11479782	0.07739411	0.13146864	0.4479223
e	0.1330354	0.13306372	0.13309926	0.13981882	0.13321944	0.13797392	0.18978947
k	0.058380883	0.058894906	0.07135946	0.31070396	0.07758636	0.16323495	0.25983948
a	0.036844157	0.039075896	0.037038874	0.058668956	0.041742094	0.08175654	0.7048735
e	0.010775218	0.013884901	0.0134501625	0.059732825	0.020910887	0.32102102	0.56022495
n	0.0015389147	0.006232225	0.0018180031	0.03753477	0.015866436	0.5143477	0.42266205
è	0.0038038278	0.0049246484	0.0048005963	0.03555384	0.00972087	0.13656867	0.80462754
r	0.00081469043	0.0010041512	0.004115208	0.00598709	0.0075326287	0.15478699	0.82575923
k	0.0020301857	0.0015523377	0.0032656041	0.020011296	0.007670984	0.30420643	0.66126317
u	0.00089756714	0.002010202	0.0013628682	0.0051020416	0.0047375956	0.65068156	0.33520818
m	2.1889868e-05	0.0006146482	0.0002811996	0.0005176427	0.0029380876	0.78902006	0.20660652
e	1.3261383e-06	1.5137372e-05	1.5452868e-05	0.00020303631	0.00081063516	0.83588356	0.16307089
</S>	3.5461537e-06	0.00036052504	0.0005690132	0.00033574214	0.024164833	0.8353188	0.1392475
