 	la	casa	la	costruirono	i	muratori	</S>
o	0.14284196	0.14285372	0.14284457	0.14289558	0.14285895	0.14285165	0.14285362
s	0.14131735	0.1415946	0.14137073	0.1430173	0.14189124	0.14218111	0.14862758
p	0.13918106	0.13998103	0.13957068	0.14508893	0.14131936	0.1423239	0.152535
ì	0.111732915	0.11180796	0.111848824	0.11699177	0.11567237	0.13068862	0.30125752
t	0.1305355	0.13057673	0.13053839	0.13151595	0.13117923	0.13323718	0.21241707
i	0.13082366	0.13594864	0.13768598	0.14181815	0.13347314	0.15821452	0.16203582
o	0.124267146	0.1244836	0.124271035	0.12753133	0.12582418	0.12934561	0.24427715
f	0.09767453	0.13437077	0.098364174	0.18779114	0.123394296	0.11259557	0.2458094
a	0.10934974	0.13409735	0.1121787	0.20086749	0.13973993	0.13947812	0.16428871
b	0.060972527	0.07426498	0.07342066	0.25709635	0.13760504	0.10872067	0.28791976
b	0.063508585	0.08381128	0.07704241	0.25151864	0.14490077	0.1554167	0.2238016
r	0.049843565	0.050991245	0.051753	0.13389012	0.11817249	0.33078536	0.26456425
i	0.10539129	0.10568801	0.105161175	0.110248	0.108242795	0.11625266	0.34901613
k	0.067545295	0.07297451	0.067071736	0.08723576	0.0738657	0.086915225	0.54439175
è	0.038919732	0.042739715	0.04029445	0.07395998	0.06639848	0.16363783	0.57404983
t	0.022721428	0.02379131	0.022654213	0.029861648	0.03306119	0.04037515	0.8275351
s	0.03448366	0.05906893	0.055588257	0.10173373	0.083739385	0.15249722	0.51288885
a	0.05019015	0.058107734	0.06077356	0.07052364	0.058513395	0.14675844	0.55513304
n	0.011007989	0.014025003	0.009648597	0.0562498	0.039366476	0.08446501	0.78523713
e	0.014884762	0.025844326	0.014226792	0.045081213	0.03609265	0.10836233	0.75550795
e	0.0013356901	0.0024479353	0.0014822889	0.02033432	0.011882599	0.08244461	0.8800726
f	0.003951871	0.0077427686	0.0066661914	0.031209162	0.031520743	0.27090073	0.6480085
a	0.0134142	0.029161897	0.02837613	0.044566542	0.122054055	0.30702347	0.4554037
b	0.00152664	0.0027159904	0.0017682356	0.006942023	0.029786473	0.32230607	0.6349546
b	0.0018760223	0.006278179	0.007862636	0.027222175	0.065036334	0.22182189	0.66990274
r	0.00256339	0.0067169988	0.012543347	0.12983017	0.25881332	0.34415665	0.2453761
i	0.0012069802	0.0019462727	0.0015435979	0.042204604	0.04158813	0.1105098	0.8010006
k	0.0009917022	0.0012802518	0.00094164954	0.014406653	0.013806774	0.35214767	0.61642534
a	0.0020334315	0.005754227	0.002804592	0.041299224	0.1002279	0.13661417	0.71126646
t	0.0001657667	0.00025656997	0.00026201553	0.0024101175	0.027920224	0.7436553	0.22533
ù	0.004445941	0.019941969	0.019950297	0.09765373	0.17499346	0.36790267	0.31511196
r	0.003325208	0.007584102	0.0053689303	0.024947453	0.038642798	0.18314756	0.73698395
i	0.0005803871	0.0018264205	0.0014345654	0.016925326	0.10120919	0.34318888	0.5348353
</S>	0.00027920416	0.00036536873	0.0005966973	0.0015859199	0.025915908	0.6156841	0.35557276
