 	vestita	la	figlia	l	avevo	portata	alla	chiesa	</S>
n	0.11109142	0.11109142	0.111098625	0.11109134	0.11109142	0.111092106	0.1110915	0.1110915	0.11126064
d	0.108351335	0.10826763	0.11199686	0.108274475	0.10844835	0.10829299	0.10847672	0.10928632	0.12860532
ì	0.11113153	0.111069135	0.11108151	0.1110588	0.11106372	0.11106049	0.11108498	0.111295454	0.11115442
s	0.11080111	0.11080348	0.111120604	0.110817514	0.11091859	0.11082892	0.110906065	0.11097623	0.11282753
o	0.1104856	0.11046377	0.11097033	0.11045981	0.11046107	0.11049234	0.11107401	0.11485021	0.11074283
n	0.11005685	0.11006634	0.110122025	0.11011564	0.11046542	0.11015127	0.110420436	0.11065961	0.1179424
t	0.11752759	0.109864645	0.11744208	0.10851263	0.1085229	0.1085205	0.108706035	0.11008086	0.11082275
a	0.11108432	0.11108331	0.111131705	0.11108348	0.1110872	0.111084245	0.11109441	0.1111468	0.111204565
t	0.10588324	0.105935596	0.10598952	0.106216095	0.10819936	0.10640767	0.10793388	0.10916893	0.14426574
i	0.099205784	0.09829479	0.108048484	0.09813757	0.09823286	0.0987206	0.109138034	0.17411384	0.116108075
k	0.09727559	0.09724435	0.09752193	0.097700134	0.10108597	0.09798335	0.10073159	0.10432558	0.20613144
i	0.10869267	0.1019195	0.1161937	0.10072996	0.101051554	0.10088763	0.10470024	0.14055417	0.12527058
a	0.08920519	0.088887386	0.09040972	0.089183755	0.091833875	0.08941014	0.09182267	0.09787591	0.27137133
t	0.13813901	0.07749257	0.09335936	0.05142699	0.055292573	0.052298103	0.07969879	0.28718513	0.16510752
è	0.10582868	0.08007118	0.09671599	0.07513223	0.07699778	0.07588099	0.08280418	0.17413677	0.23243214
r	0.06398421	0.064229056	0.13909687	0.06578547	0.07962532	0.06866504	0.0833054	0.16071792	0.27459067
a	0.07210239	0.0710455	0.15773922	0.07081459	0.070986874	0.072673164	0.10393555	0.2217967	0.15890594
t	0.047907837	0.048634518	0.054364406	0.052461993	0.07785596	0.05609624	0.074988306	0.09272263	0.49496818
i	0.067148834	0.04758922	0.10530962	0.043510992	0.04413641	0.046673607	0.09752806	0.3387982	0.2093051
n	0.02345015	0.02323484	0.036408752	0.026583616	0.049015086	0.029527007	0.04875075	0.10471084	0.65831894
ì	0.13185224	0.086748	0.1409509	0.040310126	0.04160487	0.04064907	0.049673095	0.15608247	0.31212926
c	0.03569225	0.0364345	0.102051266	0.03925758	0.07234239	0.045412883	0.08789547	0.185306	0.39560765
h	0.041224428	0.023429349	0.053021524	0.01731803	0.01821382	0.023606353	0.089113794	0.37749127	0.35658148
a	0.08113975	0.08105746	0.12339125	0.08134467	0.08376032	0.08193495	0.08576574	0.10886897	0.27273685
p	0.0066239596	0.010089603	0.015487753	0.019511355	0.032699186	0.03880782	0.039518803	0.08122756	0.75603396
à	0.049738638	0.04642487	0.09513557	0.013917425	0.016288146	0.014280779	0.026241496	0.1908406	0.5471325
r	0.015313023	0.015420505	0.028025798	0.017915973	0.09784989	0.031048251	0.17136295	0.25176325	0.3713003
o	0.01863933	0.012676103	0.022744948	0.007882851	0.011108166	0.025891632	0.082336634	0.15050656	0.6682138
n	0.0007099875	0.0015249602	0.0023318876	0.002342514	0.006215471	0.008897555	0.025177557	0.042761125	0.91003895
t	0.011232018	0.013235308	0.028520813	0.0031846392	0.0050734356	0.0033474283	0.018543266	0.35433435	0.5625288
a	0.0215554	0.020372525	0.050994348	0.02686961	0.06742647	0.032058354	0.08584681	0.26050448	0.43437198
s	5.849794e-05	0.00024062552	0.0005547198	8.3098814e-05	0.00052825257	0.0007828688	0.0044193785	0.090982385	0.9023501
t	0.0005214838	0.0007073378	0.0011915216	0.00028249426	0.0033837848	0.002211447	0.14703745	0.6912961	0.15336843
i	0.00079384656	0.0038949938	0.0055365437	0.009603854	0.013934435	0.011761048	0.07287899	0.36733127	0.514265
n	0.00010114303	0.00017786148	0.00033059335	0.000107502754	0.0008195407	0.001248264	0.013448102	0.29450145	0.6892655
a	6.612484e-05	0.00032754408	0.00019283117	0.00016734732	0.00097536016	0.00073472335	0.026718428	0.68252516	0.28829244
g	4.4235818e-05	0.00017677915	0.00030822336	8.452797e-05	0.0004495845	0.0007489835	0.008647295	0.19254419	0.7969962
l	0.00035810363	0.0005227379	0.000574768	0.00022834136	0.0025092138	0.00057242264	0.027734973	0.88013804	0.087361485
i	0.00016126623	0.00041093762	0.00031585887	0.00059195934	0.0025906155	0.0017187245	0.032678843	0.43366876	0.527863
s	5.270855e-05	8.00131e-05	7.46834e-05	4.4973047e-05	0.00037131703	0.0010559188	0.026554612	0.5784339	0.3933319
ì	2.5351377e-05	0.0002871144	0.00015387149	8.5671054e-05	0.0019078462	0.0020755571	0.015790045	0.03823605	0.94143856
a	0.00049791526	0.00058349577	0.0006476341	0.0003191514	0.0011057173	0.0010458935	0.005718838	0.4215549	0.56852645
</S>	4.5247678e-05	0.00010102435	0.00013808957	3.673264e-05	0.00030916237	0.0005076276	0.008624926	0.63374025	0.3564969
