 	ho	messo	uno	specchio	sul	muro	</S>
è	0.1427884	0.14279516	0.14285432	0.14297633	0.14280431	0.14281292	0.1429686
v	0.14181244	0.14183365	0.14191028	0.14287792	0.143652	0.14204688	0.14586678
a	0.13862045	0.1389841	0.14231606	0.14875162	0.14013402	0.1402091	0.15098464
l	0.14118828	0.14124666	0.14161277	0.14276506	0.14496373	0.14455156	0.14367197
a	0.13162641	0.13196608	0.13648055	0.14562769	0.1359047	0.13808534	0.18030924
è	0.13223755	0.13244434	0.13431384	0.14229555	0.14330779	0.16736339	0.14803758
n	0.08202896	0.08905029	0.13480704	0.30229372	0.099350296	0.091582075	0.20088767
a	0.0914513	0.09296746	0.10902616	0.20697898	0.095970966	0.10456257	0.29904258
n	0.09556088	0.098072	0.11175045	0.1435293	0.22615017	0.12826768	0.19666953
j	0.03536906	0.050310396	0.10745503	0.2503434	0.050117314	0.061086755	0.44531807
a	0.08150554	0.08296624	0.096804775	0.12758547	0.1216819	0.10896922	0.38048685
l	0.027708096	0.034477077	0.052845843	0.11193954	0.1889127	0.2148425	0.36927423
ì	0.0045783226	0.0049019842	0.009026164	0.0704731	0.030054543	0.09026012	0.79070574
s	0.015165195	0.018977469	0.026735907	0.082537316	0.090809695	0.14308523	0.6226892
t	0.00727623	0.015869774	0.044607118	0.24515966	0.04483603	0.09075139	0.55149984
o	0.012574391	0.013254867	0.023312619	0.078818105	0.05414423	0.18858126	0.62931454
t	0.0010479135	0.0017417835	0.0043029585	0.05039482	0.0030472355	0.50769585	0.43176946
ì	0.00047075734	0.0016554317	0.009179537	0.11776216	0.0886846	0.39008272	0.39216483
c	0.0008262979	0.002146975	0.008800893	0.08144967	0.004379367	0.59398806	0.3084087
h	0.00011945969	0.00041655725	0.0016691244	0.006828213	0.00664264	0.7005977	0.28372625
o	3.579634e-05	0.00013352824	0.0012433388	0.0065614213	0.0027361596	0.84155566	0.14773418
</S>	4.94789e-06	4.907466e-06	0.0001224927	0.0035300464	0.0009912224	0.85192335	0.143423
