 	è	che	è	entrato	da	qui	</S>
è	0.14284047	0.14284047	0.1428407	0.14284113	0.14287122	0.14285454	0.14291145
n	0.1419438	0.1419451	0.14196232	0.14201832	0.14537787	0.14274178	0.14401077
a	0.1423682	0.14236951	0.14238048	0.14240873	0.14413533	0.14285663	0.1434812
m	0.13670956	0.13671924	0.13683467	0.1371773	0.16058637	0.14826836	0.14370455
b	0.08205195	0.082226925	0.084286384	0.08902926	0.39615867	0.11679715	0.14944968
ì	0.118331276	0.11833642	0.11841995	0.11868661	0.13028492	0.13435806	0.26158273
k	0.13028982	0.13029419	0.13029549	0.13118133	0.13554531	0.14279687	0.19959697
e	0.056538597	0.05670444	0.057794604	0.060674928	0.16925035	0.16040471	0.4386324
a	0.061312024	0.061329525	0.061532557	0.06903812	0.080908075	0.24219127	0.4236884
p	0.0012874183	0.0015068342	0.003349445	0.0059402417	0.022296667	0.8969387	0.06868079
ò	0.0021545694	0.0024941273	0.0053510186	0.017032633	0.04880173	0.5839271	0.34023884
t	5.2284908e-05	6.266469e-05	0.00020359938	0.0020245237	0.008183538	0.91179115	0.07768233
t	7.6393204e-05	0.0001163697	0.0004940154	0.0037755182	0.020330712	0.9019753	0.07323165
u	3.4989087e-05	4.2175805e-05	9.5923926e-05	0.0074806293	0.48500425	0.22556438	0.28177765
</S>	2.4432059e-06	3.7999982e-06	2.5035302e-05	0.007962469	0.17731309	0.5695388	0.24515441
