 	Valeria	legge	il	giornale	</S>
e	0.19998783	0.19999088	0.20001972	0.19999377	0.20000783
V	0.19421689	0.2037627	0.2032201	0.19929068	0.19950959
a	0.18622652	0.18894064	0.22462314	0.18941477	0.21079493
l	0.17834622	0.1929361	0.22121735	0.18883462	0.21866578
è	0.17294224	0.17624602	0.2645336	0.18847628	0.19780193
r	0.18381466	0.19822025	0.19085954	0.18830036	0.2388052
i	0.10813368	0.12361726	0.252832	0.1428979	0.37251917
a	0.11417447	0.24974744	0.1827176	0.15735362	0.2960069
m	0.054401573	0.13310982	0.45886964	0.09848028	0.25513867
e	0.06726489	0.09800382	0.5153857	0.15181944	0.16752625
l	0.026785403	0.12481107	0.48686326	0.13380134	0.22773889
e	0.017893968	0.052118637	0.2809342	0.23086831	0.41818488
t	0.016969273	0.05807605	0.1474326	0.14782411	0.629698
à	0.0050477907	0.034228973	0.439012	0.2804358	0.24127547
o	0.028888768	0.05852505	0.06574749	0.29110584	0.55573285
g	0.0007328198	0.0013684616	0.013142702	0.63095564	0.3538004
i	0.0069376193	0.017173316	0.121185526	0.2778463	0.57685727
o	3.7945552e-05	0.00034826042	0.0019191068	0.9355509	0.062143672
r	0.00011341562	0.00040920373	0.0036223356	0.83761936	0.15823565
n	0.00048786387	0.013771204	0.11470953	0.5420454	0.32898605
à	7.202221e-05	0.00067894463	0.36912915	0.21881327	0.41130665
l	1.7865917e-05	0.00048710854	0.10832888	0.762908	0.12825823
e	8.2920225e-05	0.0025479433	0.06097333	0.7720816	0.16431412
</S>	4.4945955e-06	0.0017057892	0.23859133	0.48850694	0.2711915
