 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
i	0.0909068	0.09090652	0.09090652	0.09090645	0.09090652	0.09090645	0.090906665	0.090910405	0.090909846	0.09090867	0.09092518
m	0.089233965	0.08921347	0.08921006	0.08921797	0.089325026	0.08926937	0.0895772	0.09057967	0.09087295	0.09140307	0.102097176
à	0.08780375	0.08767262	0.08770961	0.0876573	0.08772072	0.08768914	0.08811076	0.102466054	0.10017295	0.09429416	0.08870296
n	0.09031776	0.090322174	0.09031859	0.09031859	0.0904247	0.090371385	0.09063785	0.09044843	0.090622984	0.09053321	0.095684305
a	0.09083411	0.09083709	0.0908328	0.09083245	0.09094846	0.09087972	0.091177106	0.09086634	0.0908653	0.09085983	0.09106678
m	0.09002688	0.090024196	0.090025365	0.090029	0.09002729	0.090028316	0.09004721	0.09058398	0.09061951	0.09087041	0.09771788
u	0.09005101	0.08995618	0.08995639	0.08993827	0.09001824	0.089972794	0.09025453	0.0939384	0.093326844	0.0919761	0.09061117
c	0.08876296	0.08875869	0.08876181	0.08876289	0.08876736	0.08876736	0.08880658	0.08990079	0.08990552	0.08991437	0.108891726
e	0.089783415	0.08979122	0.08978465	0.08977711	0.09016006	0.08994158	0.0909609	0.09205749	0.091870435	0.091368414	0.09450474
o	0.08422751	0.0842221	0.0842248	0.08423174	0.0842329	0.084236436	0.08428979	0.08542495	0.08563167	0.08628814	0.15298992
c	0.07673704	0.074377045	0.07428881	0.07396159	0.074797586	0.07434125	0.07760328	0.13869472	0.12991771	0.106032506	0.09924853
i	0.08426134	0.08414917	0.08418681	0.08411894	0.08468954	0.08440199	0.086186066	0.10427616	0.1021699	0.09468642	0.10687375
ù	0.081900135	0.08187376	0.081897385	0.08188508	0.08199823	0.08195433	0.08233788	0.09013071	0.08985896	0.08814379	0.1580198
r	0.07068552	0.07152846	0.07013855	0.07003887	0.09972174	0.083770506	0.13319334	0.080884025	0.081778295	0.07756377	0.1606969
i	0.08734977	0.08755113	0.08736517	0.0873581	0.09231896	0.08941405	0.101573564	0.08816196	0.088290796	0.09201891	0.09859761
m	0.07241801	0.072396405	0.072402485	0.072447516	0.07254398	0.07255439	0.07324381	0.07755365	0.07860576	0.08187037	0.2539637
u	0.079382956	0.078458175	0.07850404	0.07829141	0.079112515	0.078652725	0.0817174	0.13034496	0.122634456	0.10511279	0.087788574
e	0.06698712	0.06694156	0.066958256	0.067010075	0.06721484	0.06725716	0.06797119	0.07828553	0.08235271	0.08435879	0.28466278
p	0.061346814	0.056585222	0.056026902	0.055547185	0.061076276	0.058019277	0.07269402	0.13983239	0.13732861	0.11302963	0.18851365
ì	0.07802544	0.07846683	0.07748478	0.07740017	0.09961927	0.08719215	0.12970844	0.085349284	0.08495157	0.08225595	0.119546086
t	0.056960385	0.05956663	0.05734878	0.057318468	0.0982413	0.07874739	0.12885714	0.060624667	0.068953514	0.066873156	0.26650858
t	0.039586935	0.04223338	0.03998094	0.039913043	0.076132536	0.06057671	0.112270825	0.05309339	0.05756189	0.13761903	0.34103134
a	0.08886609	0.08887979	0.08886623	0.08886867	0.08925536	0.08904913	0.090062395	0.08932894	0.089741394	0.09304117	0.10404086
n	0.034041323	0.033786718	0.033877786	0.034513984	0.034870744	0.03481901	0.03925592	0.08465729	0.098290965	0.120658174	0.45122817
e	0.07262785	0.0696929	0.06731383	0.066952385	0.10296754	0.08423018	0.13744761	0.071082875	0.07225236	0.07161187	0.18382058
m	0.018265577	0.01791258	0.017954566	0.018353498	0.018949384	0.0187801	0.021669323	0.06346728	0.085815266	0.10521553	0.6136169
à	0.046084575	0.039432064	0.038963005	0.037942603	0.044854254	0.04104508	0.061680917	0.18798299	0.1862171	0.16628127	0.14951609
i	0.017458534	0.026905721	0.019227406	0.01926676	0.048559878	0.07258185	0.06364175	0.06732126	0.12940289	0.14057261	0.3950613
s	0.0072817793	0.006713473	0.0064167283	0.0069475006	0.012159399	0.011336147	0.025105564	0.054240756	0.091776155	0.13671395	0.6413086
i	0.016742328	0.01585422	0.014555378	0.014286206	0.02974407	0.025639249	0.044080388	0.07127087	0.12751018	0.30688107	0.333436
n	0.0013412322	0.0013628519	0.0012298236	0.0015652662	0.0030340801	0.006210279	0.008861268	0.030931631	0.038454052	0.09631568	0.8106938
G	0.024591664	0.019050928	0.012820123	0.011288852	0.028899342	0.028473735	0.036540084	0.085324734	0.1689148	0.24865979	0.33543596
r	0.009321644	0.009961136	0.009245892	0.01016845	0.020358123	0.033517577	0.03883859	0.105411805	0.15009503	0.26447588	0.3486058
è	0.008815844	0.007344	0.007927366	0.0113242855	0.0113720335	0.010112398	0.0195772	0.045757208	0.08574138	0.09313121	0.698897
c	0.0013317196	0.001008375	0.0020045172	0.0036119304	0.0035840236	0.0062142517	0.00918022	0.012874546	0.033910386	0.0339834	0.8922966
i	0.0027107003	0.0025575128	0.0016317528	0.0015106115	0.0038424428	0.005662665	0.010313139	0.011097199	0.01992945	0.3243921	0.6163524
a	0.00022589907	0.00014117338	0.00029452133	0.00042343923	0.0007800471	0.001103409	0.0030507836	0.003130622	0.014311785	0.17485824	0.80168
</S>	7.062795e-05	6.865194e-05	4.7336758e-05	4.351764e-05	7.4980286e-05	0.00013804814	0.00040468082	0.0026723903	0.008866105	0.48570588	0.5019078
