 	può	che	sono	ancora	svegli	</S>
i	0.16665474	0.16665575	0.16665868	0.16669504	0.1666771	0.16665868
s	0.15865171	0.15844995	0.15883242	0.1887434	0.1627703	0.17255229
ò	0.1349982	0.13482004	0.13550942	0.14928797	0.20467943	0.24070495
z	0.13155216	0.13138887	0.13143076	0.15303363	0.13213034	0.3204642
i	0.16101116	0.16091366	0.16218153	0.17211331	0.17076324	0.17301714
k	0.14146867	0.14083944	0.14109229	0.22055924	0.14204969	0.2139907
a	0.13013211	0.12991804	0.13203132	0.16259208	0.27636057	0.16896588
ì	0.12729867	0.12659281	0.1280066	0.20974012	0.13249697	0.27586484
n	0.05977892	0.059328012	0.06616721	0.17477764	0.19930878	0.44063944
e	0.10479383	0.1048795	0.10614656	0.11644238	0.13857605	0.42916173
a	0.06941832	0.06293859	0.0638895	0.34367853	0.072772585	0.38730246
n	0.017687615	0.02063975	0.039548013	0.48702997	0.250654	0.1844407
k	0.032853574	0.03522429	0.04690629	0.36684537	0.2670495	0.251121
ò	0.08435973	0.0830006	0.08509587	0.23827465	0.20403768	0.30523145
r	0.03152441	0.024660097	0.06527417	0.16335839	0.29503122	0.4201517
a	0.03956541	0.04184728	0.05608198	0.049073365	0.09045681	0.7229752
a	0.008563275	0.004259206	0.0062805084	0.024827564	0.035855405	0.92021406
t	0.0033551513	0.001979159	0.01010642	0.16982946	0.63863456	0.1760952
s	0.0070126075	0.0066034156	0.049802873	0.48291403	0.38395748	0.06970959
ù	0.05209194	0.016181726	0.025248876	0.24683914	0.38928634	0.27035207
n	0.0064954665	0.002737954	0.013670798	0.008019982	0.59038913	0.37868667
n	0.00067881483	0.00043657504	0.0064125513	0.084177285	0.7704042	0.13789049
i	0.0004542865	0.00049488794	0.0048733414	0.010153305	0.52505475	0.45896935
t	7.633592e-05	0.0001424248	0.0022217922	0.0019629877	0.8642795	0.131317
i	6.346601e-05	0.00011977401	0.036571026	0.004935129	0.4577781	0.5005325
</S>	5.0177994e-05	9.180005e-05	0.0050983713	0.004117553	0.8281684	0.16247372
