 	le	ragazze	vogliono	guardate	</S>
t	0.19951785	0.19953582	0.19983776	0.2004438	0.20066476
a	0.1994764	0.19959423	0.19989748	0.20049147	0.20054044
k	0.18537731	0.19004798	0.1912913	0.1955868	0.23769656
o	0.17548305	0.18278742	0.1965083	0.21520047	0.23002069
r	0.18025133	0.18914102	0.19926354	0.19020927	0.24113485
à	0.10950631	0.11727929	0.13187425	0.3067167	0.3346234
s	0.15081069	0.15685827	0.1569702	0.15597196	0.3793889
i	0.065774485	0.07270504	0.2215095	0.30347735	0.33653367
a	0.051960558	0.1275773	0.13789724	0.09935435	0.5832106
t	0.050725233	0.2112539	0.21682288	0.28007796	0.24112004
è	0.009336987	0.033200525	0.07124184	0.39233917	0.4938815
l	0.044991236	0.05312911	0.11753324	0.24940495	0.53494143
o	0.0066808076	0.02916985	0.07908834	0.34275803	0.54230297
n	0.0040149605	0.0029897408	0.009399096	0.32750517	0.65609103
e	0.0027685754	0.020605026	0.09190517	0.27572167	0.60899955
k	0.001061101	0.000361475	0.0067173364	0.58147204	0.41038808
a	0.0029842553	0.00865212	0.061581086	0.3509144	0.5758681
n	0.002214097	0.00030989296	0.017693348	0.80498457	0.17479816
o	0.00076212065	0.0018649854	0.056750186	0.44675604	0.49386668
n	0.0019557618	0.00014771019	0.015827674	0.6739527	0.3081162
i	0.00076846575	0.0023626243	0.09547811	0.2723623	0.6290285
m	0.0014590445	0.00017892354	0.013741859	0.66949075	0.31512943
m	0.0007041543	0.0012836114	0.004836883	0.084159926	0.9090154
è	0.0009034921	0.00040421562	0.004562682	0.10894153	0.8851881
n	0.0018116608	0.009532245	0.09292403	0.21477415	0.6809579
a	0.0070067514	0.015112436	0.29348445	0.49555978	0.1888365
</S>	0.004247102	0.004771904	0.28946447	0.52965695	0.1718596
