 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.12499819	0.124997236	0.12499666	0.12500297	0.12499809	0.12500258	0.12500305	0.12500125
a	0.12386714	0.12390475	0.12400471	0.13046685	0.12451665	0.124042	0.12403206	0.12516585
k	0.12181066	0.121815585	0.12183008	0.12501052	0.122104414	0.12357098	0.13459428	0.12926348
à	0.12206614	0.12203914	0.12223146	0.13827547	0.12300568	0.12417584	0.123013385	0.12519284
j	0.106123544	0.10612468	0.1061352	0.20872757	0.10989045	0.10653622	0.10641421	0.15004817
o	0.092737645	0.09348746	0.09630557	0.2765506	0.11053474	0.10043332	0.09797371	0.13197692
t	0.10248877	0.102493696	0.10251044	0.22672197	0.10869197	0.10656252	0.105767936	0.14476265
r	0.048298553	0.050873373	0.057764094	0.4348581	0.09829251	0.058223363	0.057688702	0.19400133
a	0.12339421	0.12343725	0.12355031	0.13167173	0.12415298	0.12358981	0.124375105	0.12582862
v	0.0962914	0.09646883	0.09645934	0.19754757	0.103844196	0.1227256	0.121297844	0.16536523
ù	0.091703825	0.0914352	0.09255445	0.25495124	0.10263267	0.104313985	0.107777126	0.1546315
d	0.049812283	0.049847987	0.050046057	0.1511203	0.10141983	0.06000606	0.0561937	0.48155373
i	0.035083015	0.04340296	0.06261266	0.27494082	0.11277007	0.06370405	0.06265654	0.3448299
a	0.044972714	0.045659572	0.045414194	0.13517468	0.088010326	0.12290623	0.08979541	0.42806685
i	0.03894461	0.0345392	0.020235388	0.046058144	0.049067147	0.12852427	0.07046758	0.6121636
g	0.025438955	0.027730899	0.025035124	0.031280424	0.08543008	0.17003985	0.09928801	0.53575665
r	0.05847873	0.060183704	0.042283893	0.06295103	0.0737569	0.10631443	0.041363202	0.55466807
à	0.052437037	0.052171197	0.052414566	0.17954725	0.08859696	0.06007682	0.06306948	0.4516866
f	0.005523581	0.005781764	0.0058720238	0.018171566	0.032496653	0.053299613	0.096403755	0.78245103
u	0.0043741637	0.015969226	0.0129198665	0.023672171	0.03819289	0.046734825	0.17782988	0.680307
t	0.0003825565	0.0006889686	0.0006334072	0.0018359114	0.009110033	0.01224832	0.56183606	0.41326478
t	0.0044979686	0.015935848	0.014899968	0.023776574	0.057759233	0.14052656	0.40462172	0.33798215
e	0.00042754435	0.0008781145	0.001252304	0.010040488	0.01532816	0.014628546	0.2271193	0.7303256
a	0.00013438024	8.0927624e-05	8.6124666e-05	0.00024138221	0.00040251415	0.0025097325	0.30900794	0.68753695
t	4.7422374e-05	0.00014084527	0.0003729792	0.00016368389	0.0013600447	0.0022841187	0.69983613	0.29579479
s	0.002328558	0.006610911	0.019294778	0.017844604	0.08720629	0.23528415	0.25759652	0.3738342
è	0.00026856622	0.000947111	0.003086749	0.003936089	0.004998505	0.007956732	0.7615769	0.21722935
n	0.00024048194	8.3389066e-05	4.864635e-05	0.00023702324	0.00034570167	0.0035762847	0.6908788	0.3045897
ì	2.7006128e-05	6.103746e-05	0.00011329598	0.00036817143	0.00084877916	0.0049759466	0.5189726	0.47463322
t	4.4062348e-05	3.8025148e-05	8.485816e-05	8.88132e-05	0.00021863898	0.0019142677	0.80909705	0.18851423
t	0.004074464	0.014504803	0.009710375	0.019537058	0.032475606	0.077221766	0.3645901	0.47788587
a	3.4763612e-05	0.000121454206	0.00024214388	0.0003150807	0.0011379868	0.00808412	0.5702611	0.4198034
</S>	0.00017695512	4.5866283e-05	3.922594e-05	0.00010716542	0.00053666707	0.021150807	0.47742772	0.5005156
