 	sta	e	dorme	nel	letto	</S>
s	0.16661657	0.1666176	0.1666214	0.16676156	0.16666159	0.16672124
t	0.16644011	0.16644798	0.16688693	0.16670585	0.16657186	0.16694729
e	0.1665766	0.16658448	0.16697511	0.16661474	0.16660939	0.16663964
c	0.14851552	0.14925386	0.18513851	0.15577409	0.17675747	0.18456058
e	0.16171636	0.16191475	0.1714031	0.17287426	0.16440983	0.1676817
p	0.13705122	0.13814805	0.19024165	0.15050156	0.1762527	0.20780481
l	0.14894204	0.14921556	0.1606936	0.20626226	0.15597646	0.17891006
ò	0.1618563	0.16212238	0.17532097	0.16899873	0.16435073	0.16735089
n	0.07880922	0.08127306	0.180555	0.08735493	0.086439446	0.48556828
n	0.108621806	0.10851942	0.1112094	0.123560324	0.12401262	0.4240764
i	0.12318117	0.123467006	0.13798985	0.12483094	0.13074706	0.35978398
s	0.06562382	0.09143323	0.21348682	0.14153582	0.13083743	0.35708287
t	0.057899673	0.05826974	0.0855004	0.116517715	0.095133886	0.58667856
o	0.092174105	0.0977806	0.2798169	0.112159394	0.11320003	0.304869
g	0.0055904235	0.006285524	0.0070564006	0.018678365	0.32578573	0.6366036
r	0.021977508	0.026897818	0.05420028	0.0951758	0.17447609	0.6272725
à	0.014825657	0.01652898	0.062718734	0.052526273	0.096317254	0.7570831
t	0.0012390283	0.0012958142	0.002305232	0.0067479894	0.43596557	0.5524464
t	0.0037961998	0.0034182356	0.013649787	0.028067587	0.28915793	0.6619103
i	0.0003201917	0.00042849773	0.0007610313	0.0019344019	0.16623574	0.8303201
</S>	2.1024596e-05	1.7895098e-05	4.0869574e-05	0.002923683	0.70360655	0.29339007
