 	se	vieni	alle	sette	se	no	non	vieni	più	che	non	mi	ha	</S>
a	0.07142749	0.07142754	0.07142749	0.07142749	0.07142749	0.071430646	0.07142749	0.07142885	0.07142749	0.07142754	0.07142749	0.07142754	0.07142869	0.07143681
n	0.07090717	0.07093898	0.070898294	0.07104759	0.070899054	0.07143588	0.07089554	0.07112775	0.07107594	0.071542405	0.07104011	0.073768646	0.07176528	0.07265733
è	0.07114943	0.07115095	0.07115345	0.071228676	0.07115079	0.07302164	0.07115627	0.07195254	0.07121199	0.07142245	0.07116968	0.07129196	0.07129266	0.071647525
r	0.07095099	0.07095197	0.070962146	0.0713979	0.070959985	0.07382184	0.07095982	0.07218249	0.07105967	0.07242079	0.07096047	0.07105489	0.07107767	0.071239345
t	0.070540756	0.07054635	0.0705512	0.07054259	0.07054065	0.076620705	0.0705589	0.07318359	0.070547	0.07055351	0.07055163	0.07064002	0.07080642	0.07381669
i	0.07141761	0.07141766	0.07141766	0.0714188	0.07141766	0.07143738	0.07141766	0.07142605	0.071417876	0.07142153	0.07141771	0.07141902	0.07143286	0.07152049
s	0.07003726	0.07002903	0.070071675	0.0724778	0.070086166	0.07009943	0.070038915	0.07005056	0.07055577	0.0780104	0.07005954	0.07068546	0.07147122	0.07632676
e	0.06919585	0.069210425	0.069221094	0.06921782	0.06919558	0.08323351	0.06924047	0.07549177	0.06922262	0.06928983	0.06922875	0.06951646	0.07002989	0.07870591
s	0.068964735	0.06895275	0.06901658	0.0726574	0.0690386	0.06910194	0.06896757	0.069003575	0.06976505	0.080992565	0.069010526	0.07050292	0.07244633	0.081579484
e	0.06596959	0.06600981	0.06601491	0.066052034	0.06596491	0.09129509	0.0660609	0.077954896	0.06620647	0.066411205	0.06616688	0.06862542	0.06975889	0.09750901
t	0.06818446	0.068166666	0.06827639	0.07474733	0.0683151	0.06893222	0.06819404	0.06847227	0.069724716	0.08939657	0.068307914	0.07050372	0.07166395	0.07711465
t	0.061118685	0.06119241	0.061191425	0.061596684	0.061110295	0.09851626	0.06131452	0.08027583	0.062900625	0.06337263	0.062004205	0.07040323	0.073527	0.12147616
à	0.07062629	0.07062209	0.070648655	0.07209497	0.07065572	0.07164108	0.070637554	0.07105879	0.07108476	0.0754596	0.07068672	0.07090601	0.07100865	0.07286915
a	0.059036072	0.059089065	0.059387986	0.070234	0.05926424	0.11896308	0.059399314	0.09453816	0.062370267	0.09433829	0.059456486	0.061083425	0.06325325	0.07958646
n	0.054441936	0.054375224	0.055027056	0.09180933	0.055235475	0.07202536	0.054521788	0.062242795	0.06330605	0.1524806	0.054945968	0.06448268	0.06906786	0.096037865
d	0.059975952	0.06014604	0.0602995	0.061035298	0.059991736	0.13461545	0.060498986	0.109340765	0.060595673	0.063565716	0.06021841	0.061555505	0.06474851	0.08341244
e	0.07096372	0.070965886	0.07097152	0.07117681	0.07096778	0.073874295	0.07097227	0.07221378	0.071021944	0.07166717	0.070972055	0.07105159	0.07121163	0.071969576
m	0.052442476	0.05227845	0.05316621	0.09822573	0.05345927	0.058913294	0.0525085	0.054965198	0.063449785	0.1643752	0.052978132	0.06329526	0.07151289	0.10842957
i	0.064471014	0.06507772	0.06436274	0.06660875	0.06435504	0.07600414	0.06433294	0.06953152	0.065972514	0.07306788	0.065405995	0.08693605	0.077739365	0.096134335
n	0.046002876	0.045866024	0.04671808	0.08885707	0.046963736	0.06749701	0.046241485	0.05605184	0.059409	0.15001796	0.047430295	0.058958914	0.075751886	0.16423374
d	0.0545642	0.05497906	0.055300795	0.058289178	0.054618426	0.14176099	0.05572887	0.12378205	0.05644079	0.06700971	0.05515909	0.05888505	0.067697614	0.09578412
è	0.06388984	0.06381472	0.06420693	0.0856448	0.06433859	0.0652167	0.06391373	0.06433893	0.068729326	0.12864381	0.06408717	0.06791337	0.0671985	0.06806359
l	0.026735231	0.026467582	0.029757166	0.10514741	0.03004366	0.08172392	0.027983695	0.06852107	0.060996696	0.13604096	0.030552655	0.058184452	0.13714832	0.18069723
a	0.060883913	0.06128835	0.06094646	0.06112523	0.060813997	0.10956773	0.061020162	0.08747705	0.060990047	0.061950974	0.060970977	0.06316552	0.06992399	0.1198756
