 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
p	0.090806924	0.0908027	0.0908018	0.09080173	0.09080166	0.09080339	0.09080215	0.090810664	0.0910191	0.091719255	0.090830624
ù	0.09053662	0.09053627	0.09053579	0.09053565	0.09053579	0.090537235	0.09053613	0.09054325	0.09063579	0.090594105	0.09447337
r	0.090091206	0.09009087	0.09009087	0.09009039	0.090091415	0.09009808	0.090091005	0.09011623	0.09044002	0.09015831	0.09864163
u	0.09069868	0.09070221	0.09069827	0.090699926	0.09069827	0.09069979	0.0908033	0.09093565	0.09079292	0.090776145	0.09249482
k	0.08915961	0.08915818	0.08915859	0.08915804	0.089159265	0.0891673	0.0891594	0.08939637	0.08955447	0.0897642	0.1071646
a	0.09027045	0.09025984	0.0902542	0.09025627	0.09025427	0.09027652	0.0903952	0.0906636	0.09298025	0.091197364	0.093192026
s	0.08655676	0.08655201	0.08655214	0.08655167	0.086552866	0.086593755	0.08655432	0.08674729	0.08774742	0.08914052	0.13045122
e	0.08296302	0.08294859	0.08293859	0.082952	0.08293986	0.08300481	0.08376317	0.085068166	0.09111281	0.08548006	0.15682882
t	0.07424448	0.07423065	0.07423461	0.074230485	0.07423943	0.074318826	0.074240394	0.07463201	0.07850345	0.08034046	0.24678522
o	0.071815066	0.071721874	0.07171136	0.071711965	0.07171628	0.07199665	0.07228175	0.0756245	0.111065514	0.08159173	0.22876334
r	0.06570315	0.06566166	0.06567639	0.06566046	0.06569454	0.06594657	0.06572782	0.06705334	0.081056215	0.07969899	0.31212088
ò	0.076358326	0.076338515	0.0763115	0.076311216	0.0763147	0.0764727	0.0764649	0.07732292	0.0955734	0.082325906	0.21020587
m	0.066074155	0.06616405	0.06607199	0.066063926	0.06607537	0.06626144	0.0661084	0.068801254	0.06965992	0.06680922	0.33191028
ì	0.08203214	0.08199172	0.08196951	0.08197033	0.08197139	0.08212137	0.082120426	0.08299696	0.09708718	0.08943026	0.15630873
a	0.06225539	0.062293638	0.062244844	0.062226325	0.06226204	0.062500186	0.062282138	0.06734392	0.073307164	0.06356954	0.35971484
f	0.048465174	0.048100527	0.04800458	0.047960833	0.048037916	0.049181383	0.04806641	0.055671547	0.114356086	0.0927273	0.3994283
o	0.07500509	0.07471005	0.07452935	0.07452134	0.07452424	0.07504664	0.0746451	0.076720245	0.1305167	0.09262394	0.17715725
r	0.023870343	0.023780804	0.023774382	0.023761595	0.023797758	0.027846394	0.023857566	0.02578315	0.06429434	0.05907012	0.68016356
à	0.0605015	0.06106135	0.060333066	0.060329247	0.060325295	0.061079945	0.062064484	0.06716129	0.14454898	0.08613382	0.27646098
e	0.02996144	0.030319316	0.029943002	0.029908776	0.029959684	0.03112283	0.030136801	0.048469607	0.045572914	0.034498014	0.6601076
n	0.017896308	0.017387541	0.017233813	0.017171234	0.017288884	0.02330197	0.017350353	0.033790518	0.14364076	0.10026219	0.59467643
s	0.05681615	0.057164863	0.05566403	0.05559867	0.05563049	0.056893274	0.05691216	0.06384167	0.19520685	0.0960557	0.2502161
e	0.06050743	0.0605235	0.060449246	0.060465023	0.06050161	0.061250757	0.06577778	0.08050775	0.11604169	0.0638805	0.31009477
s	0.005027131	0.0046877144	0.0048838556	0.0046634288	0.005131878	0.008081909	0.0051468736	0.036422815	0.05375696	0.12349271	0.7487047
c	0.009292587	0.008989968	0.00879279	0.008725728	0.008846182	0.0103698345	0.012355236	0.03759938	0.6991616	0.055052835	0.14081386
e	0.025389105	0.023817124	0.024741095	0.023832304	0.025720036	0.036637962	0.028746607	0.106909245	0.3187929	0.047533587	0.33787996
r	0.0013167635	0.0008097805	0.0011574845	0.0008334154	0.0014843208	0.0044564586	0.0011889433	0.014116346	0.016750647	0.10437451	0.8535114
r	0.0032192643	0.0033519492	0.0031269505	0.0029841412	0.0032645888	0.005112055	0.0040265433	0.02251699	0.24183768	0.022644076	0.68791574
è	0.005925033	0.004873613	0.0055225375	0.004781088	0.006334275	0.013142902	0.006002106	0.07314622	0.059586667	0.027056508	0.79362905
o	0.0020990032	0.0007335088	0.0007830494	0.00071687554	0.0010877274	0.008653811	0.0021902537	0.007984294	0.006225701	0.028673854	0.940852
m	0.00090412557	0.00039018647	0.0006021184	0.00037954655	0.00080287	0.0041800165	0.0009842413	0.006474966	0.0102183	0.32183006	0.6532335
à	0.0026741524	0.0022582044	0.002078418	0.002051357	0.0020931985	0.0035005785	0.0024166883	0.012623286	0.16038804	0.31831902	0.4915971
i	0.0011999242	0.0005589758	0.0010808054	0.00024061985	0.0007370101	0.012341096	0.0049179154	0.013152843	0.00881576	0.20940945	0.74754554
</S>	0.00013593747	4.9360788e-05	4.5611538e-05	2.5682562e-05	5.0770115e-05	0.0006298554	0.00027701666	0.0011972382	0.0032382405	0.45319027	0.54116
