 	i	bambini	non	si	vestono	da	soli	</S>
t	0.12498403	0.124985464	0.12498394	0.12498394	0.12499367	0.12505834	0.12499185	0.12501875
a	0.12492125	0.12492392	0.12492049	0.12492439	0.125165	0.12504435	0.12498598	0.12511459
p	0.10808247	0.10810738	0.10806622	0.10815267	0.10858127	0.10956663	0.11267672	0.23676664
e	0.12342225	0.123464815	0.12341669	0.12343129	0.12481453	0.13248883	0.12447161	0.12448995
t	0.11817485	0.11823291	0.118151136	0.118290216	0.119401485	0.13124007	0.11998977	0.15651956
ì	0.10109942	0.101214945	0.10107235	0.10160885	0.11095765	0.19565307	0.12448161	0.16391212
a	0.105784886	0.105922334	0.10581152	0.10776009	0.11251742	0.10756336	0.10741534	0.24722505
e	0.10161401	0.103706345	0.1008134	0.10466888	0.11522786	0.17041856	0.1115351	0.19201577
n	0.05976285	0.06749406	0.058811087	0.05992466	0.09421008	0.37016964	0.09352544	0.19610217
i	0.07477714	0.07531528	0.07469434	0.07566043	0.119834244	0.28418162	0.12730719	0.16822977
n	0.03192863	0.033331484	0.031360805	0.0387731	0.061749153	0.10333238	0.048993383	0.6505311
d	0.03654185	0.039518874	0.03600486	0.038205553	0.101553164	0.3568342	0.18562324	0.20571825
ì	0.072202414	0.074213	0.07076922	0.079618745	0.09864165	0.120911025	0.14403723	0.3396067
n	0.028861964	0.033681303	0.026304454	0.0564652	0.1201906	0.06487463	0.055368546	0.6142533
n	0.07433385	0.075308375	0.09165612	0.07588605	0.1445094	0.116966404	0.10587653	0.31546327
o	0.07338805	0.07387747	0.08786576	0.0752162	0.13814844	0.09665021	0.10760816	0.34724578
t	0.0035136996	0.0052078366	0.0035453178	0.009154427	0.021325286	0.02840116	0.058887634	0.86996466
t	0.002423668	0.003917558	0.0024378248	0.003013812	0.053491388	0.16460507	0.101498544	0.6686122
e	0.0072132256	0.010533607	0.0048070564	0.026421463	0.13694309	0.03993876	0.10929556	0.66484725
m	6.150663e-05	9.167897e-05	7.337354e-05	0.00025081413	0.0015751871	0.006711677	0.080754176	0.9104816
a	0.00024260569	0.000608547	0.00012860347	0.0007056459	0.027081126	0.03161019	0.056544922	0.8830784
n	3.81606e-06	8.188855e-06	2.6044285e-05	1.7934424e-05	0.0005343798	0.011484722	0.68377495	0.3041499
e	5.8635265e-05	0.00015293903	5.156814e-05	0.00017465168	0.008152759	0.01967297	0.109718114	0.86201835
c	3.0969934e-06	4.244205e-06	2.636643e-05	9.368303e-06	0.0002868131	0.011268499	0.78886217	0.19953945
h	8.436607e-05	0.00020282478	2.365896e-05	0.00031601815	0.0056417678	0.0089219175	0.047231205	0.9375783
à	0.00027437817	0.00059579604	0.0003132175	0.001279866	0.026122633	0.3839848	0.104809634	0.4826197
t	0.00014480347	0.00034837253	0.0018471541	0.0010671479	0.0051772837	0.033489484	0.76368326	0.19424248
u	6.740201e-05	0.00016073903	0.00019506906	0.00038154624	0.0055400413	0.071688935	0.35250837	0.5694579
</S>	9.2062155e-06	3.9186405e-05	0.00016741047	5.5020053e-05	0.0007289981	0.029102791	0.58352286	0.38637453
