 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a	0.062499646	0.062499456	0.062499408	0.062499408	0.062499456	0.062499885	0.062499408	0.062499408	0.062499408	0.062499408	0.062499408	0.062499408	0.062499646	0.062499456	0.062499456	0.062507704
n	0.06577403	0.06156998	0.061257876	0.06124886	0.061293926	0.061771594	0.06126947	0.06124685	0.061262973	0.061259795	0.06130192	0.061624773	0.061905064	0.066570535	0.06206405	0.0685783
ì	0.060584564	0.06053545	0.060531937	0.060530044	0.060627703	0.061595324	0.060578648	0.060537897	0.0605798	0.060545146	0.060747996	0.062023368	0.062214497	0.06175253	0.06139124	0.08522381
c	0.062243838	0.06224099	0.06224213	0.06224047	0.06228683	0.06275031	0.062262222	0.06224028	0.062252816	0.062252343	0.062265974	0.062387086	0.06256927	0.06243861	0.0623446	0.06498223
h	0.062532105	0.062404662	0.062395237	0.062394522	0.06242452	0.0627238	0.062409423	0.062395096	0.062400427	0.062395286	0.062401664	0.06240471	0.06258432	0.06282002	0.06254327	0.062770955
a	0.062498298	0.0624982	0.062498156	0.062498156	0.062498394	0.06250049	0.06249825	0.062498156	0.0624982	0.06249825	0.06249825	0.06249887	0.06250016	0.06250083	0.06250045	0.06251694
t	0.062271032	0.062268466	0.062273454	0.06227065	0.062269133	0.062267516	0.062266424	0.062265188	0.06227222	0.06229864	0.062265616	0.062303107	0.062311284	0.06261189	0.062434584	0.06535081
o	0.061299443	0.061247084	0.06124157	0.06123858	0.061433673	0.06334835	0.061335277	0.061244328	0.061285693	0.061249703	0.061319787	0.06155608	0.063512795	0.062219325	0.06440183	0.072066456
r	0.062201366	0.0621757	0.062180962	0.062177073	0.06217603	0.06218253	0.06217181	0.06216996	0.06218087	0.062215365	0.062180538	0.062297825	0.062292404	0.06285924	0.062427144	0.0661112
ì	0.061401248	0.061366733	0.061358634	0.061350867	0.061896186	0.06710668	0.061621677	0.061364815	0.061460067	0.06136692	0.061472632	0.061444502	0.064625345	0.06208859	0.063450895	0.06662424
s	0.061981227	0.061987374	0.061988607	0.06198511	0.062143877	0.063708454	0.06206219	0.061987188	0.062019307	0.062002417	0.062033027	0.062138755	0.06283723	0.0621859	0.062102545	0.066836774
o	0.05609248	0.056028448	0.056019086	0.05601268	0.056460217	0.060754493	0.05623499	0.056024387	0.056139052	0.05606111	0.056151006	0.056330446	0.07085513	0.06151531	0.08609865	0.10322253
n	0.062041234	0.06204445	0.062057424	0.062050227	0.062060878	0.062198676	0.062046915	0.062037732	0.06206022	0.06212104	0.06206154	0.062287953	0.062308297	0.06290449	0.06237931	0.06733962
t	0.06488752	0.061318327	0.06103977	0.061020304	0.06201539	0.07120864	0.06151466	0.06104447	0.061213393	0.06104424	0.061224695	0.061061982	0.065515146	0.061245345	0.06132001	0.06332606
a	0.06246629	0.062464386	0.062464148	0.062463954	0.062475394	0.062589414	0.06246958	0.062464196	0.06246634	0.062464528	0.062466912	0.062469248	0.06254846	0.062483307	0.0625455	0.06269829
o	0.06167531	0.06167098	0.06169696	0.061682653	0.061681572	0.06173873	0.06166449	0.061655506	0.06169465	0.061826307	0.061674885	0.06197171	0.06196642	0.06336737	0.06233033	0.07170215
c	0.091234736	0.060190465	0.057434887	0.05735235	0.057733808	0.061469745	0.05750982	0.057319146	0.057436332	0.057502232	0.05750596	0.058431964	0.06030225	0.07035314	0.059880923	0.07834222
e	0.06857745	0.059930433	0.059260607	0.059233803	0.060042743	0.0676465	0.05963465	0.05925134	0.059399795	0.05925423	0.0594851	0.059946023	0.06374608	0.06965059	0.06117632	0.073764354
r	0.060838535	0.060306393	0.06029636	0.060280085	0.06033516	0.060630716	0.060283396	0.060262974	0.06030322	0.06035933	0.060398117	0.061381735	0.061579544	0.06653055	0.061765682	0.08444822
ò	0.0557159	0.055520363	0.05547925	0.05543838	0.058181208	0.08000241	0.056813236	0.055516977	0.05603045	0.055528454	0.056333106	0.05795009	0.0707425	0.062452044	0.06305188	0.1052437
ì	0.056507573	0.05656792	0.056579616	0.05654626	0.05804297	0.07118777	0.05727491	0.0565655	0.0568586	0.056692827	0.056938693	0.057513032	0.06442166	0.058075305	0.05739337	0.12283404
c	0.05551394	0.05283446	0.052553244	0.052395307	0.061641082	0.10697971	0.057142578	0.05262699	0.05433	0.05275603	0.05454734	0.054079343	0.086730905	0.056601986	0.054235943	0.09503118
h	0.06621614	0.060426604	0.05997887	0.05995627	0.060882047	0.06947491	0.06041531	0.05997722	0.06013902	0.059981205	0.060154937	0.060067985	0.06567513	0.063330255	0.06406465	0.069259465
a	0.062342428	0.062337007	0.062336627	0.062336005	0.062366407	0.062668994	0.062350944	0.062336672	0.062343426	0.06233896	0.062350374	0.06240229	0.06257917	0.062425435	0.06257306	0.0639122
t	0.058020227	0.05805011	0.05822194	0.058129795	0.058109354	0.058339994	0.058005262	0.057952844	0.05819871	0.05905395	0.058037717	0.05970613	0.05960363	0.068473995	0.061877806	0.11021852
o	0.052246712	0.05060789	0.050449025	0.05039517	0.053911168	0.07955861	0.052164663	0.050492696	0.051159807	0.05052876	0.0514152	0.0526085	0.078391045	0.056883615	0.07429019	0.14489691
r	0.054105975	0.053674273	0.053823575	0.053723846	0.053754468	0.054456413	0.05361709	0.05355111	0.05387164	0.05471808	0.054067478	0.058611423	0.0581676	0.067578845	0.05974929	0.16252883
ì	0.050229426	0.049080055	0.048899453	0.048769757	0.057200182	0.09910012	0.053115748	0.049003165	0.050553642	0.049022947	0.050800122	0.050517358	0.0901071	0.05562967	0.066911556	0.13105966
s	0.04695919	0.04718728	0.047213968	0.047094528	0.052628364	0.08599284	0.049860664	0.047191028	0.04834604	0.04763988	0.04892164	0.052837413	0.075346	0.053612188	0.05119466	0.19797426
o	0.03220628	0.031502616	0.03137264	0.03126936	0.037922688	0.06703148	0.034733977	0.031458396	0.033052057	0.031802688	0.03321379	0.03449214	0.1678303	0.0730091	0.12768343	0.20141903
n	0.04967165	0.049775142	0.05013806	0.049934592	0.05044217	0.05599394	0.049943052	0.04958729	0.050257664	0.05192467	0.050299473	0.05668333	0.05863737	0.07344283	0.059174333	0.19409446
t	0.10550092	0.05357306	0.04641827	0.046002638	0.062201194	0.11033591	0.05472777	0.046456814	0.04958423	0.04645001	0.04980793	0.04690495	0.09359702	0.049009323	0.048828837	0.09060114
a	0.06141857	0.061414257	0.061413977	0.061407883	0.06171355	0.06469424	0.06155752	0.061413743	0.061477125	0.061436657	0.061518457	0.061822124	0.063442074	0.06192985	0.062533684	0.070806235
t	0.04266272	0.04276022	0.04347892	0.043090396	0.043119077	0.045094315	0.042622153	0.04235314	0.043420143	0.046955895	0.04283506	0.050738044	0.05109992	0.08438319	0.059209682	0.27617714
a	0.038559813	0.03250852	0.031943858	0.03180992	0.039537225	0.07041227	0.035863906	0.032064058	0.033732045	0.032166798	0.035031892	0.041917894	0.10829247	0.053275626	0.086165875	0.29671782
s	0.034836527	0.03339211	0.034019075	0.033610642	0.03392784	0.03816682	0.033271916	0.032971516	0.034549683	0.03772858	0.036722377	0.06162033	0.06106681	0.102355726	0.06717637	0.32458374
ì	0.030692477	0.020518167	0.019509325	0.019349057	0.02703069	0.04748539	0.023574322	0.019902218	0.022867883	0.020176435	0.030659433	0.048283502	0.15043911	0.10814267	0.14092018	0.27044916
n	0.020651413	0.022416657	0.022454523	0.021581719	0.044179685	0.058635212	0.0368244	0.023370754	0.03558463	0.026479702	0.054640356	0.06810995	0.16011442	0.10325247	0.07543653	0.22626762
n	0.07987797	0.042805243	0.036550913	0.035410225	0.07163428	0.09749212	0.059860032	0.037227422	0.047543887	0.037207402	0.048347928	0.039362676	0.099503	0.038991537	0.04203673	0.1861487
e	0.044765767	0.045084354	0.045108378	0.044948522	0.052503858	0.090585954	0.048783835	0.04511436	0.046793874	0.04569602	0.048130464	0.05669948	0.08780086	0.055962693	0.054248724	0.18777284
f	0.027695943	0.028762596	0.031626765	0.030062402	0.032389622	0.04880484	0.029255131	0.027161188	0.031806823	0.044571936	0.028915444	0.05895676	0.08310082	0.13010757	0.08641657	0.28036562
a	0.07742457	0.040611316	0.03568207	0.03525466	0.052964516	0.089963034	0.045212656	0.035823233	0.039608587	0.03589806	0.040544443	0.04167324	0.0951028	0.05252444	0.050250996	0.23146139
c	0.018311255	0.01642658	0.017179625	0.01664714	0.018620955	0.02924847	0.016954651	0.015870605	0.017796526	0.02127802	0.019088415	0.039643265	0.06170401	0.08379013	0.055727415	0.5517129
e	0.04899027	0.029362807	0.02698978	0.026514845	0.045605212	0.07088945	0.038010217	0.027337236	0.032522053	0.027635412	0.037159808	0.050730634	0.122693054	0.09470581	0.08498064	0.23587267
e	0.012789621	0.010987479	0.011817398	0.011226365	0.014399331	0.023261487	0.012005446	0.010667246	0.013466044	0.015818447	0.017641809	0.03912427	0.07806002	0.10870377	0.06495606	0.5550752
n	0.024040433	0.02003804	0.008639017	0.0074284747	0.016658941	0.019205788	0.012741036	0.0074437824	0.010897604	0.009334215	0.013391453	0.021383049	0.07727397	0.24712762	0.08032194	0.4240747
ì	0.05183087	0.028740136	0.021424836	0.019868184	0.046475105	0.053837836	0.041151326	0.022597358	0.035519265	0.023034086	0.047546677	0.053972807	0.13421245	0.11307687	0.084196776	0.22251545
c	0.010372736	0.021628583	0.021441154	0.017243467	0.029199319	0.028778514	0.02898215	0.029870197	0.059466194	0.04323876	0.07336952	0.08421977	0.10229135	0.15783295	0.12699215	0.16507317
h	0.020820323	0.012511828	0.009746429	0.008830359	0.021074092	0.023331681	0.019183801	0.010357677	0.016618567	0.0106457835	0.018645242	0.021484213	0.16180013	0.13999121	0.107656345	0.39730233
a	0.031659767	0.031948395	0.031827923	0.0315718	0.04524274	0.07862403	0.03910137	0.032048296	0.03521984	0.03233676	0.037765946	0.048792783	0.11146953	0.045918584	0.06350862	0.30296353
è	0.0065548746	0.0075414204	0.010381013	0.008726191	0.014117591	0.01461693	0.009163309	0.005708698	0.014175766	0.019293975	0.011483547	0.048979137	0.18352662	0.081970975	0.09353006	0.47022983
g	0.019005742	0.024997959	0.013528317	0.010164732	0.01809789	0.016574066	0.016494103	0.01257905	0.021414442	0.021303175	0.02915447	0.053763535	0.07566613	0.22484536	0.1267822	0.31562886
g	0.037751306	0.06542833	0.025466619	0.019685794	0.031173704	0.031057335	0.030544383	0.025505021	0.03307716	0.025881322	0.047243252	0.064528614	0.085092515	0.12701161	0.07975865	0.27079436
u	0.025326533	0.029497318	0.024416013	0.020163607	0.032492384	0.030435381	0.030273918	0.027919251	0.042756826	0.029651789	0.068660915	0.07704349	0.11633432	0.12110512	0.087304644	0.23661843
o	0.0032399083	0.004283996	0.0046544396	0.0024940309	0.0073508793	0.003411723	0.0037595604	0.0014192748	0.0032550667	0.0049702306	0.0032605862	0.02110388	0.09202742	0.22646947	0.19033723	0.4279623
n	0.0010119367	0.002212191	0.002600046	0.00093891146	0.002063854	0.0008938627	0.0009945788	0.0006382848	0.0014055609	0.0016719894	0.0016056786	0.0057417722	0.050032843	0.09029458	0.45946053	0.3784334
t	0.0028962842	0.0056801373	0.0021336756	0.001473751	0.0024045492	0.002385516	0.002385145	0.002259759	0.0042447937	0.0027660648	0.006033724	0.0068501094	0.044384964	0.2010892	0.44974357	0.26326883
a	0.00073525717	0.0019499615	0.002417913	0.0021141295	0.0034045398	0.0033794679	0.0039305836	0.004810846	0.016084956	0.024108378	0.01256028	0.047645245	0.05415845	0.15244506	0.43067083	0.23958415
n	0.00035884854	0.0008055096	0.0010734061	0.0010728892	0.0024880965	0.001093651	0.0014235028	0.00094703544	0.0012500266	0.0015214062	0.0005521223	0.003053203	0.01322327	0.03849606	0.1962984	0.7363425
a	0.0005517395	0.0019730332	0.001654928	0.0007726285	0.00081732473	0.0005691124	0.0006926649	0.0009190064	0.0021889636	0.0031913188	0.0012375863	0.0040872805	0.013884675	0.09375549	0.47789165	0.39581266
m	0.00016948997	0.00060146826	0.0006892193	0.0005012798	0.0010838987	0.00047002418	0.0007025331	0.0003876084	0.0005446589	0.00084075995	0.00018999852	0.001542438	0.008497013	0.025101252	0.14574261	0.8129357
e	0.00027723517	0.00046910788	0.00024088986	0.0001368881	0.00030926152	0.00022953299	0.00023926087	0.00018006288	0.00047313762	0.0003931276	0.000507515	0.00091994094	0.019129625	0.054302063	0.17502591	0.74716645
g	4.422609e-05	0.00011698743	0.00016855655	0.0001322168	0.00013463771	0.00010672082	0.00012312377	9.132808e-05	4.7537527e-05	0.00012329944	2.9965391e-05	0.00016875794	0.0016692559	0.013082875	0.19183947	0.7921211
r	0.00029778806	0.00080948113	0.0015041787	0.000662497	0.00077867904	0.00029273937	0.0003492922	0.00034154207	0.0005595835	0.0008840975	0.0005293028	0.0025259235	0.023047132	0.1038908	0.45092973	0.4125972
à	0.00012553793	0.00030664672	0.00039152656	0.0003293042	0.00048812662	0.00026917105	0.0003624171	0.00040597926	0.0031931752	0.005287694	0.0013601157	0.007812514	0.028094148	0.28978965	0.14056334	0.5212206
n	0.002737524	0.0026763033	0.0025306286	0.0050153346	0.00457187	0.005200003	0.0029705851	0.0028508042	0.0014629007	0.0029995036	0.0035954437	0.0064974013	0.008252534	0.020491917	0.28600407	0.6421432
i	7.2518866e-05	0.00012603289	0.00022701027	9.687831e-05	0.00012384333	4.9973703e-05	6.297694e-05	6.975375e-05	0.00018680267	0.00036583727	0.00014719275	0.001905559	0.0103418995	0.104824774	0.63152754	0.24987134
</S>	5.45591e-05	9.050845e-05	0.0001504616	0.00016994921	0.000112105365	0.00010246635	7.490217e-05	7.072339e-05	3.8449736e-05	7.3224095e-05	9.192788e-05	0.00019624883	0.000941302	0.023402013	0.32275924	0.6516718
