 	le	melanzane	vogliono	ee	girate	</S>
t	0.16661513	0.16660966	0.16660877	0.16661702	0.16668557	0.16686381
e	0.16168386	0.16168632	0.16179356	0.16197473	0.16223669	0.19062485
s	0.1636516	0.16380262	0.16405113	0.17065114	0.16567773	0.17216577
m	0.10838052	0.10843584	0.10932618	0.1136046	0.115014166	0.44523874
a	0.16552606	0.16559692	0.16567615	0.16875188	0.16581753	0.1686314
r	0.15619427	0.15662195	0.15707308	0.17625393	0.15824755	0.19560921
a	0.14413285	0.1443948	0.14469917	0.1556398	0.14691508	0.2642183
n	0.14722633	0.14760841	0.14862612	0.16540556	0.15430225	0.23683129
g	0.10440222	0.10527003	0.10638082	0.14889783	0.11796423	0.41708484
i	0.14868782	0.14932889	0.14942154	0.16338737	0.15043041	0.23874399
à	0.1014899	0.101460874	0.106369756	0.28362814	0.17680742	0.230244
n	0.06842968	0.058842633	0.053801466	0.084770255	0.16803451	0.56612146
e	0.033443213	0.033829812	0.037146308	0.03918466	0.066359736	0.79003626
t	0.050399393	0.0576733	0.06627013	0.2215989	0.10097621	0.50308216
è	0.007536272	0.0063123573	0.011339505	0.03290191	0.14283752	0.79907244
l	0.027679844	0.059311677	0.08265132	0.16610833	0.07222894	0.59201986
u	0.014419269	0.012970591	0.034928884	0.04330096	0.17861567	0.7157646
n	0.012975383	0.029300364	0.03625377	0.0516091	0.08531023	0.7845512
e	0.008562289	0.008688644	0.0041694413	0.011094658	0.029748313	0.9377367
e	0.0014597225	0.0025798606	0.0030780882	0.0071934354	0.18406509	0.80162376
e	0.00076609844	0.0026165382	0.008055444	0.031499594	0.290358	0.6667043
v	0.00037880262	0.0015560349	0.008507082	0.024782272	0.31652772	0.64824814
o	0.0004756664	0.00094741565	0.002082121	0.029019114	0.11252522	0.8549504
t	5.803647e-05	0.00053505617	0.0021338589	0.008939597	0.6242726	0.36406088
i	0.0002799238	0.0009649128	0.0038326222	0.03253608	0.68731457	0.27507186
m	0.00012780025	0.00023413148	0.0007946218	0.0015687194	0.6858724	0.3114023
m	0.00012899625	0.00022468358	0.0016253006	0.005602383	0.13257223	0.85984635
è	4.5417804e-05	4.117225e-05	0.00045069263	0.003838201	0.16961181	0.8260127
n	0.00044143296	0.0003477789	0.023272794	0.13877703	0.4130571	0.42410395
e	1.7018021e-05	4.2873526e-05	0.00045780218	0.0010927282	0.43392342	0.5644661
</S>	1.6707221e-05	6.3216765e-05	0.0013476061	0.00407126	0.8051499	0.18935134
