 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.14280598	0.14282165	0.14280118	0.14282309	0.14282471	0.14285447	0.1430689
ò	0.14236873	0.14241882	0.1423859	0.14273134	0.14267266	0.14287482	0.14454773
p	0.14212577	0.14247459	0.142221	0.14471129	0.14272754	0.14228709	0.14345275
u	0.14218424	0.14259759	0.14197166	0.14227049	0.14251885	0.14257039	0.14588678
o	0.13968989	0.14058876	0.13980931	0.15139984	0.14131786	0.14082192	0.14637242
G	0.10142216	0.12565273	0.088855445	0.12661496	0.1510485	0.14590937	0.26049685
i	0.1391022	0.1409064	0.13836382	0.14087747	0.14084502	0.14054489	0.1593602
o	0.12818904	0.13145553	0.12859075	0.16525179	0.14212538	0.13854535	0.16584213
v	0.03997907	0.060350236	0.033746347	0.18786792	0.18502814	0.1937997	0.2992286
à	0.112165734	0.11596144	0.112724386	0.14635599	0.17094779	0.16048624	0.18135841
n	0.084142596	0.08551238	0.09713597	0.18201244	0.12596259	0.09900112	0.3262329
n	0.05786241	0.05951938	0.070581585	0.09150522	0.0861668	0.1169238	0.5174408
i	0.067669585	0.06829754	0.075224005	0.14499441	0.1050315	0.10717064	0.4316123
j	0.037726693	0.086259216	0.05040927	0.30225375	0.11741887	0.07068867	0.33524355
ù	0.04179238	0.057724535	0.043963864	0.15147492	0.086601	0.09424385	0.5241994
r	0.011297202	0.033486895	0.04420895	0.26335955	0.10883982	0.053813845	0.48499382
i	0.00843694	0.010728648	0.039617334	0.037690405	0.0522213	0.07522966	0.77607566
s	0.002448402	0.011707986	0.016332323	0.42150941	0.06221596	0.109716244	0.3760696
e	0.0034242251	0.0059393505	0.015679825	0.0330441	0.051393345	0.0928147	0.79770446
è	0.0004508381	0.0026108501	0.005414579	0.12243444	0.017544199	0.2641766	0.5873685
s	0.0012281965	0.00953219	0.0064939293	0.07282734	0.044047836	0.62478495	0.24108554
s	0.0016145433	0.0037064084	0.01700415	0.03217187	0.06155247	0.53939325	0.34455732
u	0.00020246296	0.0017675721	0.010608023	0.011671571	0.07807247	0.5793792	0.31829873
</S>	0.0002980697	0.0002314086	0.00039351973	0.0058870134	0.01910104	0.42695248	0.5471365
