 	lo	sentii	ee	che	arrivava	</S>
t	0.16664775	0.16665003	0.16667965	0.1667084	0.16665804	0.16665614
o	0.16219425	0.16271085	0.16977307	0.17697084	0.16508123	0.1632698
n	0.1620102	0.16219929	0.16522472	0.17926286	0.16337232	0.16793063
ì	0.12037441	0.121706404	0.1328272	0.17388792	0.24258783	0.20861626
k	0.14240375	0.14356796	0.14345255	0.14826402	0.18494262	0.23736905
u	0.07288984	0.09247062	0.23961298	0.3395184	0.13577862	0.11972953
s	0.12246358	0.13487725	0.13177997	0.17494382	0.15811226	0.27782315
a	0.00758577	0.03497761	0.096029855	0.335783	0.33355826	0.19206546
e	0.009056498	0.029901793	0.020211196	0.081233256	0.071048975	0.7885483
e	0.0023615556	0.004070557	0.016272841	0.037333723	0.62436914	0.31559214
k	0.0010212559	0.0024169954	0.003306301	0.013858938	0.62360525	0.35579127
a	0.0007678486	0.0019792786	0.014264892	0.044283245	0.5653975	0.37330723
è	4.1000236e-05	0.00015118535	0.00018730495	0.00872476	0.765315	0.2255807
s	6.493636e-05	0.00031622683	0.0021102838	0.03860628	0.8419039	0.116998255
t	0.00026089425	0.00083472347	0.0041177534	0.03707414	0.67039627	0.28731617
a	0.00015953359	0.00017521119	0.0008516377	0.07537	0.5845063	0.33893737
z	3.7723217e-05	1.2728642e-05	0.00078973215	0.034227617	0.78453654	0.18039572
z	0.00013794116	0.00020767008	0.00088939245	0.018140825	0.7787554	0.20186873
e	0.00044602956	6.45323e-05	0.0030756383	0.04296811	0.75879645	0.19464919
</S>	0.0001896082	0.00023551619	0.0036175405	0.080388695	0.5697123	0.34585628
