 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	0.111104384	0.11110447	0.11110447	0.11110447	0.111107096	0.111113206	0.11114584	0.111107945	0.11110812
e	0.11060561	0.11060611	0.110606536	0.110609576	0.11070599	0.1108994	0.1119216	0.11139939	0.11264582
f	0.10944544	0.10943391	0.109432824	0.1094375	0.10958363	0.10993324	0.112083524	0.112774186	0.11787575
ò	0.10613669	0.10613717	0.10614178	0.10618358	0.10723493	0.10957661	0.12199837	0.11567356	0.12091735
r	0.09217206	0.09219639	0.0921824	0.09361962	0.09225064	0.09294616	0.09537417	0.11221013	0.23704845
s	0.06541945	0.06544341	0.06633609	0.067025416	0.105009764	0.104926564	0.10822087	0.1402808	0.27733764
i	0.11066521	0.110667065	0.11066909	0.11076082	0.110811196	0.11081956	0.110855505	0.11110418	0.11364735
è	0.10083408	0.10074988	0.10074088	0.100827776	0.10089887	0.1013428	0.10578186	0.110412344	0.17841148
n	0.07609497	0.0762306	0.076157816	0.08312021	0.07737519	0.08093948	0.09771518	0.116480224	0.31588632
a	0.07385713	0.07421717	0.07404535	0.089974515	0.07479555	0.07655485	0.07994608	0.09687619	0.35973313
m	0.07459304	0.07435616	0.07431816	0.075404756	0.07574974	0.08200228	0.120865755	0.1608565	0.26185355
b	0.06477176	0.06536912	0.06533896	0.06549912	0.08173381	0.12011615	0.282713	0.1079244	0.14653367
ì	0.045924373	0.04592189	0.04603698	0.058590285	0.05589091	0.100666076	0.14062792	0.20134155	0.30500004
k	0.04637271	0.046007	0.045839943	0.057028096	0.04716203	0.05575097	0.1056398	0.13861468	0.45758483
e	0.035225194	0.035560478	0.035776164	0.0422548	0.051640738	0.057475764	0.0890626	0.0968665	0.55613774
à	0.03827328	0.037564144	0.037444912	0.041387003	0.038931288	0.044064883	0.09864578	0.12334883	0.5403399
t	0.015951823	0.018089235	0.017053008	0.04122511	0.024490973	0.0650447	0.22240902	0.33040744	0.26532865
t	0.00869588	0.0104368515	0.009899794	0.024416722	0.024131907	0.06754446	0.17703404	0.24584274	0.4319976
i	0.013201356	0.013181104	0.013383112	0.018381521	0.026186472	0.049964298	0.12083494	0.3616566	0.3832106
f	0.0062545254	0.0031532932	0.0027670139	0.006545753	0.008464353	0.019923974	0.10216186	0.3901891	0.4605401
i	0.0026087333	0.0028532962	0.0028502964	0.005732373	0.011456189	0.039083477	0.16426212	0.30904692	0.46210665
n	0.0003574794	0.00022495932	0.00017972477	0.0010008763	0.0014210066	0.0044421307	0.049193323	0.74510866	0.19807178
è	0.0028709776	0.0044881683	0.0038312091	0.00962667	0.011392642	0.061293423	0.18416035	0.3597016	0.36263496
s	0.0012908911	0.0024928953	0.0018682965	0.0058002835	0.017840594	0.044458564	0.24458057	0.5022782	0.17938967
t	0.0004646685	0.0012482106	0.003961191	0.0066518807	0.028387887	0.09813509	0.18367241	0.5297519	0.14772677
r	9.840421e-05	8.7067296e-05	0.0001430198	0.00066685677	0.0019050139	0.013538564	0.28953898	0.47462484	0.21939719
a	7.639024e-05	0.000101397796	8.693152e-05	0.0003982753	0.00062689837	0.0030572435	0.11386144	0.56525046	0.31654096
o	4.9038767e-06	3.9611947e-05	1.408148e-05	9.3261406e-05	0.00046072254	0.0021444242	0.023394583	0.6145619	0.35928643
l	7.6067186e-06	1.3073575e-05	3.0556785e-06	4.8261158e-05	0.0005050359	0.0010210478	0.010468001	0.8408905	0.14704345
à	0.00041509577	0.00063893746	0.0005658454	0.0018439908	0.0056350585	0.017526338	0.08752068	0.46867555	0.41717848
d	8.997524e-05	0.00033515296	0.00010032181	0.0002890985	0.005373167	0.008015029	0.064397424	0.7050153	0.21638456
r	3.822233e-06	2.1875481e-05	5.987423e-05	0.0002393508	0.0017556769	0.0027526338	0.12842774	0.5613695	0.3053695
o	1.2733123e-06	9.451716e-06	1.9868761e-05	0.0001131906	0.0011866562	0.0046813386	0.3067896	0.5396097	0.14758892
</S>	5.004532e-06	5.555958e-05	4.691713e-05	0.00024339369	0.0008352918	0.0074951383	0.04925014	0.6829965	0.25907212
