 	il	ladro	poteva	entrare	da	qui	</S>
o	0.14281547	0.14284784	0.14281449	0.14284708	0.14293842	0.1428499	0.14288686
l	0.13939904	0.14128132	0.13936947	0.14212632	0.14899758	0.14327776	0.1455485
à	0.13225116	0.13533773	0.13203208	0.14408098	0.17792876	0.13782088	0.14054838
d	0.14211299	0.14211625	0.14221928	0.14265853	0.1438798	0.1423161	0.14469706
r	0.12217439	0.12253547	0.122409225	0.13260064	0.16228606	0.13200994	0.20598426
o	0.14255945	0.14256631	0.14257208	0.1426245	0.14270025	0.14300576	0.14397164
ì	0.13580538	0.1363472	0.13622421	0.13815792	0.13806288	0.14535029	0.17005205
s	0.121845044	0.13793723	0.124665454	0.13273606	0.16456549	0.13725173	0.18099898
o	0.09206571	0.097935125	0.09612019	0.10504211	0.14342643	0.11890468	0.3465057
z	0.110384196	0.11144024	0.11081792	0.13058858	0.14833942	0.13849263	0.24993713
e	0.05339626	0.06233417	0.0547647	0.09605844	0.22889033	0.14011024	0.3644459
è	0.06712957	0.07361707	0.06891824	0.097675405	0.113979556	0.16907611	0.40960404
m	0.02078853	0.048390094	0.03300222	0.06548059	0.12935817	0.13346373	0.56951666
b	0.019797532	0.042468417	0.01904151	0.07808647	0.1390138	0.34302634	0.358566
i	0.008548835	0.008508359	0.015695635	0.024525208	0.042502917	0.22663935	0.6735797
a	0.008034756	0.0075321016	0.009316783	0.092445314	0.07561749	0.37820277	0.4288508
p	0.0009944721	0.00081318535	0.0013218713	0.014614956	0.008314491	0.851771	0.122169994
ò	0.002977534	0.0032654428	0.0056898026	0.010616796	0.0128400335	0.7106589	0.2539515
t	0.0003384127	0.000577203	0.0007011221	0.01157074	0.015220028	0.9161829	0.055409644
t	0.00011183829	0.00016120973	0.00065725535	0.0026564496	0.01301509	0.9249016	0.05849654
u	5.707178e-05	7.659586e-05	0.00048330068	0.01041027	0.40571243	0.31433287	0.26892748
</S>	8.754134e-05	0.0024752065	0.0022191375	0.015497397	0.20788772	0.5620665	0.2097665
