 	dove	aveva	per	stare	non	aveva	</S>
p	0.142832	0.14283058	0.14282982	0.14290601	0.14283548	0.14285183	0.1429143
u	0.14255312	0.1425306	0.14249527	0.14300124	0.14251778	0.14280686	0.14409512
ì	0.13466606	0.13492316	0.13498154	0.16000436	0.13654745	0.14579025	0.15308721
c	0.12406674	0.12343858	0.1231051	0.17482364	0.12735307	0.14009051	0.18712232
h	0.11991999	0.11881722	0.11857463	0.19872455	0.124718376	0.13801685	0.18122827
e	0.14135431	0.1413582	0.14230144	0.14335658	0.1416327	0.14358437	0.1464124
n	0.12718208	0.12760341	0.12887365	0.17242149	0.12851037	0.13958248	0.17582648
a	0.11968416	0.11778271	0.114470266	0.14648993	0.117335156	0.14215644	0.24208133
s	0.068896614	0.06867541	0.07324477	0.3983409	0.081392944	0.116258256	0.19319113
t	0.027965026	0.026042532	0.031876955	0.21706387	0.060461286	0.32146946	0.31512088
a	0.07675663	0.07691549	0.089896485	0.25134963	0.081307895	0.13816817	0.2856057
s	0.011195091	0.011834281	0.035692383	0.13033845	0.026015963	0.22879001	0.5561338
ì	0.0004110132	0.00047886826	0.0074098147	0.03848408	0.032259293	0.5620522	0.35890475
e	0.0025176392	0.0040583513	0.014738505	0.019399371	0.022351414	0.32044384	0.6164909
n	0.0001106166	0.00013630984	0.00033771424	0.0015031102	0.005163242	0.8845043	0.10824473
ì	0.0003059615	0.00048194165	0.0019269175	0.010255569	0.010494012	0.6866883	0.28984734
c	8.221963e-05	0.00054763816	0.00041094923	0.001534434	0.019644974	0.8555469	0.122232944
h	2.3061764e-05	0.00010747975	0.00023867059	0.0009962753	0.014968907	0.6684054	0.31526014
e	1.5899118e-06	1.6468037e-05	8.141723e-05	0.00036219717	0.019369494	0.79364973	0.18651903
</S>	4.651483e-06	0.0008005827	2.022872e-05	6.804241e-05	0.069758825	0.7319119	0.19743572
