 	vuole	vuole	mangiato	caldo	</S>
t	0.19995588	0.19996077	0.19997022	0.19996671	0.20014636
è	0.19965199	0.1998019	0.19991063	0.19970605	0.20092946
l	0.19819613	0.20174131	0.20371005	0.19792247	0.19843003
i	0.19596611	0.19638547	0.19695716	0.19826746	0.21242386
t	0.18196769	0.199352	0.20943044	0.19501771	0.21423212
è	0.122067176	0.13514017	0.140255	0.13098234	0.47155526
l	0.14924161	0.19590455	0.22056699	0.14356697	0.29071993
i	0.06494714	0.08284039	0.08773873	0.07970847	0.68476534
f	0.0875714	0.159482	0.18508282	0.126495	0.44136876
a	0.03394453	0.04310385	0.08562289	0.090212114	0.7471166
m	0.006863835	0.010838389	0.027246157	0.30536222	0.64968944
è	0.007819299	0.031930167	0.20773104	0.21412328	0.5383962
n	0.010336191	0.007906986	0.010797014	0.127214	0.84374577
o	0.008632277	0.01703466	0.029505758	0.453951	0.49087626
t	0.00011080493	0.00019064333	0.002546441	0.30007863	0.69707346
r	0.0027157424	0.021449747	0.121628605	0.18741584	0.66679
e	0.0007917218	0.0016436146	0.005369226	0.17701127	0.8151842
m	8.547636e-05	0.0003201256	0.009884464	0.5664981	0.42321175
m	6.2903775e-05	0.0002469417	0.0018667043	0.35338742	0.64443606
ò	1.6568321e-05	0.00010458307	0.0024932113	0.57574785	0.42163783
</S>	7.822926e-05	0.00028949277	0.024956975	0.5592922	0.41538307
