 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.111108236	0.111114345	0.11110714	0.1111079	0.11110714	0.11110739	0.11112604	0.1111085	0.111113325
ò	0.10979031	0.10982416	0.10979794	0.10994631	0.10995117	0.11002837	0.11109864	0.110753015	0.118810035
t	0.1087408	0.10873682	0.108808845	0.109651126	0.10888733	0.108959965	0.11153043	0.109435916	0.12524873
t	0.10124506	0.101258345	0.1015246	0.10141436	0.10668957	0.11212459	0.11149675	0.12795752	0.13628918
i	0.11107394	0.111074455	0.11107428	0.111076236	0.111081995	0.1110903	0.11110047	0.1111198	0.11130851
è	0.109515525	0.10951152	0.10961642	0.11087014	0.109638005	0.10966837	0.11376437	0.110257894	0.11715779
t	0.09972786	0.09990743	0.099739194	0.1002918	0.100386575	0.10243683	0.10298733	0.10386692	0.19065611
t	0.09684355	0.09703243	0.096965455	0.09693152	0.09997419	0.10559702	0.10311475	0.114495285	0.18904582
a	0.11025303	0.11025605	0.11026245	0.110269934	0.11048864	0.110694766	0.11067838	0.11145219	0.115644634
s	0.10181937	0.10180585	0.1021912	0.106799774	0.10283269	0.10304584	0.1174508	0.10644957	0.15760493
e	0.07757629	0.07776271	0.078080826	0.0779318	0.08863147	0.10019827	0.09817199	0.13119426	0.27045238
o	0.089912124	0.08993195	0.09051311	0.09803332	0.093770556	0.09450911	0.11682334	0.105358146	0.2211483
G	0.07002065	0.08956748	0.066380166	0.07341276	0.070125595	0.07362096	0.1952077	0.08972102	0.27194366
i	0.08793955	0.090122275	0.0875373	0.08776026	0.089299664	0.092607915	0.093144454	0.09686016	0.27472845
o	0.081096485	0.08244159	0.08122348	0.08819397	0.08454636	0.08611191	0.12015937	0.098416604	0.27781028
v	0.03406749	0.058551967	0.026377505	0.032705694	0.033762764	0.04720718	0.33388403	0.12477734	0.308666
à	0.067293696	0.0743614	0.06594502	0.06634065	0.069554485	0.075701915	0.18508798	0.09350443	0.30221045
n	0.03999875	0.040324673	0.040199134	0.042954907	0.0669572	0.14931028	0.053516686	0.1886294	0.37810892
n	0.027692957	0.029294237	0.02782573	0.028675493	0.04034629	0.11025096	0.053144976	0.1891301	0.49363917
i	0.048099883	0.048116468	0.048319314	0.049887106	0.07663345	0.0962718	0.06100682	0.13846733	0.43319786
e	0.031404957	0.031018244	0.038292978	0.09546386	0.043322492	0.04955997	0.1455982	0.09841901	0.46692026
A	0.02467719	0.033327937	0.025244843	0.05187736	0.032148212	0.045963105	0.18707243	0.08516718	0.5145218
n	0.010901139	0.012053929	0.012898544	0.037877828	0.03281889	0.099336736	0.18218498	0.22834578	0.38358214
n	0.0062368447	0.006581659	0.011759101	0.011580318	0.059881803	0.17482571	0.060766593	0.25394583	0.4144221
a	0.030918261	0.031070808	0.031327497	0.036340397	0.055138923	0.09959407	0.053988054	0.14695205	0.51466995
ì	0.008108534	0.0070008943	0.021370076	0.037098803	0.038070474	0.10064324	0.06806313	0.20560728	0.51403755
s	0.008729289	0.016018525	0.011244388	0.044634532	0.025433462	0.07586394	0.23266126	0.2566913	0.32872322
t	0.0061719622	0.009945681	0.0076589347	0.009480121	0.05870337	0.18722467	0.15521416	0.28564528	0.27995577
i	0.008184243	0.008147099	0.010183901	0.02664382	0.036126606	0.07844377	0.15187861	0.3673697	0.31302226
g	0.0019543543	0.0012635022	0.0031800966	0.006285621	0.008638667	0.04438866	0.016111469	0.15486017	0.76331747
g	0.0068253553	0.009432971	0.0034248845	0.014943376	0.009612417	0.031321056	0.215114	0.25738683	0.4519391
h	0.0051536136	0.014335569	0.012405983	0.09795155	0.024560908	0.04967603	0.21340056	0.16713136	0.41538447
e	0.0018844694	0.003953313	0.0037638347	0.013288718	0.032059863	0.07453113	0.27789623	0.2118081	0.38081437
c	0.00031976396	0.0008011053	0.0007443616	0.0052993754	0.0020841337	0.011113784	0.024240054	0.43202856	0.5233689
è	0.00055063947	0.0008402601	0.00048910594	0.0027638755	0.0030007225	0.013584566	0.15508156	0.31995946	0.5037298
p	0.0016726573	0.0026129615	0.0064060437	0.021490797	0.010925751	0.036462847	0.052203428	0.32537672	0.5428488
l	0.00013447883	0.00023410309	0.00022090535	0.0025253398	0.00049540226	0.0031308893	0.024315914	0.8200561	0.14888692
o	0.00012407138	0.0003738966	0.00039630057	0.0060190167	0.002905474	0.015998522	0.11410763	0.6731757	0.18689941
n	9.603569e-05	0.00021769191	0.00014666589	0.00025430915	0.00057424454	0.0018950559	0.037376516	0.4468801	0.51255935
n	0.00018140828	0.00030513955	0.00033105945	0.0021001545	0.0009036474	0.0042370576	0.04256876	0.6764248	0.2729479
e	0.00021459421	0.0003974223	0.0018682331	0.0041957633	0.00752321	0.01205313	0.09080761	0.15721203	0.7257279
</S>	4.077815e-05	6.556931e-05	8.4493804e-05	0.00010702491	0.0002095741	0.00091930135	0.0316808	0.4867937	0.48009878
