 	non	aveva	dove	a	stare	</S>
e	0.16656175	0.16656557	0.1665667	0.1665667	0.1665869	0.16715242
n	0.12279362	0.12322392	0.17859934	0.22193971	0.21723211	0.13621134
ì	0.16488366	0.16492191	0.16682802	0.16833182	0.16835508	0.16667955
c	0.16511692	0.1651711	0.16629963	0.16719857	0.16748531	0.16872849
h	0.12752892	0.12803812	0.16159253	0.18557614	0.21816587	0.17909835
e	0.16598783	0.16600151	0.16615406	0.16623698	0.16679852	0.1688211
p	0.07941823	0.0801678	0.08639242	0.08921074	0.100639515	0.5641713
u	0.059074227	0.051765107	0.11581723	0.17401804	0.43236735	0.1669581
s	0.007912371	0.0080525465	0.047923155	0.06453535	0.3745167	0.49705994
t	0.0070640016	0.011366192	0.04107471	0.06787209	0.7069103	0.16571265
a	0.00394372	0.007657027	0.021146346	0.040067594	0.74726826	0.17991696
s	8.350785e-06	0.00023838648	0.0010478833	0.0040559284	0.58306193	0.4115875
ì	1.528734e-05	0.0015380391	0.0055448296	0.006967335	0.27305344	0.712881
</S>	3.378094e-05	0.0020523644	0.0061126254	0.027289467	0.77701837	0.18749343
