 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.08333199	0.08333199	0.08333199	0.08333199	0.08333199	0.08333199	0.083334714	0.08333199	0.08333224	0.08333211	0.08333415	0.08334292
n	0.08249724	0.082511336	0.082493335	0.08250958	0.08249478	0.08251027	0.0829347	0.083576426	0.08336856	0.08854586	0.08278557	0.083772406
è	0.0830587	0.08306471	0.083059266	0.083060846	0.0830637	0.083062306	0.08453813	0.0832254	0.0834224	0.08392141	0.08308316	0.08343997
r	0.08266699	0.08267191	0.08267027	0.08267248	0.08268838	0.082676135	0.08772018	0.08284068	0.083666846	0.08403584	0.08271002	0.08298029
t	0.071258776	0.07126911	0.07126737	0.07126389	0.07129434	0.07133417	0.078657955	0.0741099	0.18075068	0.08096509	0.07899088	0.07883783
i	0.08322676	0.08322683	0.08322683	0.08322683	0.08322696	0.08322721	0.08326805	0.08324493	0.08415509	0.083293214	0.0832927	0.08338464
n	0.081404686	0.0813986	0.081398845	0.08141226	0.0814076	0.08140407	0.081579454	0.08145333	0.0828448	0.084334776	0.08510588	0.096255675
è	0.08181244	0.081888005	0.08182218	0.08181582	0.0818732	0.08183117	0.09537583	0.081911996	0.083479024	0.08231922	0.08191	0.08396107
s	0.081960015	0.08197089	0.08196776	0.08197133	0.08201206	0.081978776	0.09296935	0.0821069	0.0836903	0.08434798	0.082141556	0.08288306
s	0.06392542	0.063985	0.06396035	0.06394382	0.064076506	0.06410237	0.09094685	0.06956059	0.21467094	0.083066665	0.07881298	0.078948505
u	0.08177653	0.081776835	0.08177671	0.0817769	0.081777774	0.081783265	0.08210906	0.08207041	0.09703804	0.08282423	0.08258931	0.082700916
m	0.07588713	0.07584112	0.07584326	0.075944066	0.07590897	0.0758817	0.07767382	0.076251894	0.08701638	0.097537704	0.0868725	0.11934151
u	0.07575107	0.075830474	0.07574484	0.07577408	0.07576287	0.0758012	0.081578285	0.07890098	0.12340742	0.09123079	0.07886132	0.09135672
k	0.0691713	0.069120124	0.06911491	0.069249764	0.0691969	0.06917515	0.07159083	0.07032414	0.08370698	0.10090336	0.0939161	0.16453038
u	0.06348535	0.06360253	0.063564934	0.06354365	0.063840546	0.063679285	0.123078704	0.06750498	0.16155632	0.08078672	0.06975545	0.11560153
à	0.057541132	0.057511944	0.05749694	0.05762579	0.057618357	0.057594407	0.07856891	0.05912071	0.07942782	0.08858009	0.09989364	0.24902032
i	0.050820727	0.05466951	0.05350901	0.052133583	0.06149815	0.055035226	0.21996416	0.060629804	0.10042305	0.107973054	0.05309442	0.1302493
s	0.03404462	0.034827244	0.03401061	0.03439422	0.034806393	0.034525678	0.1608334	0.052276663	0.1314846	0.24981126	0.038521346	0.16046399
à	0.013640449	0.013915563	0.013712707	0.013796722	0.014035184	0.014910463	0.11036724	0.0851968	0.21438944	0.26235178	0.060851008	0.1828326
m	0.028090268	0.034482524	0.03348168	0.030797418	0.045930535	0.036391865	0.24844064	0.06934837	0.15076482	0.12663999	0.033248764	0.1623831
b	0.022578474	0.022911511	0.022796782	0.022744263	0.023509862	0.025406241	0.09554122	0.087777086	0.13039133	0.1761273	0.102591045	0.26762488
a	0.05570069	0.056082584	0.05601041	0.055869095	0.057033345	0.05623108	0.19935742	0.060195565	0.1554534	0.07221619	0.059678838	0.11617136
v	0.023044147	0.022635516	0.022599798	0.023775449	0.02370917	0.023139723	0.10832004	0.02945555	0.2314454	0.13027133	0.047176432	0.31442747
ò	0.028108023	0.03001476	0.029455228	0.028771998	0.033471346	0.03049252	0.1348224	0.047755327	0.22089	0.123051904	0.058799736	0.23436676
r	0.01701195	0.03135122	0.029816747	0.024633555	0.041752335	0.033864327	0.15064299	0.043942016	0.1677004	0.10028588	0.02445006	0.3345485
a	0.012087334	0.02025785	0.01952188	0.016740454	0.028401962	0.06796118	0.25938144	0.07452331	0.098895155	0.08265623	0.06664776	0.2529254
s	0.010492335	0.010835445	0.010689583	0.0120780775	0.015015568	0.012061631	0.093205385	0.023726463	0.3036635	0.07257841	0.046487562	0.38916612
o	0.01161035	0.014526119	0.013858151	0.012857879	0.018977154	0.028066838	0.20218912	0.07996352	0.11756503	0.17092878	0.06376916	0.26568785
t	0.005966102	0.0059775636	0.005826469	0.00818032	0.01105954	0.007844552	0.06151273	0.030570287	0.18455872	0.082335584	0.066590376	0.52957773
s	0.002729055	0.004263089	0.0035069308	0.003235492	0.005037923	0.006858812	0.07270411	0.09745599	0.14699821	0.3456557	0.027379654	0.2841751
o	0.006286781	0.0062889704	0.006266722	0.0066955886	0.00729334	0.0068761823	0.06196594	0.039989967	0.39826912	0.24200045	0.04687916	0.17118779
