 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.096787795	0.10275846	0.19026738	0.16904743	0.10605353	0.11458874	0.22049674
c	0.14044945	0.14058979	0.14468475	0.14346509	0.14211792	0.14063527	0.14805777
h	0.13493769	0.13620941	0.15818153	0.15221399	0.13880734	0.13848989	0.14116018
a	0.12659758	0.12955764	0.1789194	0.16539982	0.13123924	0.13461311	0.1336731
n	0.12928298	0.12968051	0.14217377	0.13919482	0.1354902	0.13680491	0.18737286
a	0.12674652	0.12619373	0.13092321	0.12937808	0.13520835	0.12749311	0.224057
v	0.09034586	0.092934884	0.15552352	0.13308308	0.20570976	0.1020743	0.2203286
o	0.043544736	0.05504336	0.17787175	0.18750544	0.2707835	0.08437951	0.18087171
r	0.043125734	0.05195805	0.12864636	0.12133702	0.19409329	0.06859427	0.3922453
à	0.02098846	0.060866132	0.18767196	0.13428804	0.22645818	0.13777825	0.23194894
s	0.04768444	0.052062165	0.13501747	0.20228681	0.08162781	0.059358694	0.42196265
o	0.054793123	0.110610604	0.13643017	0.12544739	0.17196095	0.1187384	0.28201932
t	0.011381706	0.025602797	0.19208035	0.22668333	0.069989055	0.058290876	0.41597193
o	0.01995541	0.052785713	0.120583825	0.10215952	0.24734618	0.071506165	0.38566327
t	0.010363857	0.034400206	0.086700104	0.09638248	0.065374374	0.1727281	0.5340508
s	0.007689835	0.027327305	0.06277765	0.26575044	0.21355571	0.094854966	0.32804412
o	0.009202951	0.0631098	0.22292717	0.28985605	0.14947821	0.10065466	0.16477118
m	0.0034982022	0.005584602	0.007620382	0.009133042	0.025861112	0.26400778	0.6842949
ì	0.0007688052	0.0038767105	0.0074430103	0.016183527	0.100371055	0.458124	0.4132329
k	0.0032274995	0.002163961	0.0063151373	0.010459473	0.024401603	0.42437345	0.5290589
à	0.002229386	0.0071940245	0.02915723	0.09156595	0.11940281	0.088547036	0.66190356
i	0.0016945202	0.0009081798	0.0019809266	0.0020651466	0.020136936	0.35697514	0.6162392
m	0.00012854744	8.39174e-05	0.0003645013	0.00090194977	0.0021664111	0.770558	0.22579661
è	0.0005481862	0.0029527463	0.010733148	0.041566603	0.025412189	0.26666832	0.65211874
r	0.00013208755	0.00025800994	0.00034496532	0.00060428627	0.026502904	0.4258694	0.5462884
i	0.00043254477	0.00043164231	0.0007682699	0.0017903742	0.016847042	0.41121656	0.5685136
</S>	7.8240184e-05	3.190443e-05	6.289618e-05	0.00015766472	0.005412066	0.7113565	0.28290066
