 	qui	dentro	vuole	un	tappeto	</S>
e	0.16652179	0.16651112	0.16651519	0.16671501	0.16704565	0.16669123
t	0.1588642	0.16845912	0.16459432	0.18344432	0.16084628	0.16379172
t	0.16222161	0.16221902	0.16264085	0.16627143	0.16500129	0.18164577
ù	0.16494676	0.16551468	0.16537632	0.16641939	0.16577198	0.17197086
m	0.14599045	0.15244742	0.14985122	0.16229935	0.14645611	0.24295545
è	0.15739541	0.15697125	0.15723924	0.15960518	0.1874881	0.18130092
s	0.12394986	0.15034401	0.13977414	0.18828452	0.12589025	0.27175722
a	0.059458554	0.06060583	0.07873536	0.06601396	0.16897443	0.5662118
t	0.066614024	0.16549587	0.13364394	0.23868637	0.0882516	0.3073082
è	0.04258274	0.04731191	0.04769502	0.071940005	0.06942884	0.72104144
l	0.039154816	0.11935822	0.1215608	0.24952021	0.08629052	0.38411552
i	0.022259818	0.022813093	0.039319847	0.04494357	0.24065275	0.6300109
è	0.012317223	0.02028421	0.02132378	0.027684305	0.1728142	0.7455763
n	0.006536992	0.013828023	0.015442798	0.09436852	0.14145018	0.7283735
a	0.009833117	0.011282371	0.009862856	0.027322805	0.122411884	0.81928694
t	0.0004926894	0.00034259944	0.0009778442	0.0076655834	0.52019244	0.47032878
a	0.0013673265	0.0039887233	0.024866676	0.0635611	0.71311945	0.19309671
p	0.00031906387	0.00024957038	0.0025331	0.008735841	0.63179684	0.35636556
p	0.00036062897	0.0011198453	0.0036026114	0.01026358	0.8208825	0.16377087
è	0.00015269178	0.000118237964	0.00034766804	0.002307099	0.44913626	0.5479381
t	6.0668615e-05	2.5526866e-05	0.0008747665	0.002205637	0.9288307	0.06800272
o	0.0004115432	0.000834128	0.0019625158	0.020695223	0.8680974	0.10799913
</S>	0.00088967924	0.00070254126	0.009173729	0.0159125	0.8043235	0.16899806
