 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.14283258	0.1428389	0.14283584	0.14285633	0.14284359	0.1428487	0.1429441
i	0.14256734	0.1426067	0.14261867	0.14329128	0.14278634	0.14271098	0.1434187
k	0.13638031	0.1364388	0.13681374	0.14301436	0.13973714	0.1565082	0.15110743
à	0.13104422	0.13158152	0.13332772	0.18137214	0.13582996	0.13810219	0.14874235
n	0.13440934	0.13433768	0.13452558	0.13622591	0.13714223	0.1399751	0.18338418
n	0.11523448	0.12132489	0.11886048	0.14895326	0.12917382	0.12889326	0.23755983
i	0.12028041	0.12130686	0.12090493	0.12488666	0.12479836	0.14294335	0.2448795
e	0.051070537	0.051462453	0.05509964	0.08229375	0.09944228	0.1666382	0.49399313
A	0.02718933	0.026651824	0.03792383	0.24531032	0.08437845	0.15429139	0.42425486
n	0.0033684997	0.0038278678	0.008906506	0.1630282	0.18233778	0.33029315	0.30823803
n	0.004825063	0.010706425	0.014648714	0.10675216	0.094038	0.23710413	0.5319255
a	0.0063553043	0.005147107	0.007257054	0.03519811	0.069651514	0.540467	0.3359239
o	0.0004417213	0.00021000506	0.00096299197	0.0068246904	0.027204124	0.841952	0.12240437
s	1.5152313e-05	1.6105068e-05	9.6376956e-05	0.0003346647	0.01576234	0.9672806	0.016494721
à	0.00031563482	0.0008582986	0.0044454588	0.016531266	0.16430297	0.7727577	0.04078865
m	0.000105283994	8.896216e-05	0.00031684636	0.0032058768	0.06352445	0.8936684	0.039090175
b	3.942167e-05	2.8531034e-05	0.00024761082	0.0010470557	0.09666575	0.87848854	0.023483096
a	1.2610318e-05	2.332969e-05	8.2372455e-05	0.0030978292	0.04535022	0.71043164	0.24100196
p	2.8116925e-05	2.2871305e-05	4.9795704e-05	0.0013581438	0.1522255	0.7337828	0.11253275
o	1.0681879e-05	2.1383887e-05	0.00013260203	0.00047332796	0.02083856	0.9626142	0.015909238
r	4.5986662e-06	1.9069015e-05	3.4807214e-05	0.000107821405	0.009896849	0.93319577	0.05674107
n	0.00012593865	0.00030851294	0.00133103	0.004560698	0.18585259	0.67615175	0.13166945
ò	6.9246955e-05	0.0003463104	0.00029953665	0.008430111	0.09219969	0.8311094	0.06754574
</S>	1.5516549e-05	0.00011570505	0.00013147586	0.0026223164	0.06926116	0.7731597	0.15469405
