 	quella	famiglia	non	ha	da	mangiare	</S>
c	0.14283352	0.14283308	0.14283308	0.14283526	0.14292422	0.14284986	0.14289096
ì	0.14264311	0.14263016	0.14262895	0.14267108	0.14369553	0.14283858	0.14289264
s	0.14289135	0.14263016	0.14259252	0.14299299	0.14281102	0.14265105	0.1434309
i	0.13802773	0.13802932	0.1380467	0.13962238	0.141892	0.14497732	0.1594045
f	0.14260386	0.14090763	0.14065748	0.14323673	0.14234537	0.14128064	0.14896831
a	0.13769938	0.13765012	0.13765442	0.13839144	0.15821001	0.1422572	0.14813742
m	0.1337148	0.13084261	0.1306471	0.13515893	0.14290078	0.1364369	0.19029893
ì	0.083591506	0.08270221	0.08269704	0.09107708	0.3981708	0.14758378	0.114177614
g	0.12855458	0.12245305	0.122356296	0.13519554	0.12785552	0.12658267	0.23700234
l	0.12194068	0.12144942	0.12144516	0.12318967	0.15848719	0.13279147	0.22069639
i	0.13974461	0.1396635	0.13966116	0.14016862	0.14703865	0.14135876	0.15236466
a	0.10679891	0.06137401	0.0532859	0.20319	0.10173446	0.09184514	0.38177153
e	0.021309206	0.013278455	0.012437669	0.042299468	0.16253541	0.32560948	0.42253032
n	0.007817591	0.0028484524	0.0027014834	0.035452142	0.050242126	0.38374802	0.51719016
è	0.0069181276	0.005300838	0.0058781793	0.024339244	0.07656402	0.48409042	0.3969092
c	0.008414138	0.016238514	0.0069465954	0.076787114	0.3955694	0.26436597	0.23167828
h	0.00031307276	0.00028593375	0.00046799847	0.0071060127	0.025200097	0.5807873	0.38583955
i	0.002728872	0.0015905655	0.0016230074	0.02661577	0.03327317	0.20647314	0.7276954
n	1.0797925e-05	1.6505588e-05	7.197625e-05	0.00032196203	0.0036241792	0.7557246	0.24022989
a	0.00048471589	0.00015729938	0.0001391237	0.0067788125	0.025507709	0.7602137	0.20671877
f	6.024091e-06	4.346598e-06	1.3473206e-05	0.0006049307	0.0018253011	0.76168394	0.23586202
à	0.00014886732	2.326943e-05	2.5153126e-05	0.0036086638	0.025811765	0.3860975	0.5842848
i	2.1327216e-05	4.5683846e-05	4.9626342e-05	0.0019843923	0.035924643	0.6693353	0.29263902
</S>	3.609423e-06	3.0630877e-06	2.4380819e-05	0.0004711961	0.010177133	0.6555145	0.33380613
