 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.11110857	0.11110857	0.11110857	0.11110866	0.111108914	0.11110857	0.111108825	0.11110976	0.1111296
n	0.105694346	0.10576719	0.10569991	0.10673728	0.10834629	0.10680733	0.14677745	0.10649236	0.10767781
è	0.11039733	0.1103964	0.11040449	0.11106523	0.11226604	0.11056929	0.11270397	0.11065713	0.11154018
r	0.108777136	0.10877083	0.10882055	0.112798795	0.12005042	0.10913533	0.11247576	0.109043114	0.11012799
t	0.11025075	0.11025715	0.1102574	0.11027162	0.110304855	0.11122894	0.11156678	0.11060022	0.115262255
i	0.11104236	0.11104236	0.11104261	0.111061	0.11109481	0.111045234	0.11106184	0.11108295	0.11152682
s	0.08996714	0.089888036	0.090342075	0.12603725	0.18237728	0.092792556	0.12049841	0.094562896	0.11353424
e	0.10583453	0.10585964	0.105855845	0.106254265	0.106968895	0.111656114	0.11672855	0.10906561	0.13177651
s	0.08239013	0.082289994	0.08288454	0.12897854	0.19592522	0.086402826	0.12512814	0.09733984	0.1186608
i	0.09168975	0.09183081	0.09174839	0.09540723	0.10161636	0.10052241	0.17447926	0.11151359	0.14119221
t	0.058370903	0.058147423	0.059622794	0.15409362	0.23035681	0.07022335	0.16659357	0.08089437	0.12169718
t	0.05021263	0.05045371	0.050428428	0.06867705	0.09714871	0.07245705	0.28657213	0.12582876	0.19822152
à	0.05245297	0.052098252	0.054137662	0.1643948	0.23195943	0.07510916	0.16124168	0.070988715	0.13761733
a	0.027821397	0.028060831	0.030769149	0.11250545	0.14219134	0.06361063	0.13015182	0.06005749	0.4048319
n	0.019593567	0.018875351	0.024058063	0.09767256	0.105585374	0.055486254	0.21149324	0.08621816	0.38101742
k	0.04798434	0.048454605	0.048985623	0.10029143	0.15698604	0.063353814	0.19276112	0.077398054	0.26378497
ò	0.071383476	0.071285784	0.072102755	0.130859	0.20512602	0.07980993	0.12517644	0.08003578	0.1642209
r	0.011966969	0.013802385	0.018109357	0.05985231	0.07465365	0.067459695	0.13158381	0.1727537	0.44981807
a	0.028226601	0.029815195	0.03027993	0.029425176	0.031602122	0.051433247	0.048039183	0.055879906	0.6952986
e	0.0020744044	0.0019099086	0.0035359722	0.010032676	0.010477759	0.0131965615	0.018948251	0.17053418	0.7692903
n	0.00038782475	0.0005843254	0.00070666545	0.0020365526	0.0020250205	0.0064715766	0.032678075	0.49972907	0.45538098
è	0.001693938	0.0044958084	0.003833137	0.0084984545	0.008937957	0.017699141	0.13019995	0.221578	0.6030636
p	0.0006810532	0.0010364499	0.0035385706	0.0025081923	0.004314853	0.015369648	0.091889955	0.28564215	0.59501916
r	0.0002720067	0.0010454988	0.0008830795	0.0008835587	0.0009516765	0.009141568	0.04764421	0.6412589	0.29791954
ò	0.000119609635	0.00026902906	0.00040666576	0.0006116317	0.0006970198	0.006321276	0.021832125	0.70578986	0.26395282
n	2.9259301e-05	6.892734e-05	9.4858195e-05	7.280004e-05	0.00042677863	0.0015081002	0.00964322	0.7069737	0.28118247
t	3.8085625e-05	0.00010029213	0.00016048415	7.000277e-05	0.00011576273	0.009073164	0.053544667	0.7680584	0.16883905
o	9.1354095e-06	1.548556e-05	4.784303e-05	2.8146262e-05	4.186049e-05	0.0026309004	0.01570712	0.6093228	0.37219673
</S>	1.2321238e-05	1.6223308e-05	3.6523303e-05	1.7541463e-05	7.315833e-05	0.010571307	0.022444729	0.6139787	0.3528495
