 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.124992155	0.124992825	0.124992155	0.12502268	0.12499254	0.1249934	0.124995306	0.12501895
è	0.124289915	0.12431077	0.124284506	0.12552169	0.124373384	0.12434274	0.1279884	0.12488856
l	0.121414356	0.12137916	0.12140815	0.12212524	0.12292693	0.1214592	0.14618474	0.12310225
o	0.123524204	0.12368791	0.123527974	0.12976126	0.12360584	0.12381027	0.12516318	0.12691936
k	0.11317212	0.1130777	0.113172814	0.11511186	0.117622845	0.113256946	0.16227071	0.15231496
a	0.113613755	0.114445016	0.114015624	0.1289347	0.11458821	0.114364706	0.1548341	0.14520393
i	0.07539537	0.075375475	0.075579666	0.07779058	0.08049521	0.07566165	0.31788176	0.22182024
M	0.048628233	0.073236495	0.08298965	0.054016937	0.118914105	0.054719556	0.24638733	0.32110777
a	0.021984462	0.033463985	0.067281656	0.05635067	0.14479434	0.041827727	0.21560143	0.41869575
r	0.031809766	0.03085746	0.036720462	0.11982892	0.14096574	0.07000878	0.20998211	0.35982668
ì	0.02418363	0.030245066	0.022291888	0.16758612	0.039292216	0.045688268	0.13189419	0.5388187
a	0.036368158	0.034525514	0.03604692	0.12763597	0.10285357	0.038230527	0.4182833	0.20605603
è	0.006568745	0.009627109	0.009224753	0.026346408	0.029996768	0.0074751256	0.59288454	0.3178766
n	0.007599808	0.01811171	0.020449638	0.02720944	0.044787537	0.01241692	0.24753936	0.62188554
a	0.014024987	0.03954366	0.051378433	0.039913468	0.025356147	0.025801606	0.3289302	0.47505152
r	0.0001387795	0.00016722946	0.0009966941	0.00090060255	0.002696276	0.001168529	0.522622	0.4713099
t	0.0023882296	0.0052328478	0.010775158	0.005785513	0.016068505	0.0066674734	0.12682964	0.8262527
i	0.000998298	0.0008956828	0.0008208664	0.035452772	0.0061728978	0.006177665	0.57354647	0.37593532
à	3.6930014e-05	0.00012201401	0.00015115435	0.00028828377	0.00043129778	0.0026666874	0.32624805	0.67005557
v	0.00022211132	0.00023758903	0.0012551523	0.001072171	0.0013692438	0.0017666528	0.6734425	0.32063457
v	0.0007751274	0.0019843762	0.0061946353	0.004686195	0.0079296315	0.015417935	0.4883146	0.47469744
r	3.13396e-05	3.0463023e-05	0.0005874747	0.00057771103	0.0018778314	0.0014046079	0.45197454	0.54351604
i	2.7831104e-05	4.8400285e-05	5.146482e-05	0.00043779865	0.00052115245	0.0038907065	0.2572533	0.7377693
</S>	4.4194287e-05	0.0001615655	0.0022214008	0.0003926304	0.0012108778	0.010854969	0.28780732	0.69730705
