 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.12497082	0.12497359	0.12497206	0.12512042	0.12500095	0.12499142	0.12497702	0.124993704
g	0.1244798	0.12448568	0.12448996	0.124688044	0.12491714	0.124979585	0.1246192	0.12734058
r	0.124776	0.1248217	0.12478989	0.124846935	0.12506038	0.12566236	0.124809034	0.12523368
a	0.12458208	0.12458436	0.12459006	0.12713349	0.12502226	0.12469342	0.12461164	0.124782704
t	0.1225605	0.12256218	0.12257706	0.12262831	0.12294194	0.12330792	0.12490086	0.13852125
s	0.060226455	0.06166715	0.06558702	0.2790296	0.20789118	0.1121441	0.07326732	0.1401871
a	0.12279411	0.122804694	0.12283758	0.13642955	0.12512404	0.12319658	0.12295675	0.123856656
è	0.1162052	0.11621132	0.11663678	0.11800185	0.12425568	0.127296	0.1261309	0.15526229
n	0.10278287	0.10601359	0.103832945	0.11747104	0.12093035	0.15020728	0.10958288	0.18917908
a	0.104013495	0.10529033	0.10472305	0.2017849	0.1252239	0.11250703	0.106474094	0.1399833
n	0.07883679	0.07940356	0.08071455	0.09081713	0.13084853	0.15209727	0.11098481	0.27629736
g	0.046756353	0.097295485	0.06827113	0.16163194	0.1482365	0.17777587	0.056117527	0.24391524
r	0.06428755	0.06535506	0.06484627	0.08665369	0.118598156	0.11005663	0.086333044	0.40386954
à	0.039077826	0.04174167	0.048358455	0.19169164	0.17047298	0.10697153	0.06807616	0.3336098
m	0.011827435	0.011914487	0.013962665	0.028407278	0.077822134	0.116559215	0.12238771	0.6171191
m	0.0075015305	0.024860758	0.031767953	0.037823945	0.05696126	0.105477266	0.13422753	0.60137975
a	0.037169605	0.03732386	0.03774299	0.114842825	0.06720489	0.06981894	0.26675144	0.36914545
u	0.00018927635	0.00021001563	0.00043635478	0.0013126147	0.0030339633	0.005913891	0.484854	0.50404984
d	2.1874104e-05	2.3524986e-05	6.6977285e-05	0.00022352648	0.0009264177	0.0024886185	0.80690324	0.18934585
e	0.0006617314	0.0018364773	0.0024278113	0.010510278	0.07436861	0.09120105	0.12254316	0.6964509
r	5.8511496e-06	1.1095655e-05	3.098477e-05	3.2079195e-05	0.00045109846	0.0046046856	0.7824543	0.21240987
f	8.533577e-05	0.0006080434	0.0007766769	0.0021149851	0.027070275	0.11562594	0.19069746	0.6630213
ù	1.997422e-05	3.096829e-05	0.0001539809	0.00094866153	0.004822861	0.06253952	0.5317983	0.3996857
m	0.00016939717	9.96608e-05	0.00033244782	0.0010885554	0.002558741	0.0049498198	0.9181841	0.07261721
m	7.073789e-06	6.852769e-05	0.00011589623	0.00031764593	0.0051415283	0.044100046	0.5827618	0.36748746
u	1.968711e-06	7.1066056e-06	2.2987271e-05	0.0001927487	0.001050415	0.012554641	0.66740626	0.31876385
</S>	1.9108993e-05	1.6623124e-05	5.0247207e-05	5.7741705e-05	0.0012015312	0.038593363	0.6075485	0.3525128
