 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
m	0.07692005	0.07692005	0.07692005	0.07693055	0.07692028	0.07692005	0.07692016	0.0769201	0.07692016	0.0769319	0.07692949	0.07692134	0.07692585
ò	0.07664134	0.07664649	0.07664286	0.076925054	0.07665345	0.07665205	0.07666234	0.07668778	0.07676699	0.07732282	0.07706262	0.07698036	0.078355834
t	0.075171135	0.07524487	0.075192645	0.07768956	0.075257435	0.07524377	0.075272486	0.075346775	0.075704955	0.076838195	0.07589799	0.076425955	0.090714246
t	0.07194652	0.072047085	0.072004944	0.07535087	0.07355755	0.07291972	0.07359017	0.07593323	0.07361172	0.072823144	0.077102646	0.098120764	0.0909916
e	0.07688204	0.07688239	0.07688239	0.07700655	0.07688861	0.07688527	0.076888084	0.07689419	0.07689653	0.0769274	0.0769166	0.07696813	0.07708185
j	0.07594623	0.076030694	0.075965464	0.07608106	0.07597271	0.07600726	0.07601347	0.07608628	0.07638186	0.07780378	0.07685869	0.07687529	0.08397718
è	0.07225956	0.07227059	0.072269425	0.077449344	0.07246111	0.072416514	0.07263918	0.073119864	0.0746191	0.08340936	0.078823164	0.07794176	0.100321084
n	0.05737681	0.0574238	0.057506308	0.09873222	0.059019156	0.05860715	0.060535584	0.06371062	0.07639569	0.096961245	0.07545095	0.08869862	0.1495819
o	0.07006703	0.07007704	0.07029025	0.1348968	0.07313609	0.070816904	0.07148066	0.07068342	0.07081259	0.07157021	0.07124508	0.07363124	0.081292704
m	0.07030835	0.07055715	0.070369735	0.07309021	0.07045526	0.07062721	0.07089769	0.07167154	0.07469032	0.08364912	0.07604802	0.07857664	0.11905875
e	0.07423547	0.07424176	0.07424085	0.0802247	0.074415796	0.07429168	0.074353315	0.074424535	0.07461705	0.08689905	0.08415852	0.07593355	0.07796377
v	0.06747644	0.06769337	0.06753325	0.07191576	0.06766228	0.067855835	0.06827376	0.0693504	0.07349391	0.0872349	0.076663576	0.07885691	0.13598965
è	0.06536021	0.06538301	0.06541553	0.08811747	0.0661019	0.06580151	0.06643944	0.06746023	0.07188109	0.09373932	0.08080366	0.078907944	0.1245887
k	0.046229135	0.04634854	0.047423925	0.12638475	0.060214404	0.051064014	0.05668185	0.056227956	0.07322953	0.09428826	0.07149012	0.0868768	0.1835407
k	0.059308063	0.05943689	0.05980415	0.14074929	0.06704844	0.061849207	0.06395025	0.06498567	0.063306354	0.069703385	0.071896255	0.096279934	0.12168203
i	0.074346885	0.074349664	0.07439295	0.0952401	0.07496819	0.07449315	0.07462756	0.07444871	0.074573666	0.0750107	0.07474534	0.075068526	0.08373458
o	0.06217383	0.06308921	0.062404886	0.07423473	0.06275983	0.062831305	0.06281573	0.063263215	0.065082595	0.07634739	0.0699364	0.07206146	0.20299937
p	0.045429453	0.04618628	0.045540042	0.07642056	0.046588458	0.046143416	0.046638355	0.047729634	0.05278592	0.2129997	0.15542592	0.0667221	0.11139021
u	0.05111497	0.05115235	0.053436026	0.14467266	0.076224916	0.058048345	0.06399945	0.054494984	0.05981356	0.08928915	0.0732709	0.06645306	0.1580296
l	0.03302768	0.033715367	0.033309788	0.07096087	0.03534704	0.034969985	0.03710298	0.040915165	0.053818174	0.23663387	0.15075554	0.07842312	0.1610204
ò	0.037287366	0.037361294	0.03807606	0.10052231	0.0470112	0.040431503	0.043941457	0.043531332	0.05476519	0.20683311	0.14017746	0.0775189	0.1325428
t	0.027462788	0.0278772	0.034874223	0.08102552	0.06575327	0.054630905	0.08122586	0.062181745	0.08355201	0.089691035	0.07952256	0.08749331	0.22470957
o	0.0073744245	0.010106934	0.011529948	0.06341774	0.06412193	0.04472343	0.07564275	0.067582965	0.07953183	0.08284932	0.112797864	0.1160805	0.2642404
s	0.02620866	0.031990554	0.02798352	0.06990984	0.033972573	0.040801484	0.052330185	0.0614734	0.07405401	0.16522053	0.119626336	0.094608255	0.20182066
p	0.01333499	0.014156615	0.0149613945	0.055831358	0.042718317	0.027893107	0.04443304	0.05955072	0.058701906	0.078566276	0.12520315	0.16581826	0.29883087
ì	0.031709526	0.033167064	0.032704793	0.08571808	0.0413806	0.05274129	0.07304699	0.08139281	0.09281291	0.12735954	0.10977671	0.10032031	0.13786934
t	0.018124655	0.025060186	0.023527877	0.05465215	0.044654917	0.042077273	0.058520846	0.046331428	0.05756844	0.1404979	0.10362597	0.08602124	0.2993371
i	0.009886145	0.012681574	0.013463754	0.07583682	0.07039362	0.042129405	0.06467563	0.05942055	0.06793541	0.070259005	0.09246715	0.116266854	0.30458412
m	0.013993666	0.027153172	0.01792884	0.041989032	0.025880812	0.03727966	0.04269562	0.04233315	0.045512818	0.17417866	0.14014496	0.10271139	0.28819817
u	0.0278607	0.028141363	0.028456341	0.07668742	0.0372831	0.030934418	0.03437341	0.035030026	0.04324262	0.21441247	0.1545561	0.09630293	0.1927192
c	0.008582702	0.017183408	0.0111948	0.026065726	0.016525626	0.023534436	0.026848886	0.026617756	0.02869887	0.21202926	0.1652094	0.09338763	0.34412152
e	0.014028678	0.014696973	0.015941028	0.042249948	0.029824985	0.025308488	0.038621373	0.037417274	0.044956997	0.19018015	0.16818294	0.15975381	0.2188374
p	0.0038447138	0.008902479	0.00579899	0.012824767	0.011362366	0.018713618	0.020086695	0.015461919	0.014822938	0.11503177	0.10637714	0.09239929	0.5743733
à	0.011192006	0.011516784	0.020098945	0.032272283	0.031065753	0.030681085	0.041789733	0.03354524	0.04913646	0.20985186	0.19535819	0.11400016	0.21949157
o	0.006275484	0.009175475	0.018708767	0.019965384	0.025892181	0.057868764	0.05792751	0.05155286	0.05213361	0.15815379	0.17850207	0.10274976	0.2610944
s	0.001335517	0.0035403548	0.0029505936	0.004463463	0.0053389845	0.011202233	0.011842987	0.009223046	0.0096575245	0.18379426	0.21626645	0.33053547	0.20984913
t	0.0019247697	0.0024198596	0.0033378287	0.009130315	0.014088091	0.020414287	0.030176772	0.029389791	0.0316078	0.11984625	0.24483941	0.32957253	0.16325232
i	0.0027649507	0.007666085	0.0068457965	0.039010324	0.071296774	0.080123395	0.08995312	0.052839816	0.050457083	0.12581174	0.12680052	0.13208526	0.2143451
t	0.00094270887	0.0017174179	0.0031066244	0.005145811	0.010098698	0.012623682	0.0126867965	0.011396405	0.010878872	0.026419172	0.06486715	0.21077557	0.6293411
à	0.0005539219	0.0018246829	0.0020789623	0.005355395	0.01629387	0.019486424	0.018373664	0.015244695	0.013078223	0.1139606	0.31652662	0.35683352	0.12038934
l	0.0036763032	0.005025222	0.021573385	0.031090215	0.03989246	0.042486463	0.040130194	0.043520126	0.04073759	0.056387376	0.11620704	0.1730241	0.38624948
a	0.0008337556	0.0017136816	0.0031543577	0.009351112	0.010945335	0.017636124	0.024897786	0.025034416	0.029208701	0.10160413	0.16742195	0.34341934	0.26477933
s	0.00037344638	0.0004446807	0.0012960058	0.0022435845	0.003345211	0.004727939	0.0053831725	0.011371041	0.0089437235	0.011819237	0.05057468	0.34371194	0.55576533
s	0.00045449415	0.0019412612	0.0026538349	0.006222148	0.011501784	0.021615455	0.019832931	0.01858116	0.021193888	0.1759802	0.30496395	0.27964634	0.13541254
a	0.00050775055	0.002092733	0.0036426645	0.012104835	0.032214213	0.03586439	0.033013817	0.026215576	0.021184733	0.03508478	0.07772459	0.46922544	0.2511245
n	6.0823277e-05	6.0052265e-05	0.00022665336	0.00056857755	0.0005250578	0.00093617424	0.00127358	0.0023927018	0.0016933626	0.004878289	0.03487748	0.44147676	0.5110305
a	0.00036323894	0.0010889996	0.0015379046	0.0006942634	0.001751711	0.003316757	0.0026747813	0.0034694353	0.0032920898	0.022116588	0.083648525	0.6956214	0.18042438
z	3.7916634e-05	3.811444e-05	0.00013176339	0.00030549953	0.00022403663	0.00039514975	0.0004320347	0.0013279949	0.0013027197	0.0028005515	0.024069102	0.4567643	0.5121708
ì	5.9019003e-05	0.00020982092	0.00022081877	0.00020745774	0.000663304	0.0013691846	0.0013792812	0.0044985227	0.0036502606	0.0074625663	0.07450387	0.3568379	0.548938
s	0.00017535129	0.00019795196	0.00045896237	0.0010037593	0.0007362847	0.0010780932	0.0011608454	0.002851354	0.0023391382	0.011201906	0.060576696	0.69933504	0.21888456
o	0.00011174268	0.00027680985	0.0005205507	0.00061027997	0.0011021356	0.0014947925	0.0010891308	0.0012501614	0.0014797797	0.021563783	0.06276569	0.81240284	0.095332325
</S>	2.5457452e-05	1.7911501e-05	5.9525577e-05	9.007014e-05	6.382613e-05	0.0002296042	0.00024802278	0.0003802187	0.00044021427	0.0031013319	0.02879803	0.57198924	0.3945565
