 	loro	non	vengono	non	li	aspettiamo	mangiamo	</S>
c	0.12496603	0.12496718	0.12496775	0.12496661	0.124997884	0.1251097	0.124983296	0.12504156
ì	0.1246866	0.124665864	0.12467699	0.12468498	0.1253472	0.12561575	0.124817	0.12550567
n	0.12426248	0.12410852	0.12417265	0.12418629	0.12772861	0.124242954	0.124319196	0.12697929
i	0.124828085	0.12482771	0.124851994	0.124854855	0.124920405	0.12509227	0.124867044	0.1257576
e	0.12243992	0.12190768	0.12208686	0.12219001	0.13459013	0.123170726	0.123498835	0.13011585
n	0.098351404	0.098373696	0.09866548	0.098525494	0.13440634	0.2431392	0.110216945	0.1183215
è	0.12052052	0.12048245	0.120656855	0.120593175	0.12539104	0.13871393	0.12212999	0.13151209
r	0.11505484	0.11439278	0.115366794	0.114867836	0.13063806	0.1166173	0.11543089	0.17763153
k	0.10629503	0.1063441	0.10861767	0.11162023	0.10775366	0.11023442	0.10746466	0.24167019
o	0.12437602	0.124382384	0.12439263	0.12442746	0.124523476	0.12474027	0.12567644	0.12748133
t	0.101697996	0.09877278	0.09979415	0.10062773	0.1651723	0.108440295	0.10744383	0.21805096
t	0.08753644	0.08755755	0.08982491	0.09858762	0.098557524	0.13445157	0.09540142	0.3080829
e	0.12194675	0.12149413	0.12170268	0.1217506	0.13211598	0.12189689	0.12233702	0.13675593
e	0.06173492	0.02991991	0.041901562	0.048620824	0.15937144	0.06740036	0.14616112	0.4448899
t	0.024455642	0.020473026	0.023649752	0.023493225	0.28358865	0.20772165	0.1244222	0.29219586
u	0.0355076	0.032562584	0.037209608	0.040792525	0.23210943	0.24144936	0.10099706	0.27937186
s	0.028097522	0.009270834	0.018824032	0.02534558	0.0999774	0.1736726	0.1825515	0.46226048
m	0.011413497	0.0050382353	0.011114325	0.019479627	0.21163976	0.17502715	0.21780935	0.34847805
è	0.04109456	0.009564161	0.033033535	0.037781674	0.053602394	0.0661452	0.07295599	0.6858225
n	0.0055876775	0.0016303444	0.017695572	0.031636134	0.018003521	0.025209913	0.06379283	0.8364441
o	0.0461823	0.036854077	0.044527624	0.058625244	0.15822695	0.08055765	0.22868204	0.34634405
m	0.004754008	0.0012213393	0.0049837274	0.012595448	0.0064507755	0.0459935	0.10976476	0.8142364
e	0.00071944	0.00018142951	0.0013962092	0.0030478495	0.005354236	0.047622174	0.19664873	0.7450299
t	9.570704e-05	5.6821253e-05	0.00047608852	0.0030290424	0.0010341478	0.013453604	0.50953925	0.47231534
r	0.00056050665	0.00018126717	0.0073673874	0.013568849	0.027010974	0.055408027	0.09720348	0.79869956
ò	0.00328376	0.0024471232	0.016148308	0.027788796	0.009792149	0.019482665	0.09174256	0.82931465
m	0.00055611954	0.001918102	0.0033277224	0.042021	0.0060106125	0.11651346	0.6171828	0.21247014
e	1.849013e-05	3.271079e-05	0.00010107921	0.0055609616	0.0005251921	0.012927415	0.06383708	0.91699713
</S>	2.4017398e-05	0.00019095835	0.0003393705	0.016124392	0.0015153261	0.044653255	0.50427324	0.43287948
