 	ora	che	loro	non	vengono	più	</S>
à	0.14282718	0.14282718	0.14283971	0.14282718	0.14285976	0.14287655	0.1429424
r	0.14066331	0.14072052	0.1422744	0.14070302	0.14141881	0.14168935	0.15253058
t	0.14192222	0.14195296	0.14193088	0.14198244	0.14204766	0.14295176	0.14721209
e	0.14283048	0.14283092	0.1428354	0.14283125	0.14283757	0.14286427	0.14297014
k	0.13850185	0.13871662	0.14456053	0.13860777	0.14081492	0.14124498	0.15755333
a	0.14121383	0.14122182	0.14139788	0.1412561	0.1425607	0.1428829	0.14946686
c	0.12873532	0.1290057	0.13641809	0.1290937	0.13277845	0.13822405	0.20574465
ì	0.13435109	0.13439701	0.135612	0.13470168	0.14647858	0.14810847	0.16635114
n	0.0870647	0.0874392	0.09753097	0.08769033	0.09389414	0.102411725	0.44396892
i	0.11089173	0.111087844	0.11111047	0.11137238	0.11779505	0.13196911	0.30577338
e	0.07584952	0.08149581	0.19804525	0.07700013	0.12945803	0.116007805	0.32214344
n	0.037298754	0.03843193	0.073379554	0.03800056	0.10836294	0.13292675	0.5715995
è	0.06559009	0.0658001	0.07361333	0.06755541	0.1044611	0.13659045	0.4863895
r	0.029961733	0.03328622	0.09361269	0.044323403	0.18092827	0.2526567	0.36523098
k	0.017631453	0.029674577	0.019982517	0.03855076	0.055548772	0.19612452	0.6424874
o	0.08458635	0.08463625	0.08577129	0.08506604	0.08842702	0.12713057	0.4443825
t	0.0046534156	0.0069276895	0.019715892	0.005519689	0.023375163	0.1720666	0.7677415
t	0.005889066	0.010488243	0.007985398	0.014157173	0.042503808	0.26919532	0.649781
e	0.016721295	0.022074554	0.06917836	0.019020589	0.06881414	0.12096808	0.683223
p	0.0002040372	0.00020531808	0.00021927114	0.0019062638	0.007774671	0.35662264	0.6330678
l	0.0007029736	0.00081361487	0.0015750255	0.0005083393	0.02462309	0.72510034	0.24667665
è	0.00080609776	0.0013985467	0.0033912796	0.0019907502	0.056341648	0.33929604	0.5967756
o	0.0007511928	0.0008738168	0.004009392	0.010494038	0.04534656	0.369356	0.56916904
</S>	1.1834535e-05	6.2383847e-06	1.4170988e-05	0.00023228499	0.006337272	0.826829	0.16656914
