 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.11109624	0.11109921	0.111095816	0.11109565	0.1111015	0.11110243	0.11120089	0.1111026	0.11110566
a	0.11084894	0.11088438	0.11084438	0.11084802	0.110961564	0.110964276	0.11259431	0.11099823	0.11105592
ì	0.10393029	0.10395361	0.10393704	0.10394394	0.104860805	0.104713865	0.117657	0.12632927	0.13067415
s	0.10703041	0.10745341	0.10698003	0.107143894	0.109123915	0.10827544	0.13207068	0.10851999	0.11340228
s	0.103541814	0.10362662	0.103622735	0.10377171	0.10430909	0.13726202	0.11915908	0.10760002	0.11710691
e	0.11027412	0.110268824	0.11028607	0.11031275	0.11035972	0.11445456	0.11124964	0.11077797	0.11201642
r	0.10132028	0.1013468	0.10143158	0.10164857	0.105454616	0.10467076	0.11648066	0.12352365	0.14412309
e	0.103211045	0.10329053	0.10325585	0.10358552	0.10561099	0.121872306	0.12848909	0.11095643	0.11972827
k	0.07746907	0.07770259	0.077674486	0.078088164	0.086826734	0.086279035	0.1304926	0.14697918	0.23848812
a	0.061835762	0.06325566	0.06168178	0.06258548	0.09008239	0.08368124	0.36518145	0.118703045	0.09299319
e	0.042459283	0.043322753	0.042513996	0.045306727	0.06902556	0.05732891	0.22830823	0.13113889	0.3405956
s	0.029815799	0.05335763	0.022281967	0.02162206	0.15488505	0.11921528	0.27114818	0.14284232	0.18483168
ò	0.015086474	0.017804481	0.015782382	0.03625925	0.14977108	0.1267173	0.32631078	0.21320261	0.09906569
z	0.015669085	0.016638814	0.027604697	0.045037128	0.1160023	0.11958648	0.3240639	0.13676223	0.19863537
i	0.0134464735	0.015236618	0.014008995	0.016225187	0.042959668	0.12267385	0.3691516	0.11370191	0.29259574
k	0.0049453094	0.005424907	0.0066412757	0.010336243	0.059898727	0.103883035	0.18731928	0.20275123	0.41879994
à	0.0057793423	0.009134127	0.0053017186	0.0071227015	0.058634315	0.123007916	0.1982009	0.20360465	0.38921434
i	0.0015683677	0.0040649087	0.0053708707	0.010061654	0.017591733	0.064926334	0.22296205	0.3712944	0.30215967
o	7.296616e-05	0.00012061344	6.917039e-05	0.00010766231	0.0017668805	0.0044726618	0.012776885	0.8427921	0.13782112
b	8.4485555e-06	9.5240375e-06	1.2418703e-05	6.9410476e-06	0.00017142869	0.0005046502	0.0013475766	0.9131353	0.084803596
à	0.0012903699	0.0019175357	0.0011490395	0.0010417207	0.011856329	0.025184039	0.029615697	0.5892223	0.33872294
g	0.00011318266	0.00034640846	0.00048031393	0.00026079945	0.007119879	0.054445498	0.13144054	0.62335813	0.18243518
n	4.699084e-05	0.00012746324	0.00020926369	0.00019410446	0.0023421552	0.056186453	0.15137553	0.6228655	0.16665256
o	2.8827699e-05	4.8516853e-05	0.00017678045	0.00026290308	0.005722675	0.02490296	0.20658632	0.642812	0.11945903
</S>	4.1794906e-06	8.068942e-06	1.579982e-05	4.5691533e-05	0.00019453405	0.0010880646	0.017462377	0.7369717	0.24420957
